einzelplan,einzelplan-text,einnahmen-ausgaben,einnahmen-ausgaben-art,kapitel,kapitel-text,titel,funktion,titel-text,flex,seite,soll,titelgruppe,tgr-text,Funktion 1,Funktion 2,Funktion 3,Gruppe 1,Gruppe 2,Gruppe 3,date
60,Allgemeine Finanzverwaltung,Ausgaben,Besondere Finanzierungsausgaben,6002,Allgemeine Bewilligungen,83624,22,Beteiligung am Grundkapital des Europäischen Stabilitätsmechanismus (ESM),nein,36,0,2,Beiträge an internationale und supranationale Einrichtungen,Allgemeine Dienste,Auswärtige Angelegenheiten,Internationale Organisationen,Sonstige Ausgaben für Investitionen und Investitionsförderungsmaßnahmen,Erwerb von Beteiligungen und dgl.,Erwerb von Beteiligungen und dgl. im Ausland,2017
60,Allgemeine Finanzverwaltung,Ausgaben,Besondere Finanzierungsausgaben,6002,Allgemeine Bewilligungen,83625,22,Beteiligung am Grundkapital der Asian Infrastructure Investment Bank (AIIB),nein,36,165336,2,Beiträge an internationale und supranationale Einrichtungen,Allgemeine Dienste,Auswärtige Angelegenheiten,Internationale Organisationen,Sonstige Ausgaben für Investitionen und Investitionsförderungsmaßnahmen,Erwerb von Beteiligungen und dgl.,Erwerb von Beteiligungen und dgl. im Ausland,2017
60,Allgemeine Finanzverwaltung,Einnahmen ,Verwaltungseinnahmen,6003,Leistungen im Zusammenhang mit der deutschen Einheit,11999,860,Vermischte Einnahmen, ,66,1000,,,Finanzwirtschaft,Sonstiges,Sonstiges,"Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.",Verwaltungseinnahmen,Sonstige,2017
60,Allgemeine Finanzverwaltung,Einnahmen ,Verwaltungseinnahmen,6003,Leistungen im Zusammenhang mit der deutschen Einheit,12901,812,Einnahmen aus der Verwertung von Altforderungen der ehemaligen Deutschen Demokratischen Republik, ,66,500,,,Finanzwirtschaft,"Grund- und Kapitalvermögen, Sondervermögen",Kapitalvermögen,"Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.",Einnahmen aus wirtschaftlicher Tätigkeit und aus Vermögen (ohne Zinsen),Sonstige,2017
60,Allgemeine Finanzverwaltung,Einnahmen ,Übrige Einnahmen,6003,Leistungen im Zusammenhang mit der deutschen Einheit,28101,680,Einnahmen aus Rückforderungen wegen unrechtmäßiger Inanspruchnahme des Transferrubel-Verrechnungsverkehrs, ,66,20,,,"Energie- und Wasserwirtschaft, Gewerbe, Dienstleistungen",Sonstiges im Bereich Gewerbe und Dienstleistungen,Sonstiges im Bereich Gewerbe und Dienstleistungen,Einnahmen aus Zuweisungen und Zuschüssen mit Ausnahme für Investitionen,Sonstige Zuschüsse aus sonstigen Bereichen,Sonstige Erstattungen aus dem Inland,2017
60,Allgemeine Finanzverwaltung,Einnahmen ,Übrige Einnahmen,6003,Leistungen im Zusammenhang mit der deutschen Einheit,28102,860,Einnahmen aus der Übernahme der Rechte und Pflichten des Ausgleichsfonds Währungsumstellung und des Erblastentilgungsfonds, ,66,40780,,,Finanzwirtschaft,Sonstiges,Sonstiges,Einnahmen aus Zuweisungen und Zuschüssen mit Ausnahme für Investitionen,Sonstige Zuschüsse aus sonstigen Bereichen,Sonstige Erstattungen aus dem Inland,2017
60,Allgemeine Finanzverwaltung,Ausgaben,Sächliche Verwaltungsausgaben,6003,Leistungen im Zusammenhang mit der deutschen Einheit,53702,11,Kosten des Flugdienstes zwischen Bonn und Berlin,nein,67,0,,,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,Politische Führung,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",Sächliche Verwaltungsausgaben (Obergruppe 53),Sonstiges,2017
60,Allgemeine Finanzverwaltung,Ausgaben,Sächliche Verwaltungsausgaben,6003,Leistungen im Zusammenhang mit der deutschen Einheit,53999,860,Vermischte Verwaltungsausgaben,nein,67,100,,,Finanzwirtschaft,Sonstiges,Sonstiges,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",Sächliche Verwaltungsausgaben (Obergruppe 53),Sonstiges,2017
60,Allgemeine Finanzverwaltung,Ausgaben,Zuweisungen und Zuschüsse (ohne Investitionen),6003,Leistungen im Zusammenhang mit der deutschen Einheit,63201,249,Zahlungen nach dem Strafrechtlichen Rehabilitierungsgesetz,nein,67,129000,,,"Soziale Sicherung, Familie und Jugend, Arbeitsmarktpolitik",Soziale Leistungen für Folgen von Krieg und politischen Ereignissen,Sonstige Leistungen für Folgen von Krieg und politischen Ereignissen,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,Sonstige (zweckgebundene) Zuweisungen an öffentlichen Bereich,Sonstige Zuweisungen an Länder,2017
60,Allgemeine Finanzverwaltung,Ausgaben,Zuweisungen und Zuschüsse (ohne Investitionen),6003,Leistungen im Zusammenhang mit der deutschen Einheit,63202,249,Zahlungen nach dem Beruflichen Rehabilitierungsgesetz,nein,68,2400,,,"Soziale Sicherung, Familie und Jugend, Arbeitsmarktpolitik",Soziale Leistungen für Folgen von Krieg und politischen Ereignissen,Sonstige Leistungen für Folgen von Krieg und politischen Ereignissen,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,Sonstige (zweckgebundene) Zuweisungen an öffentlichen Bereich,Sonstige Zuweisungen an Länder,2017
60,Allgemeine Finanzverwaltung,Ausgaben,Zuweisungen und Zuschüsse (ohne Investitionen),6003,Leistungen im Zusammenhang mit der deutschen Einheit,63402,813,Zuweisungen an den Entschädigungsfonds,nein,68,175000,,,Finanzwirtschaft,"Grund- und Kapitalvermögen, Sondervermögen",Sondervermögen,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,Sonstige (zweckgebundene) Zuweisungen an öffentlichen Bereich,Sonstige Zuweisungen an Sondervermögen,2017
60,Allgemeine Finanzverwaltung,Ausgaben,Zuweisungen und Zuschüsse (ohne Investitionen),6003,Leistungen im Zusammenhang mit der deutschen Einheit,63441,813,Zuweisungen an den Fonds nach § 5  Mauergrundstücksgesetz,nein,68,0,,,Finanzwirtschaft,"Grund- und Kapitalvermögen, Sondervermögen",Sondervermögen,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,Sonstige (zweckgebundene) Zuweisungen an öffentlichen Bereich,Sonstige Zuweisungen an Sondervermögen,2017
60,Allgemeine Finanzverwaltung,Ausgaben,Zuweisungen und Zuschüsse (ohne Investitionen),6003,Leistungen im Zusammenhang mit der deutschen Einheit,67103,680,Erstattung von Aufwendungen und Zahlungen im Zusammenhang mit dem Transferrubel-Verrechnungsverkehr,nein,69,10,,,"Energie- und Wasserwirtschaft, Gewerbe, Dienstleistungen",Sonstiges im Bereich Gewerbe und Dienstleistungen,Sonstiges im Bereich Gewerbe und Dienstleistungen,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,Erstattungen an sonstige Bereiche,Erstattungen an Inland,2017
60,Allgemeine Finanzverwaltung,Einnahmen ,Verwaltungseinnahmen,6004,Bundesimmobilienangelegenheiten,11999,811,Vermischte Einnahmen, ,74,0,,,Finanzwirtschaft,"Grund- und Kapitalvermögen, Sondervermögen",Grundvermögen,"Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.",Verwaltungseinnahmen,Sonstige,2017
60,Allgemeine Finanzverwaltung,Einnahmen ,Verwaltungseinnahmen,6004,Bundesimmobilienangelegenheiten,12101,811,Abführung der Bundesanstalt für Immobilienaufgaben, ,74,2265000,,,Finanzwirtschaft,"Grund- und Kapitalvermögen, Sondervermögen",Grundvermögen,"Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.",Einnahmen aus wirtschaftlicher Tätigkeit und aus Vermögen (ohne Zinsen),Gewinne aus Unternehmen und Beteiligungen,2017
60,Allgemeine Finanzverwaltung,Einnahmen ,Verwaltungseinnahmen,6004,Bundesimmobilienangelegenheiten,13101,811,Erlöse aus der Veräußerung von ehem. Mauer- und Grenzgrundstücken, ,78,0,,,Finanzwirtschaft,"Grund- und Kapitalvermögen, Sondervermögen",Grundvermögen,"Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.","Erlöse aus der Veräußerung von Gegenständen, Kapitalrückzahlungen",Erlöse aus der Veräußerung von unbeweglichen Sachen,2017
60,Allgemeine Finanzverwaltung,Einnahmen ,Übrige Einnahmen,6004,Bundesimmobilienangelegenheiten,16201,812,Zinsen aus Darlehen des Bundes an die Bundesanstalt für Immobilienaufgaben, ,78,35800,,,Finanzwirtschaft,"Grund- und Kapitalvermögen, Sondervermögen",Kapitalvermögen,"Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.",Zinseinnahmen aus sonstigen Bereichen,Sonstige Zinseinnahmen aus dem Inland,2017
60,Allgemeine Finanzverwaltung,Einnahmen ,Übrige Einnahmen,6004,Bundesimmobilienangelegenheiten,18201,812,Tilgung von Darlehen des Bundes an die Bundesanstalt für Immobilienaufgaben, ,79,23419,,,Finanzwirtschaft,"Grund- und Kapitalvermögen, Sondervermögen",Kapitalvermögen,"Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.",Darlehensrückflüsse aus sonstigen Bereichen,Sonstige Darlehensrückflüsse aus dem Inland,2017
60,Allgemeine Finanzverwaltung,Ausgaben,Zuweisungen und Zuschüsse (ohne Investitionen),6004,Bundesimmobilienangelegenheiten,68101,811,Ausgaben zur Erfüllung von Ansprüchen Berechtigter nach § 3 Abs. 1 und 2 des Mauergrundstücksgesetzes sowie anfallende Nebenkosten nach § 2 Abs. 2 des Mauergrundstücksgesetzes.,nein,79,0,,,Finanzwirtschaft,"Grund- und Kapitalvermögen, Sondervermögen",Grundvermögen,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,Sonstige Zuschüsse für laufende Zwecke an sonstige Bereiche,"Renten, Unterstützungen und sonstige Geldleistungen an natürliche Personen",2017
60,Allgemeine Finanzverwaltung,Ausgaben,Ausgaben für Investitionen,6004,Bundesimmobilienangelegenheiten,86101,811,Betriebsmitteldarlehen an die Bundesanstalt für Immobilienaufgaben,nein,79,0,,,Finanzwirtschaft,"Grund- und Kapitalvermögen, Sondervermögen",Grundvermögen,Sonstige Ausgaben für Investitionen und Investitionsförderungsmaßnahmen,Darlehen an sonstige Bereiche,Darlehen an öffentliche Unternehmen und Einrichtungen,2017
60,Allgemeine Finanzverwaltung,Einnahmen ,,6067,Sonstige Versorgungsausgaben,11929,18,Vermischte Einnahmen, ,86,0,2,Versorgung von verdrängten Angehörigen des öffentlichen Dienstes und von Angehörigen aufgelöster Dienststellen sowie ihrer Hinterbliebenen,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,"Versorgung einschließlich Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138","Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.",Verwaltungseinnahmen,Sonstige,2017
60,Allgemeine Finanzverwaltung,Einnahmen ,,6067,Sonstige Versorgungsausgaben,23221,18,Beteiligung der Länder an den Versorgungslasten des Bundes, ,86,220,2,Versorgung von verdrängten Angehörigen des öffentlichen Dienstes und von Angehörigen aufgelöster Dienststellen sowie ihrer Hinterbliebenen,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,"Versorgung einschließlich Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",Einnahmen aus Zuweisungen und Zuschüssen mit Ausnahme für Investitionen,Sonstige (zweckgebundene) Zuweisungen aus dem öffentlichen Bereich,Sonstige Zuweisungen von Ländern,2017
60,Allgemeine Finanzverwaltung,Einnahmen ,,6067,Sonstige Versorgungsausgaben,23321,18,Beteiligung der Gemeinden und Gemeindeverbände an den Versorgungslasten des Bundes, ,86,120,2,Versorgung von verdrängten Angehörigen des öffentlichen Dienstes und von Angehörigen aufgelöster Dienststellen sowie ihrer Hinterbliebenen,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,"Versorgung einschließlich Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",Einnahmen aus Zuweisungen und Zuschüssen mit Ausnahme für Investitionen,Sonstige (zweckgebundene) Zuweisungen aus dem öffentlichen Bereich,Sonstige Zuweisungen von Gemeinden und Gemeindeverbänden,2017
60,Allgemeine Finanzverwaltung,Einnahmen ,,6067,Sonstige Versorgungsausgaben,23621,18,Beteiligung der Sozialversicherungsträger und der Bundesagentur für Arbeit an den Versorgungslasten des Bundes, ,86,20,2,Versorgung von verdrängten Angehörigen des öffentlichen Dienstes und von Angehörigen aufgelöster Dienststellen sowie ihrer Hinterbliebenen,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,"Versorgung einschließlich Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",Einnahmen aus Zuweisungen und Zuschüssen mit Ausnahme für Investitionen,Sonstige (zweckgebundene) Zuweisungen aus dem öffentlichen Bereich,Erstattungen von Sozialversicherungsträgern sowie von der Bundesanstalt für Arbeit,2017
60,Allgemeine Finanzverwaltung,Einnahmen ,,6067,Sonstige Versorgungsausgaben,23721,18,Beteiligung der Zweckverbände an den Versorgungslasten des Bundes, ,86,20,2,Versorgung von verdrängten Angehörigen des öffentlichen Dienstes und von Angehörigen aufgelöster Dienststellen sowie ihrer Hinterbliebenen,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,"Versorgung einschließlich Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",Einnahmen aus Zuweisungen und Zuschüssen mit Ausnahme für Investitionen,Sonstige (zweckgebundene) Zuweisungen aus dem öffentlichen Bereich,Sonstige Zuweisungen von Zweckverbänden,2017
60,Allgemeine Finanzverwaltung,Einnahmen ,,6067,Sonstige Versorgungsausgaben,28121,18,Sonstige Erstattungen aus dem Inland, ,86,100,2,Versorgung von verdrängten Angehörigen des öffentlichen Dienstes und von Angehörigen aufgelöster Dienststellen sowie ihrer Hinterbliebenen,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,"Versorgung einschließlich Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",Einnahmen aus Zuweisungen und Zuschüssen mit Ausnahme für Investitionen,Sonstige Zuschüsse aus sonstigen Bereichen,Sonstige Erstattungen aus dem Inland,2017
60,Allgemeine Finanzverwaltung,Einnahmen ,,6067,Sonstige Versorgungsausgaben,11939,18,Vermischte Einnahmen, ,86,0,3,Versorgung der Berufssoldaten der früheren Wehrmacht und der berufsmäßigen Angehörigen des früheren Reichsarbeitsdienstes sowie ihrer Hinterbliebenen,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,"Versorgung einschließlich Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138","Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.",Verwaltungseinnahmen,Sonstige,2017
60,Allgemeine Finanzverwaltung,Einnahmen ,,6067,Sonstige Versorgungsausgaben,23231,18,Beteiligung der Länder an den Versorgungslasten des Bundes, ,86,1200,3,Versorgung der Berufssoldaten der früheren Wehrmacht und der berufsmäßigen Angehörigen des früheren Reichsarbeitsdienstes sowie ihrer Hinterbliebenen,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,"Versorgung einschließlich Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",Einnahmen aus Zuweisungen und Zuschüssen mit Ausnahme für Investitionen,Sonstige (zweckgebundene) Zuweisungen aus dem öffentlichen Bereich,Sonstige Zuweisungen von Ländern,2017
60,Allgemeine Finanzverwaltung,Einnahmen ,,6067,Sonstige Versorgungsausgaben,23331,18,Beteiligung der Gemeinden und Gemeindeverbände an den Versorgungslasten des Bundes, ,86,750,3,Versorgung der Berufssoldaten der früheren Wehrmacht und der berufsmäßigen Angehörigen des früheren Reichsarbeitsdienstes sowie ihrer Hinterbliebenen,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,"Versorgung einschließlich Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",Einnahmen aus Zuweisungen und Zuschüssen mit Ausnahme für Investitionen,Sonstige (zweckgebundene) Zuweisungen aus dem öffentlichen Bereich,Sonstige Zuweisungen von Gemeinden und Gemeindeverbänden,2017
60,Allgemeine Finanzverwaltung,Einnahmen ,,6067,Sonstige Versorgungsausgaben,23631,18,Beteiligung der Sozialversicherungsträger und der Bundesagentur für Arbeit an den Versorgungslasten des Bundes, ,86,90,3,Versorgung der Berufssoldaten der früheren Wehrmacht und der berufsmäßigen Angehörigen des früheren Reichsarbeitsdienstes sowie ihrer Hinterbliebenen,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,"Versorgung einschließlich Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",Einnahmen aus Zuweisungen und Zuschüssen mit Ausnahme für Investitionen,Sonstige (zweckgebundene) Zuweisungen aus dem öffentlichen Bereich,Erstattungen von Sozialversicherungsträgern sowie von der Bundesanstalt für Arbeit,2017
60,Allgemeine Finanzverwaltung,Einnahmen ,,6067,Sonstige Versorgungsausgaben,23731,18,Beteiligung der Zweckverbände an den Versorgungslasten des Bundes, ,86,110,3,Versorgung der Berufssoldaten der früheren Wehrmacht und der berufsmäßigen Angehörigen des früheren Reichsarbeitsdienstes sowie ihrer Hinterbliebenen,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,"Versorgung einschließlich Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",Einnahmen aus Zuweisungen und Zuschüssen mit Ausnahme für Investitionen,Sonstige (zweckgebundene) Zuweisungen aus dem öffentlichen Bereich,Sonstige Zuweisungen von Zweckverbänden,2017
60,Allgemeine Finanzverwaltung,Einnahmen ,,6067,Sonstige Versorgungsausgaben,28131,18,Sonstige Erstattungen aus dem Inland, ,86,230,3,Versorgung der Berufssoldaten der früheren Wehrmacht und der berufsmäßigen Angehörigen des früheren Reichsarbeitsdienstes sowie ihrer Hinterbliebenen,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,"Versorgung einschließlich Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",Einnahmen aus Zuweisungen und Zuschüssen mit Ausnahme für Investitionen,Sonstige Zuschüsse aus sonstigen Bereichen,Sonstige Erstattungen aus dem Inland,2017
60,Allgemeine Finanzverwaltung,Einnahmen ,,6067,Sonstige Versorgungsausgaben,11949,229,Vermischte Einnahmen, ,87,0,4,Leistungen nach dem Anspruchs- und Anwartschaftsüberführungsgesetz (AAÜG) vom 25. Juli 1991 (BGBl. I S. 1677) für die geschlossenen Sonderversorgungssysteme im Beitrittsgebiet,"Soziale Sicherung, Familie und Jugend, Arbeitsmarktpolitik",Sozialversicherung einschl. Arbeitslosenversicherung,Sonstige Sozialversicherungen,"Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.",Verwaltungseinnahmen,Sonstige,2017
60,Allgemeine Finanzverwaltung,Einnahmen ,,6067,Sonstige Versorgungsausgaben,23241,229,Erstattungen der Länder im Beitrittsgebiet für Verwaltungskosten der Deutschen Rentenversicherung Bund, ,87,1550,4,Leistungen nach dem Anspruchs- und Anwartschaftsüberführungsgesetz (AAÜG) vom 25. Juli 1991 (BGBl. I S. 1677) für die geschlossenen Sonderversorgungssysteme im Beitrittsgebiet,"Soziale Sicherung, Familie und Jugend, Arbeitsmarktpolitik",Sozialversicherung einschl. Arbeitslosenversicherung,Sonstige Sozialversicherungen,Einnahmen aus Zuweisungen und Zuschüssen mit Ausnahme für Investitionen,Sonstige (zweckgebundene) Zuweisungen aus dem öffentlichen Bereich,Sonstige Zuweisungen von Ländern,2017
60,Allgemeine Finanzverwaltung,Einnahmen ,,6067,Sonstige Versorgungsausgaben,23242,229,"Erstattungen der Länder im Beitrittsgebiet für sonstige Versorgungsleistungen an Angehörige der ehemaligen Deutschen Volkspolizei, der Feuerwehr und des Strafvollzugs", ,87,4100,4,Leistungen nach dem Anspruchs- und Anwartschaftsüberführungsgesetz (AAÜG) vom 25. Juli 1991 (BGBl. I S. 1677) für die geschlossenen Sonderversorgungssysteme im Beitrittsgebiet,"Soziale Sicherung, Familie und Jugend, Arbeitsmarktpolitik",Sozialversicherung einschl. Arbeitslosenversicherung,Sonstige Sozialversicherungen,Einnahmen aus Zuweisungen und Zuschüssen mit Ausnahme für Investitionen,Sonstige (zweckgebundene) Zuweisungen aus dem öffentlichen Bereich,Sonstige Zuweisungen von Ländern,2017
60,Allgemeine Finanzverwaltung,Einnahmen ,,6067,Sonstige Versorgungsausgaben,23243,229,"Erstattungen der Länder im Beitrittsgebiet für Rentenleistungen an Angehörige der ehemaligen Deutschen Volkspolizei, der Feuerwehr und des Strafvollzugs und ihre Hinterbliebenen", ,87,870000,4,Leistungen nach dem Anspruchs- und Anwartschaftsüberführungsgesetz (AAÜG) vom 25. Juli 1991 (BGBl. I S. 1677) für die geschlossenen Sonderversorgungssysteme im Beitrittsgebiet,"Soziale Sicherung, Familie und Jugend, Arbeitsmarktpolitik",Sozialversicherung einschl. Arbeitslosenversicherung,Sonstige Sozialversicherungen,Einnahmen aus Zuweisungen und Zuschüssen mit Ausnahme für Investitionen,Sonstige (zweckgebundene) Zuweisungen aus dem öffentlichen Bereich,Sonstige Zuweisungen von Ländern,2017
60,Allgemeine Finanzverwaltung,Ausgaben,,6067,Sonstige Versorgungsausgaben,43211,18,Versorgungsbezüge,nein,87,390,1,"Versorgungsausgaben, die durch das Zweite Überleitungsgesetz vom 21. August 1951 (BGBl. I S. 774) vom Bund übernommen worden sind",Allgemeine Dienste,Politische Führung und zentrale Verwaltung,"Versorgung einschließlich Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",Personalausgaben,Versorgungsbezüge und dgl.,Versorgungsbezüge der Beamten und Richter,2017
60,Allgemeine Finanzverwaltung,Ausgaben,,6067,Sonstige Versorgungsausgaben,43411,18,Zuführung an die Versorgungsrücklage,nein,88,20,1,"Versorgungsausgaben, die durch das Zweite Überleitungsgesetz vom 21. August 1951 (BGBl. I S. 774) vom Bund übernommen worden sind",Allgemeine Dienste,Politische Führung und zentrale Verwaltung,"Versorgung einschließlich Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",Personalausgaben,Versorgungsbezüge und dgl.,Zuführung an die Versorgungsrücklage,2017
60,Allgemeine Finanzverwaltung,Ausgaben,,6067,Sonstige Versorgungsausgaben,44311,18,Fürsorgeleistungen und Unterstützungen,nein,88,0,1,"Versorgungsausgaben, die durch das Zweite Überleitungsgesetz vom 21. August 1951 (BGBl. I S. 774) vom Bund übernommen worden sind",Allgemeine Dienste,Politische Führung und zentrale Verwaltung,"Versorgung einschließlich Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",Personalausgaben,"Beihilfen, Unterstützungen und dgl.",Fürsorgeleistungen und Unterstützungen,2017
60,Allgemeine Finanzverwaltung,Ausgaben,,6067,Sonstige Versorgungsausgaben,44611,18,Beihilfen aufgrund der Beihilfevorschriften,nein,88,500,1,"Versorgungsausgaben, die durch das Zweite Überleitungsgesetz vom 21. August 1951 (BGBl. I S. 774) vom Bund übernommen worden sind",Allgemeine Dienste,Politische Führung und zentrale Verwaltung,"Versorgung einschließlich Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",Personalausgaben,"Beihilfen, Unterstützungen und dgl.",Beihilfen für Versorgungsempfänger und dgl.,2017
60,Allgemeine Finanzverwaltung,Ausgaben,,6067,Sonstige Versorgungsausgaben,43421,18,Zuführung an die Versorgungsrücklage,nein,88,2600,2,Versorgung von verdrängten Angehörigen des öffentlichen Dienstes und von Angehörigen aufgelöster Dienststellen sowie ihrer Hinterbliebenen,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,"Versorgung einschließlich Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",Personalausgaben,Versorgungsbezüge und dgl.,Zuführung an die Versorgungsrücklage,2017
60,Allgemeine Finanzverwaltung,Ausgaben,,6067,Sonstige Versorgungsausgaben,43721,18,Versorgungsbezüge,nein,88,19000,2,Versorgung von verdrängten Angehörigen des öffentlichen Dienstes und von Angehörigen aufgelöster Dienststellen sowie ihrer Hinterbliebenen,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,"Versorgung einschließlich Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",Personalausgaben,Versorgungsbezüge und dgl.,Versorgungsbezüge nach G 131,2017
60,Allgemeine Finanzverwaltung,Ausgaben,,6067,Sonstige Versorgungsausgaben,43722,18,Versorgung nach § 18 Abs. 1 Satz 1 des Reichsnährstands-Abwicklungsgesetzes,nein,88,250,2,Versorgung von verdrängten Angehörigen des öffentlichen Dienstes und von Angehörigen aufgelöster Dienststellen sowie ihrer Hinterbliebenen,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,"Versorgung einschließlich Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",Personalausgaben,Versorgungsbezüge und dgl.,Versorgungsbezüge nach G 131,2017
60,Allgemeine Finanzverwaltung,Ausgaben,,6067,Sonstige Versorgungsausgaben,44321,18,Fürsorgeleistungen und Unterstützungen,nein,88,20,2,Versorgung von verdrängten Angehörigen des öffentlichen Dienstes und von Angehörigen aufgelöster Dienststellen sowie ihrer Hinterbliebenen,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,"Versorgung einschließlich Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",Personalausgaben,"Beihilfen, Unterstützungen und dgl.",Fürsorgeleistungen und Unterstützungen,2017
60,Allgemeine Finanzverwaltung,Ausgaben,,6067,Sonstige Versorgungsausgaben,44621,18,Beihilfen aufgrund der Beihilfevorschriften,nein,88,5500,2,Versorgung von verdrängten Angehörigen des öffentlichen Dienstes und von Angehörigen aufgelöster Dienststellen sowie ihrer Hinterbliebenen,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,"Versorgung einschließlich Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",Personalausgaben,"Beihilfen, Unterstützungen und dgl.",Beihilfen für Versorgungsempfänger und dgl.,2017
