Nr;Gruppe;Bezeichnung;Jahr;Richtung;Status;Betrag
1100;Öffentliche Sicherheit und Ordnung;Öffentliche Ordnung;2015;Einnahmen;Rechnungsergebnis;269167
1110;Öffentliche Sicherheit und Ordnung;Meldewesen/Einwohnerwesen;2015;Einnahmen;Rechnungsergebnis;10187
1140;Öffentliche Sicherheit und Ordnung;Grundbuchamt;2015;Einnahmen;Rechnungsergebnis;-199
1220;Öffentliche Sicherheit und Ordnung;Umweltamt;2015;Einnahmen;Rechnungsergebnis;0
1310;Öffentliche Sicherheit und Ordnung;Feuerwehr und andere Aufgaben des Brandschutzes;2015;Einnahmen;Rechnungsergebnis;28762
2111;Schulen;Goetheschute;2015;Einnahmen;Rechnungsergebnis;53
2112;Schulen;Hebelschule;2015;Einnahmen;Rechnungsergebnis;15164
2113;Schulen;Uhlandschule;2015;Einnahmen;Rechnungsergebnis;6878
2910;Schulen;Betreuungsangebote an Schulen;2015;Einnahmen;Rechnungsergebnis;238349
2920;Schulen;Randzeitenbetreuung;2015;Einnahmen;Rechnungsergebnis;0
2950;Schulen;Sonstige schulische Aufgaben;2015;Einnahmen;Rechnungsergebnis;20458
2951;Schulen;Schulsozialarbeit;2015;Einnahmen;Rechnungsergebnis;25829
3000;Wissenschaft, Forschung und Kulturpflege;Verwaltung kultureller Angelegenheiten;2015;Einnahmen;Rechnungsergebnis;73641
3320;Wissenschaft, Forschung und Kulturpflege;Musikpflege;2015;Einnahmen;Rechnungsergebnis;0
3330;Wissenschaft, Forschung und Kulturpflege;Musikschulen;2015;Einnahmen;Rechnungsergebnis;4400
3400;Wissenschaft, Forschung und Kulturpflege;Heimat- u. sonstige Kulturpflege;2015;Einnahmen;Rechnungsergebnis;15335
3500;Wissenschaft, Forschung und Kulturpflege;Volkshochschulen;2015;Einnahmen;Rechnungsergebnis;0
3520;Wissenschaft, Forschung und Kulturpflege;Mediathek;2015;Einnahmen;Rechnungsergebnis;7588
3600;Wissenschaft, Forschung und Kulturpflege;Natur- und Landschaftspflege;2015;Einnahmen;Rechnungsergebnis;0
3661;Wissenschaft, Forschung und Kulturpflege;Ehemalige Synagoge;2015;Einnahmen;Rechnungsergebnis;225
3700;Wissenschaft, Forschung und Kulturpflege;Kirchliche Angelegenheiten;2015;Einnahmen;Rechnungsergebnis;0
4000;Soziale Sicherung;Verwaltung der sozialen Angelegenheiten;2015;Einnahmen;Rechnungsergebnis;11100
4310;Soziale Sicherung;Seniorenbetreuung;2015;Einnahmen;Rechnungsergebnis;1350
4350;Soziale Sicherung;Soziale Einrichtungen für Wohnungslose;2015;Einnahmen;Rechnungsergebnis;23487
4360;Soziale Sicherung;Allgemeine Sozialhilfe/Asyl;2015;Einnahmen;Rechnungsergebnis;66765
4510;Soziale Sicherung;Jugendarbeit;2015;Einnahmen;Rechnungsergebnis;12725
4600;Soziale Sicherung;Jugendzentrum;2015;Einnahmen;Rechnungsergebnis;12450
4640;Soziale Sicherung;Regenbogenland;2015;Einnahmen;Rechnungsergebnis;251094
4641;Soziale Sicherung;Kastanienkindergarten;2015;Einnahmen;Rechnungsergebnis;63247
4642;Soziale Sicherung;Förderung von Kindergärten;2015;Einnahmen;Rechnungsergebnis;1149723
4700;Soziale Sicherung;Förderung anderer Träger der Wohlfahrtspflege;2015;Einnahmen;Rechnungsergebnis;0
4980;Soziale Sicherung;Kriegsopferfürsorge und ähnliche Maßnahmen;2015;Einnahmen;Rechnungsergebnis;0
5480;Gesundheit, Sport, Erholung;Sonstige Einrichtungen der Gesundheitspflege (DRK);2015;Einnahmen;Rechnungsergebnis;8925
5510;Gesundheit, Sport, Erholung;Förderung des Sports;2015;Einnahmen;Rechnungsergebnis;11309
5610;Gesundheit, Sport, Erholung;Sporthallen (Hans-Michel-Halle);2015;Einnahmen;Rechnungsergebnis;49903
5611;Gesundheit, Sport, Erholung;Sporthallen (Sporth. an der Schillerschule);2015;Einnahmen;Rechnungsergebnis;38873
5620;Gesundheit, Sport, Erholung;Stadien und Sportplätze;2015;Einnahmen;Rechnungsergebnis;17322
5630;Gesundheit, Sport, Erholung;Reithalle;2015;Einnahmen;Rechnungsergebnis;15153
5640;Gesundheit, Sport, Erholung;Kegelbahnen;2015;Einnahmen;Rechnungsergebnis;48168
5650;Gesundheit, Sport, Erholung;Tennisplätze - TC 65;2015;Einnahmen;Rechnungsergebnis;1437
5710;Gesundheit, Sport, Erholung;Freibad Wiesensee;2015;Einnahmen;Rechnungsergebnis;194731
5820;Gesundheit, Sport, Erholung;Parkanlagen und öffentliche Grünflächen;2015;Einnahmen;Rechnungsergebnis;0
5830;Gesundheit, Sport, Erholung;Öffentliche Kinderspielplätze;2015;Einnahmen;Rechnungsergebnis;0
5910;Gesundheit, Sport, Erholung;Campingplatz;2015;Einnahmen;Rechnungsergebnis;15350
5940;Gesundheit, Sport, Erholung;Erholungsgebiet Wiesensee;2015;Einnahmen;Rechnungsergebnis;73299
5950;Gesundheit, Sport, Erholung;Kleingärtnerwesen;2015;Einnahmen;Rechnungsergebnis;1033
5960;Gesundheit, Sport, Erholung;Förster-Braun-Hütte;2015;Einnahmen;Rechnungsergebnis;8009
6000;Bau- und Wohnungswesen, Verkehr;Bauverwaltung;2015;Einnahmen;Rechnungsergebnis;303769
6100;Bau- und Wohnungswesen, Verkehr;Stadtentwicklung;2015;Einnahmen;Rechnungsergebnis;7553
6101;Bau- und Wohnungswesen, Verkehr;Stadtplanung;2015;Einnahmen;Rechnungsergebnis;0
6120;Bau- und Wohnungswesen, Verkehr;Vermessung;2015;Einnahmen;Rechnungsergebnis;0
6130;Bau- und Wohnungswesen, Verkehr;Untere Baurechtsbehörde;2015;Einnahmen;Rechnungsergebnis;92076
6160;Bau- und Wohnungswesen, Verkehr;Straßenraumgestaltung, Lärmschutzwälle;2015;Einnahmen;Rechnungsergebnis;0
6300;Bau- und Wohnungswesen, Verkehr;Gemeindestraßen;2015;Einnahmen;Rechnungsergebnis;10944
6330;Bau- und Wohnungswesen, Verkehr;Verkehrssicherungsanlagen;2015;Einnahmen;Rechnungsergebnis;0
6700;Bau- und Wohnungswesen, Verkehr;Straßenbeleuchtung;2015;Einnahmen;Rechnungsergebnis;0
6750;Bau- und Wohnungswesen, Verkehr;Straßenreinigung;2015;Einnahmen;Rechnungsergebnis;0
6800;Bau- und Wohnungswesen, Verkehr;Tiefgarage Grabenstraße;2015;Einnahmen;Rechnungsergebnis;1380
6900;Bau- und Wohnungswesen, Verkehr;Wasserläufe, Wasserbau;2015;Einnahmen;Rechnungsergebnis;0
7000;Öffentliche Einrichtungen, Wirtschaftsförderung;Abwasserbeseitigung;2015;Einnahmen;Rechnungsergebnis;1322207
7200;Öffentliche Einrichtungen, Wirtschaftsförderung;Abfallbeseitigung;2015;Einnahmen;Rechnungsergebnis;0
7500;Öffentliche Einrichtungen, Wirtschaftsförderung;Bestattungswesen;2015;Einnahmen;Rechnungsergebnis;116060
7510;Öffentliche Einrichtungen, Wirtschaftsförderung;Jüdischer Friedhof;2015;Einnahmen;Rechnungsergebnis;18306
7630;Öffentliche Einrichtungen, Wirtschaftsförderung;Anschlagsäulen, Plakattafeln, Werbeeinrichtungen;2015;Einnahmen;Rechnungsergebnis;1457
7710;Öffentliche Einrichtungen, Wirtschaftsförderung;Bauhof;2015;Einnahmen;Rechnungsergebnis;1408620
7810;Öffentliche Einrichtungen, Wirtschaftsförderung;Förderung der Landwirtschaft und des Weinbaus;2015;Einnahmen;Rechnungsergebnis;4854
7820;Öffentliche Einrichtungen, Wirtschaftsförderung;Förderung der Kleintierzucht;2015;Einnahmen;Rechnungsergebnis;0
7830;Öffentliche Einrichtungen, Wirtschaftsförderung;Wirtschaftswege;2015;Einnahmen;Rechnungsergebnis;0
7900;Öffentliche Einrichtungen, Wirtschaftsförderung;Fremdenverkehr. sonst. Förd. v. Wirtschaft/Verkehr;2015;Einnahmen;Rechnungsergebnis;291
7920;Öffentliche Einrichtungen, Wirtschaftsförderung;Förderung des öffentlichen Personennahverkehrs;2015;Einnahmen;Rechnungsergebnis;36984
8100;Wirtschaftliche Unternehmen, allgem. Grund- und Sondervermögen;Elektrizitätsversorgung;2015;Einnahmen;Rechnungsergebnis;269545
8130;Wirtschaftliche Unternehmen, allgem. Grund- und Sondervermögen;Gasversorgung;2015;Einnahmen;Rechnungsergebnis;20167
8550;Wirtschaftliche Unternehmen, allgem. Grund- und Sondervermögen;Forstwirtschaftliche Unternehmen;2015;Einnahmen;Rechnungsergebnis;107158
8810;Wirtschaftliche Unternehmen, allgem. Grund- und Sondervermögen;Wohn- und Geschäftsgebäude;2015;Einnahmen;Rechnungsergebnis;47485
8811;Wirtschaftliche Unternehmen, allgem. Grund- und Sondervermögen;Sport-Center, Hüttenfelder Straße;2015;Einnahmen;Rechnungsergebnis;43641
8830;Wirtschaftliche Unternehmen, allgem. Grund- und Sondervermögen;Sonstiges Grundvermögen;2015;Einnahmen;Rechnungsergebnis;65355
9000;Allgemeine Finanzwirtschaft;Steuern, allg. Zuweisungen und allg. Umlagen;2015;Einnahmen;Rechnungsergebnis;16487282
9100;Allgemeine Finanzwirtschaft;Sonstige allgemeine Finanzwirtschaft;2015;Einnahmen;Rechnungsergebnis;949386
10;Allgemeine Verwaltung;Gemeindeorgane;2015;Ausgaben;Rechnungsergebnis;457504
200;Allgemeine Verwaltung;Hauptverwaltung;2015;Ausgaben;Rechnungsergebnis;148461
240;Allgemeine Verwaltung;Öffentlichkeitsarbeit;2015;Ausgaben;Rechnungsergebnis;77727
300;Allgemeine Verwaltung;Finanzverwaltung (Kämmerei, Liegenschaften, Steuern);2015;Ausgaben;Rechnungsergebnis;233081
310;Allgemeine Verwaltung;Stadtkasse;2015;Ausgaben;Rechnungsergebnis;75672
500;Allgemeine Verwaltung;Standesamt;2015;Ausgaben;Rechnungsergebnis;79621
520;Allgemeine Verwaltung;Wahlen;2015;Ausgaben;Rechnungsergebnis;2067
600;Allgemeine Verwaltung;Einrichtungen für die gesamte Verwaltung;2015;Ausgaben;Rechnungsergebnis;717607
610;Allgemeine Verwaltung;Bürokommunikation / Datenbearbeitungsstelle;2015;Ausgaben;Rechnungsergebnis;119824
800;Allgemeine Verwaltung;Einrichtungen für Verwaltungsangehörige;2015;Ausgaben;Rechnungsergebnis;57819
1100;Öffentliche Sicherheit und Ordnung;Öffentliche Ordnung;2015;Ausgaben;Rechnungsergebnis;575525
1110;Öffentliche Sicherheit und Ordnung;Meldewesen/Einwohnerwesen;2015;Ausgaben;Rechnungsergebnis;85562
1140;Öffentliche Sicherheit und Ordnung;Grundbuchamt;2015;Ausgaben;Rechnungsergebnis;0
1220;Öffentliche Sicherheit und Ordnung;Umweltamt;2015;Ausgaben;Rechnungsergebnis;38729
1310;Öffentliche Sicherheit und Ordnung;Feuerwehr und andere Aufgaben des Brandschutzes;2015;Ausgaben;Rechnungsergebnis;168997
2111;Schulen;Goetheschute;2015;Ausgaben;Rechnungsergebnis;105419
2112;Schulen;Hebelschule;2015;Ausgaben;Rechnungsergebnis;152107
2113;Schulen;Uhlandschule;2015;Ausgaben;Rechnungsergebnis;107383
2910;Schulen;Betreuungsangebote an Schulen;2015;Ausgaben;Rechnungsergebnis;254688
2920;Schulen;Randzeitenbetreuung;2015;Ausgaben;Rechnungsergebnis;452
2950;Schulen;Sonstige schulische Aufgaben;2015;Ausgaben;Rechnungsergebnis;316568
2951;Schulen;Schulsozialarbeit;2015;Ausgaben;Rechnungsergebnis;37137
3000;Wissenschaft, Forschung und Kulturpflege;Verwaltung kultureller Angelegenheiten;2015;Ausgaben;Rechnungsergebnis;142254
3320;Wissenschaft, Forschung und Kulturpflege;Musikpflege;2015;Ausgaben;Rechnungsergebnis;2001
3330;Wissenschaft, Forschung und Kulturpflege;Musikschulen;2015;Ausgaben;Rechnungsergebnis;80871
3400;Wissenschaft, Forschung und Kulturpflege;Heimat- u. sonstige Kulturpflege;2015;Ausgaben;Rechnungsergebnis;69187
3500;Wissenschaft, Forschung und Kulturpflege;Volkshochschulen;2015;Ausgaben;Rechnungsergebnis;16518
3520;Wissenschaft, Forschung und Kulturpflege;Mediathek;2015;Ausgaben;Rechnungsergebnis;33406
3600;Wissenschaft, Forschung und Kulturpflege;Natur- und Landschaftspflege;2015;Ausgaben;Rechnungsergebnis;7169
3661;Wissenschaft, Forschung und Kulturpflege;Ehemalige Synagoge;2015;Ausgaben;Rechnungsergebnis;12936
3700;Wissenschaft, Forschung und Kulturpflege;Kirchliche Angelegenheiten;2015;Ausgaben;Rechnungsergebnis;1098
4000;Soziale Sicherung;Verwaltung der sozialen Angelegenheiten;2015;Ausgaben;Rechnungsergebnis;79526
4310;Soziale Sicherung;Seniorenbetreuung;2015;Ausgaben;Rechnungsergebnis;17219
4350;Soziale Sicherung;Soziale Einrichtungen für Wohnungslose;2015;Ausgaben;Rechnungsergebnis;35994
4360;Soziale Sicherung;Allgemeine Sozialhilfe/Asyl;2015;Ausgaben;Rechnungsergebnis;109717
4510;Soziale Sicherung;Jugendarbeit;2015;Ausgaben;Rechnungsergebnis;42415
4600;Soziale Sicherung;Jugendzentrum;2015;Ausgaben;Rechnungsergebnis;143277
4640;Soziale Sicherung;Regenbogenland;2015;Ausgaben;Rechnungsergebnis;1259790
4641;Soziale Sicherung;Kastanienkindergarten;2015;Ausgaben;Rechnungsergebnis;5744
4642;Soziale Sicherung;Förderung von Kindergärten;2015;Ausgaben;Rechnungsergebnis;1226084
4700;Soziale Sicherung;Förderung anderer Träger der Wohlfahrtspflege;2015;Ausgaben;Rechnungsergebnis;1906
4980;Soziale Sicherung;Kriegsopferfürsorge und ähnliche Maßnahmen;2015;Ausgaben;Rechnungsergebnis;4572
5480;Gesundheit, Sport, Erholung;Sonstige Einrichtungen der Gesundheitspflege (DRK);2015;Ausgaben;Rechnungsergebnis;9283
5510;Gesundheit, Sport, Erholung;Förderung des Sports;2015;Ausgaben;Rechnungsergebnis;252202
5610;Gesundheit, Sport, Erholung;Sporthallen (Hans-Michel-Halle);2015;Ausgaben;Rechnungsergebnis;120696
5611;Gesundheit, Sport, Erholung;Sporthallen (Sporth. an der Schillerschule);2015;Ausgaben;Rechnungsergebnis;48030
5620;Gesundheit, Sport, Erholung;Stadien und Sportplätze;2015;Ausgaben;Rechnungsergebnis;196246
5630;Gesundheit, Sport, Erholung;Reithalle;2015;Ausgaben;Rechnungsergebnis;14342
5640;Gesundheit, Sport, Erholung;Kegelbahnen;2015;Ausgaben;Rechnungsergebnis;38503
5650;Gesundheit, Sport, Erholung;Tennisplätze - TC 65;2015;Ausgaben;Rechnungsergebnis;839
5710;Gesundheit, Sport, Erholung;Freibad Wiesensee;2015;Ausgaben;Rechnungsergebnis;297317
5820;Gesundheit, Sport, Erholung;Parkanlagen und öffentliche Grünflächen;2015;Ausgaben;Rechnungsergebnis;291052
5830;Gesundheit, Sport, Erholung;Öffentliche Kinderspielplätze;2015;Ausgaben;Rechnungsergebnis;82206
5910;Gesundheit, Sport, Erholung;Campingplatz;2015;Ausgaben;Rechnungsergebnis;28464
5940;Gesundheit, Sport, Erholung;Erholungsgebiet Wiesensee;2015;Ausgaben;Rechnungsergebnis;55709
5950;Gesundheit, Sport, Erholung;Kleingärtnerwesen;2015;Ausgaben;Rechnungsergebnis;1430
5960;Gesundheit, Sport, Erholung;Förster-Braun-Hütte;2015;Ausgaben;Rechnungsergebnis;20637
6000;Bau- und Wohnungswesen, Verkehr;Bauverwaltung;2015;Ausgaben;Rechnungsergebnis;508807
6100;Bau- und Wohnungswesen, Verkehr;Stadtentwicklung;2015;Ausgaben;Rechnungsergebnis;102428
6101;Bau- und Wohnungswesen, Verkehr;Stadtplanung;2015;Ausgaben;Rechnungsergebnis;106159
6120;Bau- und Wohnungswesen, Verkehr;Vermessung;2015;Ausgaben;Rechnungsergebnis;-1357
6130;Bau- und Wohnungswesen, Verkehr;Untere Baurechtsbehörde;2015;Ausgaben;Rechnungsergebnis;156380
6160;Bau- und Wohnungswesen, Verkehr;Straßenraumgestaltung, Lärmschutzwälle;2015;Ausgaben;Rechnungsergebnis;2869
6300;Bau- und Wohnungswesen, Verkehr;Gemeindestraßen;2015;Ausgaben;Rechnungsergebnis;542533
6330;Bau- und Wohnungswesen, Verkehr;Verkehrssicherungsanlagen;2015;Ausgaben;Rechnungsergebnis;9346
6700;Bau- und Wohnungswesen, Verkehr;Straßenbeleuchtung;2015;Ausgaben;Rechnungsergebnis;159760
6750;Bau- und Wohnungswesen, Verkehr;Straßenreinigung;2015;Ausgaben;Rechnungsergebnis;136516
6800;Bau- und Wohnungswesen, Verkehr;Tiefgarage Grabenstraße;2015;Ausgaben;Rechnungsergebnis;1346
6900;Bau- und Wohnungswesen, Verkehr;Wasserläufe, Wasserbau;2015;Ausgaben;Rechnungsergebnis;17813
7000;Öffentliche Einrichtungen, Wirtschaftsförderung;Abwasserbeseitigung;2015;Ausgaben;Rechnungsergebnis;1358093
7200;Öffentliche Einrichtungen, Wirtschaftsförderung;Abfallbeseitigung;2015;Ausgaben;Rechnungsergebnis;3659
7500;Öffentliche Einrichtungen, Wirtschaftsförderung;Bestattungswesen;2015;Ausgaben;Rechnungsergebnis;293152
7510;Öffentliche Einrichtungen, Wirtschaftsförderung;Jüdischer Friedhof;2015;Ausgaben;Rechnungsergebnis;19285
7630;Öffentliche Einrichtungen, Wirtschaftsförderung;Anschlagsäulen, Plakattafeln, Werbeeinrichtungen;2015;Ausgaben;Rechnungsergebnis;0
7710;Öffentliche Einrichtungen, Wirtschaftsförderung;Bauhof;2015;Ausgaben;Rechnungsergebnis;1408576
7810;Öffentliche Einrichtungen, Wirtschaftsförderung;Förderung der Landwirtschaft und des Weinbaus;2015;Ausgaben;Rechnungsergebnis;5853
7820;Öffentliche Einrichtungen, Wirtschaftsförderung;Förderung der Kleintierzucht;2015;Ausgaben;Rechnungsergebnis;8762
7830;Öffentliche Einrichtungen, Wirtschaftsförderung;Wirtschaftswege;2015;Ausgaben;Rechnungsergebnis;76559
7900;Öffentliche Einrichtungen, Wirtschaftsförderung;Fremdenverkehr. sonst. Förd. v. Wirtschaft/Verkehr;2015;Ausgaben;Rechnungsergebnis;30488
7920;Öffentliche Einrichtungen, Wirtschaftsförderung;Förderung des öffentlichen Personennahverkehrs;2015;Ausgaben;Rechnungsergebnis;92501
8100;Wirtschaftliche Unternehmen, allgem. Grund- und Sondervermögen;Elektrizitätsversorgung;2015;Ausgaben;Rechnungsergebnis;0
8130;Wirtschaftliche Unternehmen, allgem. Grund- und Sondervermögen;Gasversorgung;2015;Ausgaben;Rechnungsergebnis;0
8550;Wirtschaftliche Unternehmen, allgem. Grund- und Sondervermögen;Forstwirtschaftliche Unternehmen;2015;Ausgaben;Rechnungsergebnis;168183
8810;Wirtschaftliche Unternehmen, allgem. Grund- und Sondervermögen;Wohn- und Geschäftsgebäude;2015;Ausgaben;Rechnungsergebnis;145397
8811;Wirtschaftliche Unternehmen, allgem. Grund- und Sondervermögen;Sport-Center, Hüttenfelder Straße;2015;Ausgaben;Rechnungsergebnis;319958
8830;Wirtschaftliche Unternehmen, allgem. Grund- und Sondervermögen;Sonstiges Grundvermögen;2015;Ausgaben;Rechnungsergebnis;25821
9000;Allgemeine Finanzwirtschaft;Steuern, allg. Zuweisungen und allg. Umlagen;2015;Ausgaben;Rechnungsergebnis;7194841
9100;Allgemeine Finanzwirtschaft;Sonstige allgemeine Finanzwirtschaft;2015;Ausgaben;Rechnungsergebnis;2948534
10;Allgemeine Verwaltung;Gemeindeorgane;2016;Einnahmen;Rechnungsergebnis;63137
200;Allgemeine Verwaltung;Hauptverwaltung;2016;Einnahmen;Rechnungsergebnis;33130
240;Allgemeine Verwaltung;Öffentlichkeitsarbeit;2016;Einnahmen;Rechnungsergebnis;0
300;Allgemeine Verwaltung;Finanzverwaltung (Kämmerei, Liegenschaften, Steuern);2016;Einnahmen;Rechnungsergebnis;199055
310;Allgemeine Verwaltung;Stadtkasse;2016;Einnahmen;Rechnungsergebnis;12600
500;Allgemeine Verwaltung;Standesamt;2016;Einnahmen;Rechnungsergebnis;12711
520;Allgemeine Verwaltung;Wahlen;2016;Einnahmen;Rechnungsergebnis;8382
600;Allgemeine Verwaltung;Einrichtungen für die gesamte Verwaltung;2016;Einnahmen;Rechnungsergebnis;9071
610;Allgemeine Verwaltung;Bürokommunikation / Datenbearbeitungsstelle;2016;Einnahmen;Rechnungsergebnis;583
800;Allgemeine Verwaltung;Einrichtungen für Verwaltungsangehörige;2016;Einnahmen;Rechnungsergebnis;0
1100;Öffentliche Sicherheit und Ordnung;Öffentliche Ordnung;2016;Einnahmen;Rechnungsergebnis;169660
1110;Öffentliche Sicherheit und Ordnung;Meldewesen/Einwohnerwesen;2016;Einnahmen;Rechnungsergebnis;9547
1220;Öffentliche Sicherheit und Ordnung;Umweltamt;2016;Einnahmen;Rechnungsergebnis;0
1310;Öffentliche Sicherheit und Ordnung;Feuerwehr und andere Aufgaben des Brandschutzes;2016;Einnahmen;Rechnungsergebnis;36885
2111;Schulen;Goetheschule;2016;Einnahmen;Rechnungsergebnis;0
2112;Schulen;Hebelschule;2016;Einnahmen;Rechnungsergebnis;13085
2113;Schulen;Uhlandschule;2016;Einnahmen;Rechnungsergebnis;6689
2910;Schulen;Betreuungsangebote an Schulen;2016;Einnahmen;Rechnungsergebnis;211037
2920;Schulen;Randzeitenbetreuung Ganztagsschule;2016;Einnahmen;Rechnungsergebnis;21363
2950;Schulen;Sonstige schulische Aufgaben;2016;Einnahmen;Rechnungsergebnis;18699
2951;Schulen;Schulsozialarbeit;2016;Einnahmen;Rechnungsergebnis;15141
3000;Wissenschaft, Forschung und Kulturpflege;Verwaltung kultureller Angelegenheiten;2016;Einnahmen;Rechnungsergebnis;73271
3320;Wissenschaft, Forschung und Kulturpflege;Musikpflege;2016;Einnahmen;Rechnungsergebnis;0
3330;Wissenschaft, Forschung und Kulturpflege;Musikschulen;2016;Einnahmen;Rechnungsergebnis;4400
3400;Wissenschaft, Forschung und Kulturpflege;Heimat- u . sonstige Kulturpflege;2016;Einnahmen;Rechnungsergebnis;9316
3500;Wissenschaft, Forschung und Kulturpflege;Volkshochschulen;2016;Einnahmen;Rechnungsergebnis;0
3520;Wissenschaft, Forschung und Kulturpflege;Mediathek;2016;Einnahmen;Rechnungsergebnis;6628
3600;Wissenschaft, Forschung und Kulturpflege;Natur- und Landschaftspflege;2016;Einnahmen;Rechnungsergebnis;0
3661;Wissenschaft, Forschung und Kulturpflege;Ehemalige Synagoge;2016;Einnahmen;Rechnungsergebnis;882
3700;Wissenschaft, Forschung und Kulturpflege;Kirchliche Angelegenheiten;2016;Einnahmen;Rechnungsergebnis;0
4000;Soziale Sicherung;Verwaltung der sozialen Angelegenheiten;2016;Einnahmen;Rechnungsergebnis;12000
4310;Soziale Sicherung;Seniorenbetreuung;2016;Einnahmen;Rechnungsergebnis;640
4350;Soziale Sicherung;Soziale Einrichtungen für Wohnungslose;2016;Einnahmen;Rechnungsergebnis;31326
4360;Soziale Sicherung;Allgemeine Sozialhilfe/Asyl;2016;Einnahmen;Rechnungsergebnis;70291
4510;Soziale Sicherung;Jugendarbeit;2016;Einnahmen;Rechnungsergebnis;9533
4600;Soziale Sicherung;Jugendzentrum;2016;Einnahmen;Rechnungsergebnis;12330
4640;Soziale Sicherung;Regenbogenland;2016;Einnahmen;Rechnungsergebnis;280904
4641;Soziale Sicherung;Kastanienkindergarten;2016;Einnahmen;Rechnungsergebnis;62912
4642;Soziale Sicherung;Förderung von Kindergärten;2016;Einnahmen;Rechnungsergebnis;1140213
4700;Soziale Sicherung;Förderung anderer Träger der Wohlfahrtspflege;2016;Einnahmen;Rechnungsergebnis;0
4980;Soziale Sicherung;Kriegsopferfürsorge und ähnliche Maßnahmen;2016;Einnahmen;Rechnungsergebnis;0
5480;Gesundheit, Sport, Erholung;Sonstige Einrichtungen der Gesundheitspflege (DRK);2016;Einnahmen;Rechnungsergebnis;8767
5510;Gesundheit, Sport, Erholung;Förderung des Sports;2016;Einnahmen;Rechnungsergebnis;13034
5610;Gesundheit, Sport, Erholung;Sporthallen (Hans-Michel-Halle);2016;Einnahmen;Rechnungsergebnis;41897
5611;Gesundheit, Sport, Erholung;Sporthallen (Sporth. an der Schillerschule;2016;Einnahmen;Rechnungsergebnis;37696
5620;Gesundheit, Sport, Erholung;Stadien und Sportplätze;2016;Einnahmen;Rechnungsergebnis;39371
5630;Gesundheit, Sport, Erholung;Reithalle;2016;Einnahmen;Rechnungsergebnis;15153
5640;Gesundheit, Sport, Erholung;Kegelbahnen;2016;Einnahmen;Rechnungsergebnis;50101
5650;Gesundheit, Sport, Erholung;Tennisplätze - TC 65;2016;Einnahmen;Rechnungsergebnis;1437
5710;Gesundheit, Sport, Erholung;Freibad Wiesensee;2016;Einnahmen;Rechnungsergebnis;164174
5820;Gesundheit, Sport, Erholung;Parkanlagen und öffentliche Grünflächen;2016;Einnahmen;Rechnungsergebnis;0
5830;Gesundheit, Sport, Erholung;Öffentliche Kinderspielplätze;2016;Einnahmen;Rechnungsergebnis;0
5910;Gesundheit, Sport, Erholung;Campingplatz;2016;Einnahmen;Rechnungsergebnis;15350
5940;Gesundheit, Sport, Erholung;Erholungsgebiet Wiesensee;2016;Einnahmen;Rechnungsergebnis;73929
5950;Gesundheit, Sport, Erholung;Kleingärtnerwesen;2016;Einnahmen;Rechnungsergebnis;1033
5960;Gesundheit, Sport, Erholung;Förster-Braun-Hütte;2016;Einnahmen;Rechnungsergebnis;8060
6000;Bau- und Wohnungswesen, Verkehr;Bauverwaltung;2016;Einnahmen;Rechnungsergebnis;311257
6100;Bau- und Wohnungswesen, Verkehr;Stadtentwicklung;2016;Einnahmen;Rechnungsergebnis;0
6101;Bau- und Wohnungswesen, Verkehr;Stadtplanung;2016;Einnahmen;Rechnungsergebnis;0
6120;Bau- und Wohnungswesen, Verkehr;Vermessung;2016;Einnahmen;Rechnungsergebnis;0
6130;Bau- und Wohnungswesen, Verkehr;Untere Baurechtsbehörde;2016;Einnahmen;Rechnungsergebnis;99195
6160;Bau- und Wohnungswesen, Verkehr;Straßenraumgestaltung, Lärmschutzwälle;2016;Einnahmen;Rechnungsergebnis;0
6300;Bau- und Wohnungswesen, Verkehr;Gemeindestraßen;2016;Einnahmen;Rechnungsergebnis;10952
6330;Bau- und Wohnungswesen, Verkehr;Verkehrssicherungsanlagen;2016;Einnahmen;Rechnungsergebnis;0
6700;Bau- und Wohnungswesen, Verkehr;Straßenbeleuchtung;2016;Einnahmen;Rechnungsergebnis;0
6750;Bau- und Wohnungswesen, Verkehr;Straßenreinigung;2016;Einnahmen;Rechnungsergebnis;0
6800;Bau- und Wohnungswesen, Verkehr;Tiefgarage Grabenstraße;2016;Einnahmen;Rechnungsergebnis;3797
6900;Bau- und Wohnungswesen, Verkehr;Wassertäufe,Wasserbau;2016;Einnahmen;Rechnungsergebnis;0
7000;Öffentliche Einrichtungen, Wirtschaftsförderung;Abwasserbeseitigung;2016;Einnahmen;Rechnungsergebnis;1412223
7200;Öffentliche Einrichtungen, Wirtschaftsförderung;Abfallbeseitigung;2016;Einnahmen;Rechnungsergebnis;0
7500;Öffentliche Einrichtungen, Wirtschaftsförderung;Bestattungswesen;2016;Einnahmen;Rechnungsergebnis;238805
7510;Öffentliche Einrichtungen, Wirtschaftsförderung;Jüdischer Friedhof;2016;Einnahmen;Rechnungsergebnis;12920
7630;Öffentliche Einrichtungen, Wirtschaftsförderung;Anschlagsäulen, Plakattafeln, Werbeeinrichtungen;2016;Einnahmen;Rechnungsergebnis;1379
7710;Öffentliche Einrichtungen, Wirtschaftsförderung;Bauhof;2016;Einnahmen;Rechnungsergebnis;1610344
