"ID";"Jahr";"Bereich";"Bereichbezeichnung";"Gruppe";"Gruppen-Bezeichnung";"Produkt";"Produkt-Bezeichnung";"FIBU-Konto";"Konto-Bezeichnung";"Art";"Ansatz"
420;2015;"12";"Verkehrsflächen und -anlagen, ÖPNV";"12541";"Gemeindestraßen";"1254101";"Bereitstellung und Betrieb von Verkehrsflächen";5032000;"Beitr. ges. Soz.-Vers. t Besch";"Ausgaben";5767
421;2015;"13";"Natur und Landschaftspflege";"13551";"Öffentliches Grün, Landschaftsbau";"1355101";"Parkanlagen und öffentliche Grünflächen, Dorfverschönerung";5032000;"Beitr. ges. Soz.-Vers. t Besch";"Ausgaben";34840
422;2015;"13";"Natur und Landschaftspflege";"13553";"Friedhofs- und Bestattungswesen";"1355301";"Friedhöfe";5032000;"Beitr. ges. Soz.-Vers. t Besch";"Ausgaben";19382
423;2015;"15";"Wirtschaft und Tourismus";"15573";"Allgemeine Einrichtungen und Unternehmen";"1557301";"Öffentliche Gemeinschaftseinrichtungen, Märkte";5032000;"Beitr. ges. Soz.-Vers. t Besch";"Ausgaben";12272
424;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111109";"zentrale Gebäudewirtschaft";5039000;"Beitr. ges. Soz.-Vers. s.Besch";"Ausgaben";370
425;2015;"03";"Schulträgeraufgaben";"03211";"Grundschulen";"0321101";"Bereitstellung und Betrieb von Grundschulen";5039000;"Beitr. ges. Soz.-Vers. s.Besch";"Ausgaben";0
426;2015;"05";"Soziale Leistungen";"05315";"Soziale Einrichtungen";"0531501";"Soziale Einrichtungen für Ältere";5039000;"Beitr. ges. Soz.-Vers. s.Besch";"Ausgaben";1068
427;2015;"06";"Kinder-, Jugend- und Familienhilfe";"06365";"Tageseinrichtungen für Kinder";"0636501";"Tageseinrichtungen für Kinder";5039000;"Beitr. ges. Soz.-Vers. s.Besch";"Ausgaben";1932
428;2015;"13";"Natur und Landschaftspflege";"13551";"Öffentliches Grün, Landschaftsbau";"1355101";"Parkanlagen und öffentliche Grünflächen, Dorfverschönerung";5039000;"Beitr. ges. Soz.-Vers. s.Besch";"Ausgaben";0
429;2015;"03";"Schulträgeraufgaben";"03218";"Gesamtschulen";"0321801";"Zweckverband Gesamtschule";5012000;"Dienstbezüge tarifl. Beschäft.";"Ausgaben";0
430;2015;"06";"Kinder-, Jugend- und Familienhilfe";"06366";"Einrichtungen der Jugendarbeit";"0636601";"Bereitstellung u. Betrieb von Spielplätzen, Bolzplätzen und Skateanlagen";5012000;"Dienstbezüge tarifl. Beschäft.";"Ausgaben";0
431;2015;"13";"Natur und Landschaftspflege";"13552";"Öffentliche Gewässer, wasserbauliche Anlagen";"1355201";"Gewässerunterhaltung";5012000;"Dienstbezüge tarifl. Beschäft.";"Ausgaben";0
432;2015;"13";"Natur und Landschaftspflege";"13555";"Land- und Forstwirtschaft";"1355501";"Förderung der Land- und Forstwirtschaft, Wirtschaftswege";5012000;"Dienstbezüge tarifl. Beschäft.";"Ausgaben";0
433;2015;"02";"Sicherheit und Ordnung";"02126";"Brandschutz";"0212601";"Brandschutz";5019000;"Dienstbezüge sonst. Beschäft.";"Ausgaben";0
434;2015;"03";"Schulträgeraufgaben";"03218";"Gesamtschulen";"0321801";"Zweckverband Gesamtschule";5022000;"Beitr. Versorg.-kasse t. Besch";"Ausgaben";0
435;2015;"06";"Kinder-, Jugend- und Familienhilfe";"06366";"Einrichtungen der Jugendarbeit";"0636601";"Bereitstellung u. Betrieb von Spielplätzen, Bolzplätzen und Skateanlagen";5022000;"Beitr. Versorg.-kasse t. Besch";"Ausgaben";0
436;2015;"12";"Verkehrsflächen und -anlagen, ÖPNV";"12545";"Straßenreinigung";"1254501";"Straßenreinigung und Winterdienst";5022000;"Beitr. Versorg.-kasse t. Besch";"Ausgaben";992
437;2015;"13";"Natur und Landschaftspflege";"13555";"Land- und Forstwirtschaft";"1355501";"Förderung der Land- und Forstwirtschaft, Wirtschaftswege";5022000;"Beitr. Versorg.-kasse t. Besch";"Ausgaben";0
438;2015;"03";"Schulträgeraufgaben";"03218";"Gesamtschulen";"0321801";"Zweckverband Gesamtschule";5032000;"Beitr. ges. Soz.-Vers. t Besch";"Ausgaben";0
439;2015;"06";"Kinder-, Jugend- und Familienhilfe";"06366";"Einrichtungen der Jugendarbeit";"0636601";"Bereitstellung u. Betrieb von Spielplätzen, Bolzplätzen und Skateanlagen";5032000;"Beitr. ges. Soz.-Vers. t Besch";"Ausgaben";0
440;2015;"12";"Verkehrsflächen und -anlagen, ÖPNV";"12545";"Straßenreinigung";"1254501";"Straßenreinigung und Winterdienst";5032000;"Beitr. ges. Soz.-Vers. t Besch";"Ausgaben";2611
441;2015;"13";"Natur und Landschaftspflege";"13552";"Öffentliche Gewässer, wasserbauliche Anlagen";"1355201";"Gewässerunterhaltung";5032000;"Beitr. ges. Soz.-Vers. t Besch";"Ausgaben";0
442;2015;"13";"Natur und Landschaftspflege";"13555";"Land- und Forstwirtschaft";"1355501";"Förderung der Land- und Forstwirtschaft, Wirtschaftswege";5032000;"Beitr. ges. Soz.-Vers. t Besch";"Ausgaben";0
443;2015;"13";"Natur und Landschaftspflege";"13553";"Friedhofs- und Bestattungswesen";"1355301";"Friedhöfe";5039000;"Beitr. ges. Soz.-Vers. s.Besch";"Ausgaben";75
444;2015;"05";"Soziale Leistungen";"05311";"Grundversorgung und Leistungen nach dem Zwölften Buch Sozialgesetzbuch";"0531101";"Grundversorgung und Leistungen nach dem Zwölften Buch Sozialgesetzbuch";4482030;"Erstattungen durch örtl. Träger";"Einnahmen";1500
445;2015;"03";"Schulträgeraufgaben";"03211";"Grundschulen";"0321101";"Bereitstellung und Betrieb von Grundschulen";4141002;"Zuschuss Land Betreuungsmaßn. ";"Einnahmen";8000
446;2015;"11";"Ver- und Entsorgung";"11537";"Abfallwirtschaft";"1153701";"Abfallwirtschaft";4487004;"Entsch.f.Containerstandplätze ";"Einnahmen";13975
447;2015;"11";"Ver- und Entsorgung";"11537";"Abfallwirtschaft";"1153701";"Abfallwirtschaft";5499008;"Weiterleitg. Umsatzsteuer DSD ";"Ausgaben";0
448;2015;"05";"Soziale Leistungen";"05315";"Soziale Einrichtungen";"0531501";"Soziale Einrichtungen für Ältere";5291022;"Seniorenarb.Bürg.hs.Me,Lindepl";"Ausgaben";1600
449;2015;"02";"Sicherheit und Ordnung";"02126";"Brandschutz";"0212601";"Brandschutz";5499019;"Erst.Geb. Brandschau Stadt DN ";"Ausgaben";1030
450;2015;"03";"Schulträgeraufgaben";"03243";"Offene Ganztagsschule";"0324301";"Offene Ganztagsschule";4141000;"Zuw. lfd Zwecke vom Land";"Einnahmen";27000
451;2015;"03";"Schulträgeraufgaben";"03243";"Offene Ganztagsschule";"0324301";"Offene Ganztagsschule";4141001;"Landeszuweisung OGS           ";"Einnahmen";50000
452;2015;"13";"Natur und Landschaftspflege";"13555";"Land- und Forstwirtschaft";"1355501";"Förderung der Land- und Forstwirtschaft, Wirtschaftswege";5211018;"Unterh.Begleitgrün Wirtsch.weg";"Ausgaben";12487
453;2015;"09";"Räumliche Planungs- und Entwicklung, Geoinformationen";"09511";"Räumliche Planungs- und Entwicklungsmaßnahmen, Geoinformationen";"0951101";"Bauleitplanung, Flurbereinigung, Umsiedlung";4487011;"Kostenerstattg. Bergbautreib. ";"Einnahmen";100000
454;2015;"13";"Natur und Landschaftspflege";"13553";"Friedhofs- und Bestattungswesen";"1355301";"Friedhöfe";4321025;"Geb. f. Reihengrabstätten     ";"Einnahmen";0
455;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111108";"Finanz- und Rechnungswesen";5411007;"Entschädigung für Geldeinzug  ";"Ausgaben";1030
456;2015;"16";"Allgemeine Finanzwirtschaft";"16611";"Steuern, allgemeine Zuweisungen und allgemeine Umlagen";"1661101";"Steuern, allgemeine Zuweisungen und allgemeine Umlagen";4051000;"Leistungen Familienausgleich";"Einnahmen";452666
457;2015;"11";"Ver- und Entsorgung";"11531";"Elektrizitätsversorgung";"1153101";"Konzessionsabgabe (Elektrizität)";4511000;"Konzessionsabgaben";"Einnahmen";280000
458;2015;"06";"Kinder-, Jugend- und Familienhilfe";"06365";"Tageseinrichtungen für Kinder";"0636501";"Tageseinrichtungen für Kinder";5019000;"Dienstbezüge sonst. Beschäft.";"Ausgaben";7595
459;2015;"11";"Ver- und Entsorgung";"11538";"Abwasserbeseitigung";"1153801";"Abwasserbeseitigung";4321007;"Ben.geb.z.Entsorg.Grundst.entw";"Einnahmen";2500
460;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111103";"Beschäftigtenvertretung";5411002;"Aufw.deckung Personalvertr.   ";"Ausgaben";123
461;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111105";"Bauhof";5255000;"Unterh./Instandsetzung bewegl. Vermögen";"Ausgaben";10099
462;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111104";"Zentrale Dienste, Recht, Informationsverarbeitung";5422001;"Weiterentwicklung IT";"Ausgaben";3091
463;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111104";"Zentrale Dienste, Recht, Informationsverarbeitung";5431005;"Öffentliche Bekanntmachungen  ";"Ausgaben";1545
464;2015;"04";"Kultur und Wissenschaft";"04281";"Heimat- und sonstige Kunstpflege";"0428101";"Kulturveranstaltungen und Kulturförderung";4461000;"Einnahmen Veranstaltungen";"Einnahmen";1500
465;2015;"15";"Wirtschaft und Tourismus";"15573";"Allgemeine Einrichtungen und Unternehmen";"1557301";"Öffentliche Gemeinschaftseinrichtungen, Märkte";4487016;"Schadeners.l.Bür.hs., Bergstr.";"Einnahmen";2000
466;2015;"05";"Soziale Leistungen";"05313";"Leistungen für Asylbewerber";"0531301";"Leistungen für Asylbewerber";4211000;"Erst. Sozialleistungsträger";"Einnahmen";250
467;2015;"16";"Allgemeine Finanzwirtschaft";"16611";"Steuern, allgemeine Zuweisungen und allgemeine Umlagen";"1661101";"Steuern, allgemeine Zuweisungen und allgemeine Umlagen";4022000;"Gemeindeanteil Umsatzsteuer";"Einnahmen";226136
468;2015;"16";"Allgemeine Finanzwirtschaft";"16611";"Steuern, allgemeine Zuweisungen und allgemeine Umlagen";"1661101";"Steuern, allgemeine Zuweisungen und allgemeine Umlagen";4021000;"Gemeindeanteil Einkommensteuer";"Einnahmen";4380801
469;2015;"03";"Schulträgeraufgaben";"03211";"Grundschulen";"0321101";"Bereitstellung und Betrieb von Grundschulen";5211001;"Beseitigung von Glasschäden";"Ausgaben";3767
470;2015;"16";"Allgemeine Finanzwirtschaft";"16611";"Steuern, allgemeine Zuweisungen und allgemeine Umlagen";"1661101";"Steuern, allgemeine Zuweisungen und allgemeine Umlagen";5341000;"Gewerbesteuerumlage";"Ausgaben";247721
471;2015;"16";"Allgemeine Finanzwirtschaft";"16611";"Steuern, allgemeine Zuweisungen und allgemeine Umlagen";"1661101";"Steuern, allgemeine Zuweisungen und allgemeine Umlagen";5342000;"Finanz.-bet. Fonds Deut. Einh.";"Ausgaben";240743
472;2015;"07";"Gesundheitsdienste";"07411";"Krankenhäuser";"0741101";"Beteiligung Krankenhausfinanzierungsgesetz";5391000;"Kostenbeteiligung Krankenhausfinanzierungsgesetz";"Ausgaben";115294
473;2015;"06";"Kinder-, Jugend- und Familienhilfe";"06362";"Jugendarbeit";"0636201";"Kinder- und Jugendarbeit";4481004;"Betriebsk.zusch.Land Jugendh. ";"Einnahmen";6000
474;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111103";"Beschäftigtenvertretung";5411001;"Betriebsveranstaltungen       ";"Ausgaben";2576
475;2015;"08";"Sportförderung";"08424";"Sportstätten und Bäder";"0842401";"Bereitstellung und Betrieb von Sportanlagen";4487001;"Schadenersatzleistungen       ";"Einnahmen";1020
476;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111105";"Bauhof";5255002;"Besch.Arb.bekl.Beschäft.SGB II";"Ausgaben";1040
477;2015;"11";"Ver- und Entsorgung";"11538";"Abwasserbeseitigung";"1153801";"Abwasserbeseitigung";5211005;"Sanier.arb.aufgr.Kanalüberprüf";"Ausgaben";117000
478;2015;"11";"Ver- und Entsorgung";"11538";"Abwasserbeseitigung";"1153801";"Abwasserbeseitigung";5291028;"Abwasserabgabe                ";"Ausgaben";44131
479;2015;"06";"Kinder-, Jugend- und Familienhilfe";"06362";"Jugendarbeit";"0636201";"Kinder- und Jugendarbeit";5281014;"Mobile Jugendarbeit";"Ausgaben";2000
480;2015;"15";"Wirtschaft und Tourismus";"15573";"Allgemeine Einrichtungen und Unternehmen";"1557301";"Öffentliche Gemeinschaftseinrichtungen, Märkte";4487012;"Schadeners.l.Bür.hs., Lindenpl";"Einnahmen";2000
481;2015;"03";"Schulträgeraufgaben";"03211";"Grundschulen";"0321101";"Bereitstellung und Betrieb von Grundschulen";5431004;"Fernsehgebühren / GEMA        ";"Ausgaben";518
482;2015;"12";"Verkehrsflächen und -anlagen, ÖPNV";"12541";"Gemeindestraßen";"1254101";"Bereitstellung und Betrieb von Verkehrsflächen";4591000;"vermischte Einnahmen";"Einnahmen";150
483;2015;"03";"Schulträgeraufgaben";"03218";"Gesamtschulen";"0321801";"Zweckverband Gesamtschule";4483000;"Erträge aus Ko-erst. Zweckverb";"Einnahmen";105000
484;2015;"15";"Wirtschaft und Tourismus";"15571";"Wirtschaftsförderung";"1557101";"Wirtschaftsförderung";5291038;"Erstellung einer Solarpotenzialanalyse";"Ausgaben";0
485;2015;"06";"Kinder-, Jugend- und Familienhilfe";"06362";"Jugendarbeit";"0636201";"Kinder- und Jugendarbeit";4488005;"Zusch. u.K.beitr. Ferienspiele";"Einnahmen";5000
486;2015;"05";"Soziale Leistungen";"05315";"Soziale Einrichtungen";"0531502";"Soziale Einrichtungen für Wohnungslose, Aussiedler und Asylbewerber";4591000;"vermischte Einnahmen";"Einnahmen";10
487;2015;"05";"Soziale Leistungen";"05315";"Soziale Einrichtungen";"0531502";"Soziale Einrichtungen für Wohnungslose, Aussiedler und Asylbewerber";5473000;"Aufwendungen St.Ni.Erl.";"Ausgaben";0
488;2015;"05";"Soziale Leistungen";"05313";"Leistungen für Asylbewerber";"0531301";"Leistungen für Asylbewerber";5473000;"Aufwendungen St.Ni.Erl.";"Ausgaben";0
489;2015;"17";"Stiftungen";"17700";"Stiftungen";"1770001";"Stiftung v. d. Driesch";5318003;"Verteilung aus dem Vermögen   ";"Ausgaben";7500
490;2015;"06";"Kinder-, Jugend- und Familienhilfe";"06362";"Jugendarbeit";"0636201";"Kinder- und Jugendarbeit";5281022;"Spiel,- und Beschäftigungsmaterial Jugend";"Ausgaben";500
491;2015;"02";"Sicherheit und Ordnung";"02122";"Ordnungsangelegenheiten";"0212203";"Einwohnermeldewesen";5499017;"Weiterltg. Geb. Führungszeugn.";"Ausgaben";2576
492;2015;"08";"Sportförderung";"08424";"Sportstätten und Bäder";"0842401";"Bereitstellung und Betrieb von Sportanlagen";4591002;"Erstattung Energiekosten      ";"Einnahmen";1980
493;2015;"11";"Ver- und Entsorgung";"11538";"Abwasserbeseitigung";"1153801";"Abwasserbeseitigung";4591000;"vermischte Einnahmen";"Einnahmen";400
494;2015;"06";"Kinder-, Jugend- und Familienhilfe";"06362";"Jugendarbeit";"0636201";"Kinder- und Jugendarbeit";5318009;"Zuschuss Kinderferienmaßnahmen";"Ausgaben";1500
495;2015;"12";"Verkehrsflächen und -anlagen, ÖPNV";"12545";"Straßenreinigung";"1254501";"Straßenreinigung und Winterdienst";5232005;"Kosteners.an LV f.Winterdienst";"Ausgaben";2550
496;2015;"03";"Schulträgeraufgaben";"03211";"Grundschulen";"0321101";"Bereitstellung und Betrieb von Grundschulen";4487001;"Schadenersatzleistungen       ";"Einnahmen";7000
497;2015;"11";"Ver- und Entsorgung";"11537";"Abfallwirtschaft";"1153701";"Abfallwirtschaft";5291007;"Schadstoffsammlung            ";"Ausgaben";6602
498;2015;"12";"Verkehrsflächen und -anlagen, ÖPNV";"12541";"Gemeindestraßen";"1254101";"Bereitstellung und Betrieb von Verkehrsflächen";5211008;"Unterhaltung P + R - Anlage   ";"Ausgaben";15610
499;2015;"12";"Verkehrsflächen und -anlagen, ÖPNV";"12541";"Gemeindestraßen";"1254101";"Bereitstellung und Betrieb von Verkehrsflächen";5241008;"Abwassergeb. Straßenentwässerg";"Ausgaben";212524
500;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111104";"Zentrale Dienste, Recht, Informationsverarbeitung";4487002;"Erstatt. Beihilfen+Haftpflicht";"Einnahmen";1000
501;2015;"11";"Ver- und Entsorgung";"11538";"Abwasserbeseitigung";"1153801";"Abwasserbeseitigung";4321002;"Abwassergeb. (Straßenentwäss.)";"Einnahmen";212292
502;2015;"15";"Wirtschaft und Tourismus";"15573";"Allgemeine Einrichtungen und Unternehmen";"1557301";"Öffentliche Gemeinschaftseinrichtungen, Märkte";5039000;"Beitr. ges. Soz.-Vers. s.Besch";"Ausgaben";34
503;2015;"03";"Schulträgeraufgaben";"03211";"Grundschulen";"0321101";"Bereitstellung und Betrieb von Grundschulen";5281006;"Schulmilch Kinder Leist.empf. ";"Ausgaben";1664
504;2015;"05";"Soziale Leistungen";"05315";"Soziale Einrichtungen";"0531501";"Soziale Einrichtungen für Ältere";5339000;"Seniorenveranstaltungen";"Ausgaben";7000
505;2015;"06";"Kinder-, Jugend- und Familienhilfe";"06362";"Jugendarbeit";"0636201";"Kinder- und Jugendarbeit";4488012;"Spenden";"Einnahmen";1
506;2015;"05";"Soziale Leistungen";"05331";"Förderung von anderen Trägern der Wohlfahrtspflege";"0533101";"Förderung von anderen Trägern der Wohlfahrtspflege";5318012;"Zuschuss an AWO Merz.         ";"Ausgaben";990
507;2015;"06";"Kinder-, Jugend- und Familienhilfe";"06362";"Jugendarbeit";"0636201";"Kinder- und Jugendarbeit";5281018;"Durchführ. Kinderferienspiele ";"Ausgaben";8214
508;2015;"05";"Soziale Leistungen";"05313";"Leistungen für Asylbewerber";"0531301";"Leistungen für Asylbewerber";5331009;"Sachleistung gem. õ 6";"Ausgaben";1
509;2015;"11";"Ver- und Entsorgung";"11538";"Abwasserbeseitigung";"1153801";"Abwasserbeseitigung";5211016;"Selbstüberwach.k. Kanalis.anl.";"Ausgaben";35000
510;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111104";"Zentrale Dienste, Recht, Informationsverarbeitung";5141000;"Beihilfen,Unterstützungen dgl.";"Ausgaben";7805
511;2015;"02";"Sicherheit und Ordnung";"02126";"Brandschutz";"0212601";"Brandschutz";4591000;"vermischte Einnahmen";"Einnahmen";100
512;2015;"11";"Ver- und Entsorgung";"11538";"Abwasserbeseitigung";"1153801";"Abwasserbeseitigung";4487009;"Erstattung ant. WVER-Umlage   ";"Einnahmen";210000
513;2015;"02";"Sicherheit und Ordnung";"02126";"Brandschutz";"0212601";"Brandschutz";4321024;"Gebühren aus Brandschau       ";"Einnahmen";1000
514;2015;"05";"Soziale Leistungen";"05312";"Grundsicherungsleistungen nach dem Zweiten Buch Sozialgesetzbuch";"0531201";"Grundsicherungsleistungen nach dem Zweiten Buch Sozialgesetzbuch";5141000;"Beihilfen,Unterstützungen dgl.";"Ausgaben";0
515;2015;"12";"Verkehrsflächen und -anlagen, ÖPNV";"12541";"Gemeindestraßen";"1254101";"Bereitstellung und Betrieb von Verkehrsflächen";5211017;"Streumaterial - 10% -         ";"Ausgaben";1560
516;2015;"02";"Sicherheit und Ordnung";"02128";"Abwehr von Großschadensereignissen, Katastrophenschutz";"0212801";"Katastrophenschutz";5232001;"Erst.Aufw.So-fzg,Strahl.sch.ua";"Ausgaben";312
517;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111104";"Zentrale Dienste, Recht, Informationsverarbeitung";4591019;"Erstattung KDVZ-Verbandsumlage";"Einnahmen";5
518;2015;"05";"Soziale Leistungen";"05315";"Soziale Einrichtungen";"0531502";"Soziale Einrichtungen für Wohnungslose, Aussiedler und Asylbewerber";4487001;"Schadenersatzleistungen       ";"Einnahmen";500
519;2015;"16";"Allgemeine Finanzwirtschaft";"16611";"Steuern, allgemeine Zuweisungen und allgemeine Umlagen";"1661101";"Steuern, allgemeine Zuweisungen und allgemeine Umlagen";5342001;"Abrechnung ELAG (Aufwand)";"Ausgaben";61182
520;2015;"15";"Wirtschaft und Tourismus";"15573";"Allgemeine Einrichtungen und Unternehmen";"1557301";"Öffentliche Gemeinschaftseinrichtungen, Märkte";5211001;"Beseitigung von Glasschäden";"Ausgaben";3646
521;2015;"05";"Soziale Leistungen";"05331";"Förderung von anderen Trägern der Wohlfahrtspflege";"0533101";"Förderung von anderen Trägern der Wohlfahrtspflege";5318023;"Zuschuss an Evang.Gem. DN     ";"Ausgaben";990
522;2015;"03";"Schulträgeraufgaben";"03218";"Gesamtschulen";"0321801";"Zweckverband Gesamtschule";5499016;"Weiterl.Vers.leist.an Gesamts.";"Ausgaben";2060
523;2015;"03";"Schulträgeraufgaben";"03218";"Gesamtschulen";"0321801";"Zweckverband Gesamtschule";4487008;"Erst.Schadensfälle d.Versich. ";"Einnahmen";2000
524;2015;"04";"Kultur und Wissenschaft";"04271";"Volkshochschulen";"0427101";"Kostenbeteiligung Kreis-VHS";5232003;"Erstatt.an Kreis für VHS      ";"Ausgaben";27287
525;2015;"02";"Sicherheit und Ordnung";"02121";"Statistik und Wahlen";"0212102";"Wahlen";5421005;"Entschädigungen Kommunalwahl  ";"Ausgaben";1400
526;2015;"06";"Kinder-, Jugend- und Familienhilfe";"06362";"Jugendarbeit";"0636201";"Kinder- und Jugendarbeit";5281024;"Bücher und Zeitschriften Jugend";"Ausgaben";200
527;2015;"03";"Schulträgeraufgaben";"03211";"Grundschulen";"0321101";"Bereitstellung und Betrieb von Grundschulen";5255003;"Wartung der Sportgeräte       ";"Ausgaben";40
528;2015;"15";"Wirtschaft und Tourismus";"15571";"Wirtschaftsförderung";"1557101";"Wirtschaftsförderung";4487017;"Zuschuss Erstellung einer Solarpotenzialanalyse";"Einnahmen";0
529;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111105";"Bauhof";4591002;"Erstattung Energiekosten      ";"Einnahmen";300
530;2015;"06";"Kinder-, Jugend- und Familienhilfe";"06362";"Jugendarbeit";"0636201";"Kinder- und Jugendarbeit";4488014;"Eigenanteile Ausflüge/Feste Jugend";"Einnahmen";1
531;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111110";"Liegenschaftsverwaltung";5012000;"Dienstbezüge tarifl. Beschäft.";"Ausgaben";0
532;2015;"11";"Ver- und Entsorgung";"11538";"Abwasserbeseitigung";"1153801";"Abwasserbeseitigung";5211021;"Unterh. Regenrückhaltebecken  ";"Ausgaben";10100
533;2015;"03";"Schulträgeraufgaben";"03211";"Grundschulen";"0321101";"Bereitstellung und Betrieb von Grundschulen";4591000;"vermischte Einnahmen";"Einnahmen";200
534;2015;"05";"Soziale Leistungen";"05313";"Leistungen für Asylbewerber";"0531301";"Leistungen für Asylbewerber";5331000;"Regel-/Mehrbedarf analog SGB XII, õ 2";"Ausgaben";4000
535;2015;"11";"Ver- und Entsorgung";"11532";"Gasversorgung";"1153201";"Konzessionsabgabe (Gas)";4511000;"Konzessionsabgaben";"Einnahmen";30000
536;2015;"11";"Ver- und Entsorgung";"11533";"Wasserversorgung";"1153301";"Konzessionsabgabe (Wasser)";4511000;"Konzessionsabgaben";"Einnahmen";83000
537;2015;"04";"Kultur und Wissenschaft";"04281";"Heimat- und sonstige Kunstpflege";"0428101";"Kulturveranstaltungen und Kulturförderung";5318006;"Zusch.Gestaltung Martinszüge  ";"Ausgaben";4887
538;2015;"03";"Schulträgeraufgaben";"03217";"Gymnasien";"0321701";"Kostenbeteiligung Gymnasien";5318010;"Zuschuss St.Angela Schule     ";"Ausgaben";6500
539;2015;"16";"Allgemeine Finanzwirtschaft";"16611";"Steuern, allgemeine Zuweisungen und allgemeine Umlagen";"1661101";"Steuern, allgemeine Zuweisungen und allgemeine Umlagen";4039000;"Steuer auf Vergnügungen sexueller Art";"Einnahmen";54000
540;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111104";"Zentrale Dienste, Recht, Informationsverarbeitung";5499001;"Vermischte Ausgaben           ";"Ausgaben";3
541;2015;"03";"Schulträgeraufgaben";"03211";"Grundschulen";"0321101";"Bereitstellung und Betrieb von Grundschulen";5431001;"Testmaterial                  ";"Ausgaben";548
542;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111109";"zentrale Gebäudewirtschaft";4591000;"vermischte Einnahmen";"Einnahmen";200
543;2015;"08";"Sportförderung";"08421";"Förderung des Sports";"0842101";"Förderung des Sports";5499013;"Sportlerehrungen              ";"Ausgaben";1236
544;2015;"02";"Sicherheit und Ordnung";"02126";"Brandschutz";"0212601";"Brandschutz";4147007;"Zuschuss Provinzial           ";"Einnahmen";2500
545;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111104";"Zentrale Dienste, Recht, Informationsverarbeitung";4488010;"Verw.kostenbeitr. Jagdgenoss. ";"Einnahmen";400
546;2015;"06";"Kinder-, Jugend- und Familienhilfe";"06362";"Jugendarbeit";"0636201";"Kinder- und Jugendarbeit";5431007;"Dienstreisen, Fahrtkostenerst.";"Ausgaben";412
547;2015;"05";"Soziale Leistungen";"05311";"Grundversorgung und Leistungen nach dem Zwölften Buch Sozialgesetzbuch";"0531101";"Grundversorgung und Leistungen nach dem Zwölften Buch Sozialgesetzbuch";5141000;"Beihilfen,Unterstützungen dgl.";"Ausgaben";10406
548;2015;"03";"Schulträgeraufgaben";"03211";"Grundschulen";"0321101";"Bereitstellung und Betrieb von Grundschulen";5422000;"Fotokopierkosten";"Ausgaben";8300
549;2015;"03";"Schulträgeraufgaben";"03211";"Grundschulen";"0321101";"Bereitstellung und Betrieb von Grundschulen";5431007;"Dienstreisen, Fahrtkostenerst.";"Ausgaben";259
550;2015;"02";"Sicherheit und Ordnung";"02122";"Ordnungsangelegenheiten";"0212201";"Gefahrenabwehr und Verkehr";5499022;"Zuschuss an Tierschutzverein  ";"Ausgaben";7831
551;2015;"02";"Sicherheit und Ordnung";"02126";"Brandschutz";"0212601";"Brandschutz";5318001;"Entsch.Gerätewart+Zuschüsse FW";"Ausgaben";3200
552;2015;"02";"Sicherheit und Ordnung";"02126";"Brandschutz";"0212601";"Brandschutz";5232004;"Erstattung an Kreis f. Notruf ";"Ausgaben";312
553;2015;"06";"Kinder-, Jugend- und Familienhilfe";"06362";"Jugendarbeit";"0636201";"Kinder- und Jugendarbeit";4321006;"Anerkenn.geb.Nutzung Gem.Mobil";"Einnahmen";400
554;2015;"02";"Sicherheit und Ordnung";"02126";"Brandschutz";"0212601";"Brandschutz";5211013;"Unterhaltung der Hydranten    ";"Ausgaben";2081
555;2015;"06";"Kinder-, Jugend- und Familienhilfe";"06362";"Jugendarbeit";"0636201";"Kinder- und Jugendarbeit";5422004;"Miete Jugendtreff Girbelsrath ";"Ausgaben";720
556;2015;"13";"Natur und Landschaftspflege";"13553";"Friedhofs- und Bestattungswesen";"1355301";"Friedhöfe";4488011;"Zusch.Instandh.d.Kriegsgr.fürs";"Einnahmen";3158
557;2015;"05";"Soziale Leistungen";"05313";"Leistungen für Asylbewerber";"0531301";"Leistungen für Asylbewerber";5331013;"Beitr.Kranken-/Pflegevers. õ 3";"Ausgaben";0
