Amt / Dienststelle,Betrag,Dezernatsbezeichnung,Teilhaushalte,Produktgruppe,Dezernat,Produktgruppenbezeichnung,Teilhaushalte Bezeichnung,Produktbezeichnung,Produkt,Amt / Dienststelle Bezeichnung,Jahr,Produktbereich,Art,Produktbereich Bezeichnung
AMT-500,645824.0,Dezernat III BM von Kirchbach,THH_13,3150,DEZ-III,Fürsorgeleistungen n. Bundesvers.gesetz,"THH 13 Amt f. Soziales, Senioren",Fürsorgeleist. BundesversorgungsG/RehaG,315001,"500 Amt f. Soziales, Senioren",2015,31,Erträge,Soziale Hilfen
AMT-500,851723.0,Dezernat III BM von Kirchbach,THH_13,3150,DEZ-III,Fürsorgeleistungen n. Bundesvers.gesetz,"THH 13 Amt f. Soziales, Senioren",Fürsorgeleist. BundesversorgungsG/RehaG,315001,"500 Amt f. Soziales, Senioren",2015,31,Aufwendungen,Soziale Hilfen
AMT-500,636801.0,Dezernat III BM von Kirchbach,THH_13,3150,DEZ-III,Fürsorgeleistungen n. Bundesvers.gesetz,"THH 13 Amt f. Soziales, Senioren",Fürsorgeleist. BundesversorgungsG/RehaG,315001,"500 Amt f. Soziales, Senioren",2016,31,Erträge,Soziale Hilfen
AMT-500,823608.0,Dezernat III BM von Kirchbach,THH_13,3150,DEZ-III,Fürsorgeleistungen n. Bundesvers.gesetz,"THH 13 Amt f. Soziales, Senioren",Fürsorgeleist. BundesversorgungsG/RehaG,315001,"500 Amt f. Soziales, Senioren",2016,31,Aufwendungen,Soziale Hilfen
AMT-500,645800.0,Dezernat III BM von Kirchbach,THH_13,3150,DEZ-III,Fürsorgeleistungen n. Bundesvers.gesetz,"THH 13 Amt f. Soziales, Senioren",Fürsorgeleist. BundesversorgungsG/RehaG,315001,"500 Amt f. Soziales, Senioren",2017,31,Erträge,Soziale Hilfen
AMT-500,781525.0,Dezernat III BM von Kirchbach,THH_13,3150,DEZ-III,Fürsorgeleistungen n. Bundesvers.gesetz,"THH 13 Amt f. Soziales, Senioren",Fürsorgeleist. BundesversorgungsG/RehaG,315001,"500 Amt f. Soziales, Senioren",2017,31,Aufwendungen,Soziale Hilfen
AMT-500,645800.0,Dezernat III BM von Kirchbach,THH_13,3150,DEZ-III,Fürsorgeleistungen n. Bundesvers.gesetz,"THH 13 Amt f. Soziales, Senioren",Fürsorgeleist. BundesversorgungsG/RehaG,315001,"500 Amt f. Soziales, Senioren",2018,31,Erträge,Soziale Hilfen
AMT-500,783105.0,Dezernat III BM von Kirchbach,THH_13,3150,DEZ-III,Fürsorgeleistungen n. Bundesvers.gesetz,"THH 13 Amt f. Soziales, Senioren",Fürsorgeleist. BundesversorgungsG/RehaG,315001,"500 Amt f. Soziales, Senioren",2018,31,Aufwendungen,Soziale Hilfen
AMT-500,198818.0,Dezernat III BM von Kirchbach,THH_13,3160,DEZ-III,Förderung v. Trägern d. Wohlfahrtspflege,"THH 13 Amt f. Soziales, Senioren",Förd.v.Trägern d.Wohlfahrtspflege,316001,"500 Amt f. Soziales, Senioren",2015,31,Erträge,Soziale Hilfen
AMT-500,3608687.0,Dezernat III BM von Kirchbach,THH_13,3160,DEZ-III,Förderung v. Trägern d. Wohlfahrtspflege,"THH 13 Amt f. Soziales, Senioren",Förd.v.Trägern d.Wohlfahrtspflege,316001,"500 Amt f. Soziales, Senioren",2015,31,Aufwendungen,Soziale Hilfen
AMT-500,96000.0,Dezernat III BM von Kirchbach,THH_13,3160,DEZ-III,Förderung v. Trägern d. Wohlfahrtspflege,"THH 13 Amt f. Soziales, Senioren",Förd.v.Trägern d.Wohlfahrtspflege,316001,"500 Amt f. Soziales, Senioren",2016,31,Erträge,Soziale Hilfen
AMT-500,3744173.0,Dezernat III BM von Kirchbach,THH_13,3160,DEZ-III,Förderung v. Trägern d. Wohlfahrtspflege,"THH 13 Amt f. Soziales, Senioren",Förd.v.Trägern d.Wohlfahrtspflege,316001,"500 Amt f. Soziales, Senioren",2016,31,Aufwendungen,Soziale Hilfen
AMT-500,96000.0,Dezernat III BM von Kirchbach,THH_13,3160,DEZ-III,Förderung v. Trägern d. Wohlfahrtspflege,"THH 13 Amt f. Soziales, Senioren",Förd.v.Trägern d.Wohlfahrtspflege,316001,"500 Amt f. Soziales, Senioren",2017,31,Erträge,Soziale Hilfen
AMT-500,3236476.0,Dezernat III BM von Kirchbach,THH_13,3160,DEZ-III,Förderung v. Trägern d. Wohlfahrtspflege,"THH 13 Amt f. Soziales, Senioren",Förd.v.Trägern d.Wohlfahrtspflege,316001,"500 Amt f. Soziales, Senioren",2017,31,Aufwendungen,Soziale Hilfen
AMT-500,96000.0,Dezernat III BM von Kirchbach,THH_13,3160,DEZ-III,Förderung v. Trägern d. Wohlfahrtspflege,"THH 13 Amt f. Soziales, Senioren",Förd.v.Trägern d.Wohlfahrtspflege,316001,"500 Amt f. Soziales, Senioren",2018,31,Erträge,Soziale Hilfen
AMT-500,3300104.0,Dezernat III BM von Kirchbach,THH_13,3160,DEZ-III,Förderung v. Trägern d. Wohlfahrtspflege,"THH 13 Amt f. Soziales, Senioren",Förd.v.Trägern d.Wohlfahrtspflege,316001,"500 Amt f. Soziales, Senioren",2018,31,Aufwendungen,Soziale Hilfen
AMT-530,0.0,Dezernat II BMin Stuchlik,THH_09,3160,DEZ-II,Förderung v. Trägern d. Wohlfahrtspflege,"THH 9 Amt f. Kinder, Jugend, Familie",Förd.v.Trägern d.Wohlfahrtspflege,316001,"530 Amt f. Kinder, Jugend, Familie",2015,31,Erträge,Soziale Hilfen
AMT-530,556060.0,Dezernat II BMin Stuchlik,THH_09,3160,DEZ-II,Förderung v. Trägern d. Wohlfahrtspflege,"THH 9 Amt f. Kinder, Jugend, Familie",Förd.v.Trägern d.Wohlfahrtspflege,316001,"530 Amt f. Kinder, Jugend, Familie",2015,31,Aufwendungen,Soziale Hilfen
AMT-530,18.0,Dezernat II BMin Stuchlik,THH_09,3160,DEZ-II,Förderung v. Trägern d. Wohlfahrtspflege,"THH 9 Amt f. Kinder, Jugend, Familie",Förd.v.Trägern d.Wohlfahrtspflege,316001,"530 Amt f. Kinder, Jugend, Familie",2016,31,Erträge,Soziale Hilfen
AMT-530,612123.0,Dezernat II BMin Stuchlik,THH_09,3160,DEZ-II,Förderung v. Trägern d. Wohlfahrtspflege,"THH 9 Amt f. Kinder, Jugend, Familie",Förd.v.Trägern d.Wohlfahrtspflege,316001,"530 Amt f. Kinder, Jugend, Familie",2016,31,Aufwendungen,Soziale Hilfen
AMT-530,213.0,Dezernat II BMin Stuchlik,THH_09,3160,DEZ-II,Förderung v. Trägern d. Wohlfahrtspflege,"THH 9 Amt f. Kinder, Jugend, Familie",Förd.v.Trägern d.Wohlfahrtspflege,316001,"530 Amt f. Kinder, Jugend, Familie",2017,31,Erträge,Soziale Hilfen
AMT-530,680821.0,Dezernat II BMin Stuchlik,THH_09,3160,DEZ-II,Förderung v. Trägern d. Wohlfahrtspflege,"THH 9 Amt f. Kinder, Jugend, Familie",Förd.v.Trägern d.Wohlfahrtspflege,316001,"530 Amt f. Kinder, Jugend, Familie",2017,31,Aufwendungen,Soziale Hilfen
AMT-530,213.0,Dezernat II BMin Stuchlik,THH_09,3160,DEZ-II,Förderung v. Trägern d. Wohlfahrtspflege,"THH 9 Amt f. Kinder, Jugend, Familie",Förd.v.Trägern d.Wohlfahrtspflege,316001,"530 Amt f. Kinder, Jugend, Familie",2018,31,Erträge,Soziale Hilfen
AMT-530,692494.0,Dezernat II BMin Stuchlik,THH_09,3160,DEZ-II,Förderung v. Trägern d. Wohlfahrtspflege,"THH 9 Amt f. Kinder, Jugend, Familie",Förd.v.Trägern d.Wohlfahrtspflege,316001,"530 Amt f. Kinder, Jugend, Familie",2018,31,Aufwendungen,Soziale Hilfen
AMT-540,0.0,Dezernat III BM von Kirchbach,THH_14,3160,DEZ-III,Förderung v. Trägern d. Wohlfahrtspflege,THH 14 Amt f. Migration und Integration,Förderung v. Trägern d. Wohlfahrtspflege,316001,540 Amt f. Migration und Integration,2015,31,Erträge,Soziale Hilfen
AMT-540,-0.0,Dezernat III BM von Kirchbach,THH_14,3160,DEZ-III,Förderung v. Trägern d. Wohlfahrtspflege,THH 14 Amt f. Migration und Integration,Förderung v. Trägern d. Wohlfahrtspflege,316001,540 Amt f. Migration und Integration,2015,31,Aufwendungen,Soziale Hilfen
AMT-540,0.0,Dezernat III BM von Kirchbach,THH_14,3160,DEZ-III,Förderung v. Trägern d. Wohlfahrtspflege,THH 14 Amt f. Migration und Integration,Förderung v. Trägern d. Wohlfahrtspflege,316001,540 Amt f. Migration und Integration,2016,31,Erträge,Soziale Hilfen
AMT-540,-0.0,Dezernat III BM von Kirchbach,THH_14,3160,DEZ-III,Förderung v. Trägern d. Wohlfahrtspflege,THH 14 Amt f. Migration und Integration,Förderung v. Trägern d. Wohlfahrtspflege,316001,540 Amt f. Migration und Integration,2016,31,Aufwendungen,Soziale Hilfen
AMT-540,0.0,Dezernat III BM von Kirchbach,THH_14,3160,DEZ-III,Förderung v. Trägern d. Wohlfahrtspflege,THH 14 Amt f. Migration und Integration,Förderung v. Trägern d. Wohlfahrtspflege,316001,540 Amt f. Migration und Integration,2017,31,Erträge,Soziale Hilfen
AMT-540,675410.0,Dezernat III BM von Kirchbach,THH_14,3160,DEZ-III,Förderung v. Trägern d. Wohlfahrtspflege,THH 14 Amt f. Migration und Integration,Förderung v. Trägern d. Wohlfahrtspflege,316001,540 Amt f. Migration und Integration,2017,31,Aufwendungen,Soziale Hilfen
AMT-540,0.0,Dezernat III BM von Kirchbach,THH_14,3160,DEZ-III,Förderung v. Trägern d. Wohlfahrtspflege,THH 14 Amt f. Migration und Integration,Förderung v. Trägern d. Wohlfahrtspflege,316001,540 Amt f. Migration und Integration,2018,31,Erträge,Soziale Hilfen
AMT-540,812200.0,Dezernat III BM von Kirchbach,THH_14,3160,DEZ-III,Förderung v. Trägern d. Wohlfahrtspflege,THH 14 Amt f. Migration und Integration,Förderung v. Trägern d. Wohlfahrtspflege,316001,540 Amt f. Migration und Integration,2018,31,Aufwendungen,Soziale Hilfen
AMT-500,1667.0,Dezernat III BM von Kirchbach,THH_13,3170,DEZ-III,Betreuungsleistungen,"THH 13 Amt f. Soziales, Senioren",Wahrnehmung Aufg. Betreuungsgesetz,317001,"500 Amt f. Soziales, Senioren",2015,31,Erträge,Soziale Hilfen
AMT-500,532445.0,Dezernat III BM von Kirchbach,THH_13,3170,DEZ-III,Betreuungsleistungen,"THH 13 Amt f. Soziales, Senioren",Wahrnehmung Aufg. Betreuungsgesetz,317001,"500 Amt f. Soziales, Senioren",2015,31,Aufwendungen,Soziale Hilfen
AMT-500,1086.0,Dezernat III BM von Kirchbach,THH_13,3170,DEZ-III,Betreuungsleistungen,"THH 13 Amt f. Soziales, Senioren",Wahrnehmung Aufg. Betreuungsgesetz,317001,"500 Amt f. Soziales, Senioren",2016,31,Erträge,Soziale Hilfen
AMT-500,557382.0,Dezernat III BM von Kirchbach,THH_13,3170,DEZ-III,Betreuungsleistungen,"THH 13 Amt f. Soziales, Senioren",Wahrnehmung Aufg. Betreuungsgesetz,317001,"500 Amt f. Soziales, Senioren",2016,31,Aufwendungen,Soziale Hilfen
AMT-500,1183.0,Dezernat III BM von Kirchbach,THH_13,3170,DEZ-III,Betreuungsleistungen,"THH 13 Amt f. Soziales, Senioren",Wahrnehmung Aufg. Betreuungsgesetz,317001,"500 Amt f. Soziales, Senioren",2017,31,Erträge,Soziale Hilfen
AMT-500,562611.0,Dezernat III BM von Kirchbach,THH_13,3170,DEZ-III,Betreuungsleistungen,"THH 13 Amt f. Soziales, Senioren",Wahrnehmung Aufg. Betreuungsgesetz,317001,"500 Amt f. Soziales, Senioren",2017,31,Aufwendungen,Soziale Hilfen
AMT-500,1183.0,Dezernat III BM von Kirchbach,THH_13,3170,DEZ-III,Betreuungsleistungen,"THH 13 Amt f. Soziales, Senioren",Wahrnehmung Aufg. Betreuungsgesetz,317001,"500 Amt f. Soziales, Senioren",2018,31,Erträge,Soziale Hilfen
AMT-500,582009.0,Dezernat III BM von Kirchbach,THH_13,3170,DEZ-III,Betreuungsleistungen,"THH 13 Amt f. Soziales, Senioren",Wahrnehmung Aufg. Betreuungsgesetz,317001,"500 Amt f. Soziales, Senioren",2018,31,Aufwendungen,Soziale Hilfen
AMT-640,51.0,Dezernat IV EBM Neideck,THH_22,3180,DEZ-IV,Sonstige soziale Hilfen und Leistungen,"THH 22 Amt f. Liegenschaften, Wgwesen",Gewährung von Wohngeld,318001,"640 Amt f. Liegenschaften, Wgwesen",2015,31,Erträge,Soziale Hilfen
AMT-640,48438.0,Dezernat IV EBM Neideck,THH_22,3180,DEZ-IV,Sonstige soziale Hilfen und Leistungen,"THH 22 Amt f. Liegenschaften, Wgwesen",Gewährung von Wohngeld,318001,"640 Amt f. Liegenschaften, Wgwesen",2015,31,Aufwendungen,Soziale Hilfen
AMT-640,0.0,Dezernat IV EBM Neideck,THH_22,3180,DEZ-IV,Sonstige soziale Hilfen und Leistungen,"THH 22 Amt f. Liegenschaften, Wgwesen",Gewährung von Wohngeld,318001,"640 Amt f. Liegenschaften, Wgwesen",2016,31,Erträge,Soziale Hilfen
AMT-640,74843.0,Dezernat IV EBM Neideck,THH_22,3180,DEZ-IV,Sonstige soziale Hilfen und Leistungen,"THH 22 Amt f. Liegenschaften, Wgwesen",Gewährung von Wohngeld,318001,"640 Amt f. Liegenschaften, Wgwesen",2016,31,Aufwendungen,Soziale Hilfen
AMT-640,0.0,Dezernat IV EBM Neideck,THH_22,3180,DEZ-IV,Sonstige soziale Hilfen und Leistungen,"THH 22 Amt f. Liegenschaften, Wgwesen",Gewährung von Wohngeld,318001,"640 Amt f. Liegenschaften, Wgwesen",2017,31,Erträge,Soziale Hilfen
AMT-640,1070283.0,Dezernat IV EBM Neideck,THH_22,3180,DEZ-IV,Sonstige soziale Hilfen und Leistungen,"THH 22 Amt f. Liegenschaften, Wgwesen",Gewährung von Wohngeld,318001,"640 Amt f. Liegenschaften, Wgwesen",2017,31,Aufwendungen,Soziale Hilfen
AMT-640,0.0,Dezernat IV EBM Neideck,THH_22,3180,DEZ-IV,Sonstige soziale Hilfen und Leistungen,"THH 22 Amt f. Liegenschaften, Wgwesen",Gewährung von Wohngeld,318001,"640 Amt f. Liegenschaften, Wgwesen",2018,31,Erträge,Soziale Hilfen
AMT-640,1098216.0,Dezernat IV EBM Neideck,THH_22,3180,DEZ-IV,Sonstige soziale Hilfen und Leistungen,"THH 22 Amt f. Liegenschaften, Wgwesen",Gewährung von Wohngeld,318001,"640 Amt f. Liegenschaften, Wgwesen",2018,31,Aufwendungen,Soziale Hilfen
AMT-500,21674.0,Dezernat III BM von Kirchbach,THH_13,3180,DEZ-III,Sonstige soziale Hilfen und Leistungen,"THH 13 Amt f. Soziales, Senioren",Soziale Vergünstigungen und Sozialpässe,318002,"500 Amt f. Soziales, Senioren",2015,31,Erträge,Soziale Hilfen
AMT-500,171378.0,Dezernat III BM von Kirchbach,THH_13,3180,DEZ-III,Sonstige soziale Hilfen und Leistungen,"THH 13 Amt f. Soziales, Senioren",Soziale Vergünstigungen und Sozialpässe,318002,"500 Amt f. Soziales, Senioren",2015,31,Aufwendungen,Soziale Hilfen
AMT-500,23220.0,Dezernat III BM von Kirchbach,THH_13,3180,DEZ-III,Sonstige soziale Hilfen und Leistungen,"THH 13 Amt f. Soziales, Senioren",Soziale Vergünstigungen und Sozialpässe,318002,"500 Amt f. Soziales, Senioren",2016,31,Erträge,Soziale Hilfen
AMT-500,80482.0,Dezernat III BM von Kirchbach,THH_13,3180,DEZ-III,Sonstige soziale Hilfen und Leistungen,"THH 13 Amt f. Soziales, Senioren",Soziale Vergünstigungen und Sozialpässe,318002,"500 Amt f. Soziales, Senioren",2016,31,Aufwendungen,Soziale Hilfen
AMT-500,21900.0,Dezernat III BM von Kirchbach,THH_13,3180,DEZ-III,Sonstige soziale Hilfen und Leistungen,"THH 13 Amt f. Soziales, Senioren",Soziale Vergünstigungen und Sozialpässe,318002,"500 Amt f. Soziales, Senioren",2017,31,Erträge,Soziale Hilfen
AMT-500,1662012.0,Dezernat III BM von Kirchbach,THH_13,3180,DEZ-III,Sonstige soziale Hilfen und Leistungen,"THH 13 Amt f. Soziales, Senioren",Soziale Vergünstigungen und Sozialpässe,318002,"500 Amt f. Soziales, Senioren",2017,31,Aufwendungen,Soziale Hilfen
AMT-500,21900.0,Dezernat III BM von Kirchbach,THH_13,3180,DEZ-III,Sonstige soziale Hilfen und Leistungen,"THH 13 Amt f. Soziales, Senioren",Soziale Vergünstigungen und Sozialpässe,318002,"500 Amt f. Soziales, Senioren",2018,31,Erträge,Soziale Hilfen
AMT-500,1663612.0,Dezernat III BM von Kirchbach,THH_13,3180,DEZ-III,Sonstige soziale Hilfen und Leistungen,"THH 13 Amt f. Soziales, Senioren",Soziale Vergünstigungen und Sozialpässe,318002,"500 Amt f. Soziales, Senioren",2018,31,Aufwendungen,Soziale Hilfen
AMT-530,45015.0,Dezernat II BMin Stuchlik,THH_09,3180,DEZ-II,Sonstige soziale Hilfen und Leistungen,"THH 9 Amt f. Kinder, Jugend, Familie",Vermittlung v.Spenden u.Stiftungsmitteln,318002,"530 Amt f. Kinder, Jugend, Familie",2015,31,Erträge,Soziale Hilfen
AMT-530,45015.0,Dezernat II BMin Stuchlik,THH_09,3180,DEZ-II,Sonstige soziale Hilfen und Leistungen,"THH 9 Amt f. Kinder, Jugend, Familie",Vermittlung v.Spenden u.Stiftungsmitteln,318002,"530 Amt f. Kinder, Jugend, Familie",2015,31,Aufwendungen,Soziale Hilfen
AMT-530,57300.0,Dezernat II BMin Stuchlik,THH_09,3180,DEZ-II,Sonstige soziale Hilfen und Leistungen,"THH 9 Amt f. Kinder, Jugend, Familie",Vermittlung v.Spenden u.Stiftungsmitteln,318002,"530 Amt f. Kinder, Jugend, Familie",2016,31,Erträge,Soziale Hilfen
AMT-530,60000.0,Dezernat II BMin Stuchlik,THH_09,3180,DEZ-II,Sonstige soziale Hilfen und Leistungen,"THH 9 Amt f. Kinder, Jugend, Familie",Vermittlung v.Spenden u.Stiftungsmitteln,318002,"530 Amt f. Kinder, Jugend, Familie",2016,31,Aufwendungen,Soziale Hilfen
AMT-530,45132.0,Dezernat II BMin Stuchlik,THH_09,3180,DEZ-II,Sonstige soziale Hilfen und Leistungen,"THH 9 Amt f. Kinder, Jugend, Familie",Vermittlung v.Spenden u.Stiftungsmitteln,318002,"530 Amt f. Kinder, Jugend, Familie",2017,31,Erträge,Soziale Hilfen
AMT-530,55151.0,Dezernat II BMin Stuchlik,THH_09,3180,DEZ-II,Sonstige soziale Hilfen und Leistungen,"THH 9 Amt f. Kinder, Jugend, Familie",Vermittlung v.Spenden u.Stiftungsmitteln,318002,"530 Amt f. Kinder, Jugend, Familie",2017,31,Aufwendungen,Soziale Hilfen
AMT-530,45132.0,Dezernat II BMin Stuchlik,THH_09,3180,DEZ-II,Sonstige soziale Hilfen und Leistungen,"THH 9 Amt f. Kinder, Jugend, Familie",Vermittlung v.Spenden u.Stiftungsmitteln,318002,"530 Amt f. Kinder, Jugend, Familie",2018,31,Erträge,Soziale Hilfen
AMT-530,55852.0,Dezernat II BMin Stuchlik,THH_09,3180,DEZ-II,Sonstige soziale Hilfen und Leistungen,"THH 9 Amt f. Kinder, Jugend, Familie",Vermittlung v.Spenden u.Stiftungsmitteln,318002,"530 Amt f. Kinder, Jugend, Familie",2018,31,Aufwendungen,Soziale Hilfen
AMT-640,91822.0,Dezernat IV EBM Neideck,THH_22,3180,DEZ-IV,Sonstige soziale Hilfen und Leistungen,"THH 22 Amt f. Liegenschaften, Wgwesen",Schenkungen soziale Zwecke,318002,"640 Amt f. Liegenschaften, Wgwesen",2015,31,Erträge,Soziale Hilfen
AMT-640,145260.0,Dezernat IV EBM Neideck,THH_22,3180,DEZ-IV,Sonstige soziale Hilfen und Leistungen,"THH 22 Amt f. Liegenschaften, Wgwesen",Schenkungen soziale Zwecke,318002,"640 Amt f. Liegenschaften, Wgwesen",2015,31,Aufwendungen,Soziale Hilfen
AMT-640,80420.0,Dezernat IV EBM Neideck,THH_22,3180,DEZ-IV,Sonstige soziale Hilfen und Leistungen,"THH 22 Amt f. Liegenschaften, Wgwesen",Schenkungen soziale Zwecke,318002,"640 Amt f. Liegenschaften, Wgwesen",2016,31,Erträge,Soziale Hilfen
AMT-640,77867.0,Dezernat IV EBM Neideck,THH_22,3180,DEZ-IV,Sonstige soziale Hilfen und Leistungen,"THH 22 Amt f. Liegenschaften, Wgwesen",Schenkungen soziale Zwecke,318002,"640 Amt f. Liegenschaften, Wgwesen",2016,31,Aufwendungen,Soziale Hilfen
AMT-640,91660.0,Dezernat IV EBM Neideck,THH_22,3180,DEZ-IV,Sonstige soziale Hilfen und Leistungen,"THH 22 Amt f. Liegenschaften, Wgwesen",Schenkungen soziale Zwecke,318002,"640 Amt f. Liegenschaften, Wgwesen",2017,31,Erträge,Soziale Hilfen
AMT-640,170443.0,Dezernat IV EBM Neideck,THH_22,3180,DEZ-IV,Sonstige soziale Hilfen und Leistungen,"THH 22 Amt f. Liegenschaften, Wgwesen",Schenkungen soziale Zwecke,318002,"640 Amt f. Liegenschaften, Wgwesen",2017,31,Aufwendungen,Soziale Hilfen
AMT-640,91660.0,Dezernat IV EBM Neideck,THH_22,3180,DEZ-IV,Sonstige soziale Hilfen und Leistungen,"THH 22 Amt f. Liegenschaften, Wgwesen",Schenkungen soziale Zwecke,318002,"640 Amt f. Liegenschaften, Wgwesen",2018,31,Erträge,Soziale Hilfen
AMT-640,173589.0,Dezernat IV EBM Neideck,THH_22,3180,DEZ-IV,Sonstige soziale Hilfen und Leistungen,"THH 22 Amt f. Liegenschaften, Wgwesen",Schenkungen soziale Zwecke,318002,"640 Amt f. Liegenschaften, Wgwesen",2018,31,Aufwendungen,Soziale Hilfen
AMT-530,37.0,Dezernat II BMin Stuchlik,THH_09,3180,DEZ-II,Sonstige soziale Hilfen und Leistungen,"THH 9 Amt f. Kinder, Jugend, Familie",Hilfen zur Unterhaltssicherung,318004,"530 Amt f. Kinder, Jugend, Familie",2015,31,Erträge,Soziale Hilfen
AMT-530,14992.0,Dezernat II BMin Stuchlik,THH_09,3180,DEZ-II,Sonstige soziale Hilfen und Leistungen,"THH 9 Amt f. Kinder, Jugend, Familie",Hilfen zur Unterhaltssicherung,318004,"530 Amt f. Kinder, Jugend, Familie",2015,31,Aufwendungen,Soziale Hilfen
AMT-530,115.0,Dezernat II BMin Stuchlik,THH_09,3180,DEZ-II,Sonstige soziale Hilfen und Leistungen,"THH 9 Amt f. Kinder, Jugend, Familie",Hilfen zur Unterhaltssicherung,318004,"530 Amt f. Kinder, Jugend, Familie",2016,31,Erträge,Soziale Hilfen
AMT-530,17985.0,Dezernat II BMin Stuchlik,THH_09,3180,DEZ-II,Sonstige soziale Hilfen und Leistungen,"THH 9 Amt f. Kinder, Jugend, Familie",Hilfen zur Unterhaltssicherung,318004,"530 Amt f. Kinder, Jugend, Familie",2016,31,Aufwendungen,Soziale Hilfen
AMT-530,27.0,Dezernat II BMin Stuchlik,THH_09,3180,DEZ-II,Sonstige soziale Hilfen und Leistungen,"THH 9 Amt f. Kinder, Jugend, Familie",Hilfen zur Unterhaltssicherung,318004,"530 Amt f. Kinder, Jugend, Familie",2017,31,Erträge,Soziale Hilfen
AMT-530,13662.0,Dezernat II BMin Stuchlik,THH_09,3180,DEZ-II,Sonstige soziale Hilfen und Leistungen,"THH 9 Amt f. Kinder, Jugend, Familie",Hilfen zur Unterhaltssicherung,318004,"530 Amt f. Kinder, Jugend, Familie",2017,31,Aufwendungen,Soziale Hilfen
AMT-530,27.0,Dezernat II BMin Stuchlik,THH_09,3180,DEZ-II,Sonstige soziale Hilfen und Leistungen,"THH 9 Amt f. Kinder, Jugend, Familie",Hilfen zur Unterhaltssicherung,318004,"530 Amt f. Kinder, Jugend, Familie",2018,31,Erträge,Soziale Hilfen
AMT-530,14073.0,Dezernat II BMin Stuchlik,THH_09,3180,DEZ-II,Sonstige soziale Hilfen und Leistungen,"THH 9 Amt f. Kinder, Jugend, Familie",Hilfen zur Unterhaltssicherung,318004,"530 Amt f. Kinder, Jugend, Familie",2018,31,Aufwendungen,Soziale Hilfen
AMT-530,2229.0,Dezernat II BMin Stuchlik,THH_09,3180,DEZ-II,Sonstige soziale Hilfen und Leistungen,"THH 9 Amt f. Kinder, Jugend, Familie",Leistungen nach BAföG und AFBG,318005,"530 Amt f. Kinder, Jugend, Familie",2015,31,Erträge,Soziale Hilfen
AMT-530,363666.0,Dezernat II BMin Stuchlik,THH_09,3180,DEZ-II,Sonstige soziale Hilfen und Leistungen,"THH 9 Amt f. Kinder, Jugend, Familie",Leistungen nach BAföG und AFBG,318005,"530 Amt f. Kinder, Jugend, Familie",2015,31,Aufwendungen,Soziale Hilfen
AMT-530,3059.0,Dezernat II BMin Stuchlik,THH_09,3180,DEZ-II,Sonstige soziale Hilfen und Leistungen,"THH 9 Amt f. Kinder, Jugend, Familie",Leistungen nach BAföG und AFBG,318005,"530 Amt f. Kinder, Jugend, Familie",2016,31,Erträge,Soziale Hilfen
AMT-530,432951.0,Dezernat II BMin Stuchlik,THH_09,3180,DEZ-II,Sonstige soziale Hilfen und Leistungen,"THH 9 Amt f. Kinder, Jugend, Familie",Leistungen nach BAföG und AFBG,318005,"530 Amt f. Kinder, Jugend, Familie",2016,31,Aufwendungen,Soziale Hilfen
AMT-530,2309.0,Dezernat II BMin Stuchlik,THH_09,3180,DEZ-II,Sonstige soziale Hilfen und Leistungen,"THH 9 Amt f. Kinder, Jugend, Familie",Leistungen nach BAföG und AFBG,318005,"530 Amt f. Kinder, Jugend, Familie",2017,31,Erträge,Soziale Hilfen
AMT-530,331757.0,Dezernat II BMin Stuchlik,THH_09,3180,DEZ-II,Sonstige soziale Hilfen und Leistungen,"THH 9 Amt f. Kinder, Jugend, Familie",Leistungen nach BAföG und AFBG,318005,"530 Amt f. Kinder, Jugend, Familie",2017,31,Aufwendungen,Soziale Hilfen
AMT-530,2309.0,Dezernat II BMin Stuchlik,THH_09,3180,DEZ-II,Sonstige soziale Hilfen und Leistungen,"THH 9 Amt f. Kinder, Jugend, Familie",Leistungen nach BAföG und AFBG,318005,"530 Amt f. Kinder, Jugend, Familie",2018,31,Erträge,Soziale Hilfen
AMT-530,341614.0,Dezernat II BMin Stuchlik,THH_09,3180,DEZ-II,Sonstige soziale Hilfen und Leistungen,"THH 9 Amt f. Kinder, Jugend, Familie",Leistungen nach BAföG und AFBG,318005,"530 Amt f. Kinder, Jugend, Familie",2018,31,Aufwendungen,Soziale Hilfen
AMT-500,66684.0,Dezernat III BM von Kirchbach,THH_13,3180,DEZ-III,Sonstige soziale Hilfen und Leistungen,"THH 13 Amt f. Soziales, Senioren",Leist. im R. d. allg. Daseinsvorsorge,318006,"500 Amt f. Soziales, Senioren",2015,31,Erträge,Soziale Hilfen
AMT-500,844204.0,Dezernat III BM von Kirchbach,THH_13,3180,DEZ-III,Sonstige soziale Hilfen und Leistungen,"THH 13 Amt f. Soziales, Senioren",Leist. im R. d. allg. Daseinsvorsorge,318006,"500 Amt f. Soziales, Senioren",2015,31,Aufwendungen,Soziale Hilfen
AMT-500,36856.0,Dezernat III BM von Kirchbach,THH_13,3180,DEZ-III,Sonstige soziale Hilfen und Leistungen,"THH 13 Amt f. Soziales, Senioren",Leist. im R. d. allg. Daseinsvorsorge,318006,"500 Amt f. Soziales, Senioren",2016,31,Erträge,Soziale Hilfen
