Gruppierung Bezeichnung,Produktbereich,Produktbereich Bezeichnung,Produktgruppe,Produktgruppe Bezeichnung,Haushaltsjahr,Ertrag / Aufwand,Betrag,Haushalt
Privatrechtliche Leistungsentgelte,16,Nahverkehr und ÖPNV,16.03,Verkehrsanlagen,2017,Erträge,758000.0,Soll
Privatrechtliche Leistungsentgelte,16,Nahverkehr und ÖPNV,16.03,Verkehrsanlagen,2018,Erträge,758000.0,Plan
Privatrechtliche Leistungsentgelte,16,Nahverkehr und ÖPNV,16.03,Verkehrsanlagen,2019,Erträge,758000.0,Plan
Privatrechtliche Leistungsentgelte,16,Nahverkehr und ÖPNV,16.03,Verkehrsanlagen,2020,Erträge,758000.0,Plan
Privatrechtliche Leistungsentgelte,16,Nahverkehr und ÖPNV,16.08,Parkierungseinrichtungen,2015,Erträge,2617360.44,Soll
Privatrechtliche Leistungsentgelte,16,Nahverkehr und ÖPNV,16.08,Parkierungseinrichtungen,2016,Erträge,116000.0,Soll
Privatrechtliche Leistungsentgelte,16,Nahverkehr und ÖPNV,16.08,Parkierungseinrichtungen,2017,Erträge,1016000.0,Soll
Privatrechtliche Leistungsentgelte,16,Nahverkehr und ÖPNV,16.08,Parkierungseinrichtungen,2018,Erträge,1011000.0,Plan
Privatrechtliche Leistungsentgelte,16,Nahverkehr und ÖPNV,16.08,Parkierungseinrichtungen,2019,Erträge,1006000.0,Plan
Privatrechtliche Leistungsentgelte,16,Nahverkehr und ÖPNV,16.08,Parkierungseinrichtungen,2020,Erträge,1006000.0,Plan
Privatrechtliche Leistungsentgelte,17,Wohnen,17.01,Wohnen,2015,Erträge,40063.22,Soll
Privatrechtliche Leistungsentgelte,17,Wohnen,17.01,Wohnen,2016,Erträge,56000.0,Soll
Privatrechtliche Leistungsentgelte,17,Wohnen,17.01,Wohnen,2017,Erträge,46000.0,Soll
Privatrechtliche Leistungsentgelte,17,Wohnen,17.01,Wohnen,2018,Erträge,46000.0,Plan
Privatrechtliche Leistungsentgelte,17,Wohnen,17.01,Wohnen,2019,Erträge,46000.0,Plan
Privatrechtliche Leistungsentgelte,17,Wohnen,17.01,Wohnen,2020,Erträge,46000.0,Plan
Privatrechtliche Leistungsentgelte,18,Soziales,18.01,Leistungen des Jugend- und Sozialamtes,2015,Erträge,671055.45,Soll
Privatrechtliche Leistungsentgelte,18,Soziales,18.01,Leistungen des Jugend- und Sozialamtes,2016,Erträge,695000.0,Soll
Privatrechtliche Leistungsentgelte,18,Soziales,18.01,Leistungen des Jugend- und Sozialamtes,2017,Erträge,695000.0,Soll
Privatrechtliche Leistungsentgelte,18,Soziales,18.01,Leistungen des Jugend- und Sozialamtes,2018,Erträge,695000.0,Plan
Privatrechtliche Leistungsentgelte,18,Soziales,18.01,Leistungen des Jugend- und Sozialamtes,2019,Erträge,695000.0,Plan
Privatrechtliche Leistungsentgelte,18,Soziales,18.01,Leistungen des Jugend- und Sozialamtes,2020,Erträge,695000.0,Plan
Privatrechtliche Leistungsentgelte,19,Gesundheit,19.01,Infektiologie,2015,Erträge,1714.55,Soll
Privatrechtliche Leistungsentgelte,19,Gesundheit,19.02,Medizinische Dienste und Hygiene,2015,Erträge,604725.5,Soll
Privatrechtliche Leistungsentgelte,19,Gesundheit,19.02,Medizinische Dienste und Hygiene,2016,Erträge,498000.0,Soll
Privatrechtliche Leistungsentgelte,19,Gesundheit,19.02,Medizinische Dienste und Hygiene,2017,Erträge,498000.0,Soll
Privatrechtliche Leistungsentgelte,19,Gesundheit,19.02,Medizinische Dienste und Hygiene,2018,Erträge,498000.0,Plan
Privatrechtliche Leistungsentgelte,19,Gesundheit,19.02,Medizinische Dienste und Hygiene,2019,Erträge,498000.0,Plan
Privatrechtliche Leistungsentgelte,19,Gesundheit,19.02,Medizinische Dienste und Hygiene,2020,Erträge,498000.0,Plan
Privatrechtliche Leistungsentgelte,19,Gesundheit,19.03,Kinder- und Jugendmedizin,2015,Erträge,348.76,Soll
Privatrechtliche Leistungsentgelte,19,Gesundheit,19.04,Psychiatrie,2015,Erträge,4092.64,Soll
Privatrechtliche Leistungsentgelte,19,Gesundheit,19.04,Psychiatrie,2016,Erträge,5000.0,Soll
Privatrechtliche Leistungsentgelte,19,Gesundheit,19.04,Psychiatrie,2017,Erträge,5000.0,Soll
Privatrechtliche Leistungsentgelte,19,Gesundheit,19.04,Psychiatrie,2018,Erträge,5000.0,Plan
Privatrechtliche Leistungsentgelte,19,Gesundheit,19.04,Psychiatrie,2019,Erträge,5000.0,Plan
Privatrechtliche Leistungsentgelte,19,Gesundheit,19.04,Psychiatrie,2020,Erträge,5000.0,Plan
Privatrechtliche Leistungsentgelte,19,Gesundheit,19.05,"Drogen-, Sucht- und Präventionsthemen",2015,Erträge,3584.28,Soll
Privatrechtliche Leistungsentgelte,20,Bildung,20.01,Schulbetriebsmanagement/pädag. Aufgaben,2015,Erträge,278626.17,Soll
Privatrechtliche Leistungsentgelte,20,Bildung,20.01,Schulbetriebsmanagement/pädag. Aufgaben,2016,Erträge,173000.0,Soll
Privatrechtliche Leistungsentgelte,20,Bildung,20.01,Schulbetriebsmanagement/pädag. Aufgaben,2017,Erträge,173000.0,Soll
Privatrechtliche Leistungsentgelte,20,Bildung,20.01,Schulbetriebsmanagement/pädag. Aufgaben,2018,Erträge,173000.0,Plan
Privatrechtliche Leistungsentgelte,20,Bildung,20.01,Schulbetriebsmanagement/pädag. Aufgaben,2019,Erträge,173000.0,Plan
Privatrechtliche Leistungsentgelte,20,Bildung,20.01,Schulbetriebsmanagement/pädag. Aufgaben,2020,Erträge,173000.0,Plan
Privatrechtliche Leistungsentgelte,20,Bildung,20.04,"Jugend- und Erwachsenenbildung, Kinderbüro",2015,Erträge,,Soll
Privatrechtliche Leistungsentgelte,20,Bildung,20.07,Angebote der Stadtbücherei,2015,Erträge,413361.56,Soll
Privatrechtliche Leistungsentgelte,20,Bildung,20.07,Angebote der Stadtbücherei,2016,Erträge,620000.0,Soll
Privatrechtliche Leistungsentgelte,20,Bildung,20.07,Angebote der Stadtbücherei,2017,Erträge,560000.0,Soll
Privatrechtliche Leistungsentgelte,20,Bildung,20.07,Angebote der Stadtbücherei,2018,Erträge,560000.0,Plan
Privatrechtliche Leistungsentgelte,20,Bildung,20.07,Angebote der Stadtbücherei,2019,Erträge,560000.0,Plan
Privatrechtliche Leistungsentgelte,20,Bildung,20.07,Angebote der Stadtbücherei,2020,Erträge,560000.0,Plan
Privatrechtliche Leistungsentgelte,20,Bildung,20.13,Frankfurter Kinderbüro,2015,Erträge,14074.72,Soll
Privatrechtliche Leistungsentgelte,20,Bildung,20.13,Frankfurter Kinderbüro,2017,Erträge,11000.0,Soll
Privatrechtliche Leistungsentgelte,20,Bildung,20.13,Frankfurter Kinderbüro,2018,Erträge,11000.0,Plan
Privatrechtliche Leistungsentgelte,20,Bildung,20.13,Frankfurter Kinderbüro,2019,Erträge,11000.0,Plan
Privatrechtliche Leistungsentgelte,20,Bildung,20.13,Frankfurter Kinderbüro,2020,Erträge,11000.0,Plan
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.01,Kulturelle Dienstleistungen und Projekte,2015,Erträge,2425542.55,Soll
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.01,Kulturelle Dienstleistungen und Projekte,2016,Erträge,1800000.0,Soll
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.01,Kulturelle Dienstleistungen und Projekte,2017,Erträge,1720000.0,Soll
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.01,Kulturelle Dienstleistungen und Projekte,2018,Erträge,1720000.0,Plan
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.01,Kulturelle Dienstleistungen und Projekte,2019,Erträge,1720000.0,Plan
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.01,Kulturelle Dienstleistungen und Projekte,2020,Erträge,1720000.0,Plan
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.05,Zoologischer Garten Frankfurt,2015,Erträge,5215984.63,Soll
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.05,Zoologischer Garten Frankfurt,2016,Erträge,4319000.0,Soll
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.05,Zoologischer Garten Frankfurt,2017,Erträge,4319000.0,Soll
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.05,Zoologischer Garten Frankfurt,2018,Erträge,4319000.0,Plan
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.05,Zoologischer Garten Frankfurt,2019,Erträge,4319000.0,Plan
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.05,Zoologischer Garten Frankfurt,2020,Erträge,4319000.0,Plan
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.14,Sporthallen,2015,Erträge,3379649.4,Soll
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.14,Sporthallen,2016,Erträge,2890000.0,Soll
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.14,Sporthallen,2017,Erträge,2890000.0,Soll
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.14,Sporthallen,2018,Erträge,2890000.0,Plan
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.14,Sporthallen,2019,Erträge,2890000.0,Plan
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.14,Sporthallen,2020,Erträge,2890000.0,Plan
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.15,Sportstätten und Sportstättenvergabe,2015,Erträge,1230492.18,Soll
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.15,Sportstätten und Sportstättenvergabe,2016,Erträge,1323000.0,Soll
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.15,Sportstätten und Sportstättenvergabe,2017,Erträge,1323000.0,Soll
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.15,Sportstätten und Sportstättenvergabe,2018,Erträge,1323000.0,Plan
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.15,Sportstätten und Sportstättenvergabe,2019,Erträge,1323000.0,Plan
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.15,Sportstätten und Sportstättenvergabe,2020,Erträge,1323000.0,Plan
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.16,Sportförderung,2015,Erträge,31344.54,Soll
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.18,Archäologisches Museum,2015,Erträge,107055.9,Soll
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.18,Archäologisches Museum,2016,Erträge,165000.0,Soll
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.18,Archäologisches Museum,2017,Erträge,165000.0,Soll
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.18,Archäologisches Museum,2018,Erträge,165000.0,Plan
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.18,Archäologisches Museum,2019,Erträge,165000.0,Plan
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.18,Archäologisches Museum,2020,Erträge,165000.0,Plan
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.21,Historisches Museum,2015,Erträge,480963.11,Soll
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.21,Historisches Museum,2016,Erträge,445000.0,Soll
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.21,Historisches Museum,2017,Erträge,445000.0,Soll
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.21,Historisches Museum,2018,Erträge,445000.0,Plan
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.21,Historisches Museum,2019,Erträge,445000.0,Plan
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.21,Historisches Museum,2020,Erträge,445000.0,Plan
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.22,Museum für Angewandte Kunst,2015,Erträge,193374.62,Soll
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.22,Museum für Angewandte Kunst,2016,Erträge,200000.0,Soll
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.22,Museum für Angewandte Kunst,2017,Erträge,300000.0,Soll
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.22,Museum für Angewandte Kunst,2018,Erträge,300000.0,Plan
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.22,Museum für Angewandte Kunst,2019,Erträge,300000.0,Plan
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.22,Museum für Angewandte Kunst,2020,Erträge,300000.0,Plan
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.23,Museum der Weltkulturen,2015,Erträge,36937.73,Soll
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.23,Museum der Weltkulturen,2016,Erträge,100000.0,Soll
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.23,Museum der Weltkulturen,2017,Erträge,60000.0,Soll
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.23,Museum der Weltkulturen,2018,Erträge,60000.0,Plan
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.23,Museum der Weltkulturen,2019,Erträge,60000.0,Plan
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.23,Museum der Weltkulturen,2020,Erträge,60000.0,Plan
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.24,Deutsches Architekturmuseum,2015,Erträge,420243.35,Soll
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.24,Deutsches Architekturmuseum,2016,Erträge,330000.0,Soll
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.24,Deutsches Architekturmuseum,2017,Erträge,195000.0,Soll
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.24,Deutsches Architekturmuseum,2018,Erträge,195000.0,Plan
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.24,Deutsches Architekturmuseum,2019,Erträge,195000.0,Plan
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.24,Deutsches Architekturmuseum,2020,Erträge,195000.0,Plan
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.25,Museum für Moderne Kunst,2015,Erträge,611222.62,Soll
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.25,Museum für Moderne Kunst,2016,Erträge,340000.0,Soll
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.25,Museum für Moderne Kunst,2017,Erträge,360000.0,Soll
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.25,Museum für Moderne Kunst,2018,Erträge,360000.0,Plan
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.25,Museum für Moderne Kunst,2019,Erträge,360000.0,Plan
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.25,Museum für Moderne Kunst,2020,Erträge,360000.0,Plan
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.26,Jüdisches Museum,2015,Erträge,67957.96,Soll
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.26,Jüdisches Museum,2016,Erträge,50000.0,Soll
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.26,Jüdisches Museum,2017,Erträge,50000.0,Soll
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.26,Jüdisches Museum,2018,Erträge,50000.0,Plan
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.26,Jüdisches Museum,2019,Erträge,50000.0,Plan
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.26,Jüdisches Museum,2020,Erträge,50000.0,Plan
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.27,Institut für Stadtgeschichte,2015,Erträge,110156.62,Soll
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.27,Institut für Stadtgeschichte,2016,Erträge,85000.0,Soll
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.27,Institut für Stadtgeschichte,2017,Erträge,115000.0,Soll
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.27,Institut für Stadtgeschichte,2018,Erträge,115000.0,Plan
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.27,Institut für Stadtgeschichte,2019,Erträge,115000.0,Plan
Privatrechtliche Leistungsentgelte,21,"Kultur, Freizeit und Sport",21.27,Institut für Stadtgeschichte,2020,Erträge,115000.0,Plan
Privatrechtliche Leistungsentgelte,22,Umwelt,22.01,Umweltplanung und Umweltservice,2015,Erträge,20004.4,Soll
Privatrechtliche Leistungsentgelte,22,Umwelt,22.02,Umweltcontrolling,2015,Erträge,4737.21,Soll
Privatrechtliche Leistungsentgelte,22,Umwelt,22.02,Umweltcontrolling,2016,Erträge,25000.0,Soll
Privatrechtliche Leistungsentgelte,22,Umwelt,22.02,Umweltcontrolling,2017,Erträge,5000.0,Soll
Privatrechtliche Leistungsentgelte,22,Umwelt,22.02,Umweltcontrolling,2018,Erträge,5000.0,Plan
Privatrechtliche Leistungsentgelte,22,Umwelt,22.02,Umweltcontrolling,2019,Erträge,5000.0,Plan
Privatrechtliche Leistungsentgelte,22,Umwelt,22.02,Umweltcontrolling,2020,Erträge,5000.0,Plan
Privatrechtliche Leistungsentgelte,22,Umwelt,22.03,Anlagen der Abfallwirtschaft,2015,Erträge,282890.1,Soll
Privatrechtliche Leistungsentgelte,22,Umwelt,22.04,Energie und Klimaschutz,2015,Erträge,103773.51,Soll
Privatrechtliche Leistungsentgelte,22,Umwelt,22.04,Energie und Klimaschutz,2016,Erträge,5000.0,Soll
Privatrechtliche Leistungsentgelte,22,Umwelt,22.04,Energie und Klimaschutz,2017,Erträge,5000.0,Soll
Privatrechtliche Leistungsentgelte,22,Umwelt,22.04,Energie und Klimaschutz,2018,Erträge,5000.0,Plan
Privatrechtliche Leistungsentgelte,22,Umwelt,22.04,Energie und Klimaschutz,2019,Erträge,5000.0,Plan
Privatrechtliche Leistungsentgelte,22,Umwelt,22.04,Energie und Klimaschutz,2020,Erträge,5000.0,Plan
Privatrechtliche Leistungsentgelte,22,Umwelt,22.07,StadtForst,2015,Erträge,957959.24,Soll
Privatrechtliche Leistungsentgelte,22,Umwelt,22.07,StadtForst,2016,Erträge,770000.0,Soll
Privatrechtliche Leistungsentgelte,22,Umwelt,22.07,StadtForst,2017,Erträge,870000.0,Soll
Privatrechtliche Leistungsentgelte,22,Umwelt,22.07,StadtForst,2018,Erträge,870000.0,Plan
Privatrechtliche Leistungsentgelte,22,Umwelt,22.07,StadtForst,2019,Erträge,870000.0,Plan
Privatrechtliche Leistungsentgelte,22,Umwelt,22.07,StadtForst,2020,Erträge,870000.0,Plan
Privatrechtliche Leistungsentgelte,22,Umwelt,22.09,Grün- und Freiflächen,2015,Erträge,155297.0,Soll
Privatrechtliche Leistungsentgelte,22,Umwelt,22.09,Grün- und Freiflächen,2016,Erträge,121000.0,Soll
Privatrechtliche Leistungsentgelte,22,Umwelt,22.09,Grün- und Freiflächen,2017,Erträge,141000.0,Soll
Privatrechtliche Leistungsentgelte,22,Umwelt,22.09,Grün- und Freiflächen,2018,Erträge,141000.0,Plan
Privatrechtliche Leistungsentgelte,22,Umwelt,22.09,Grün- und Freiflächen,2019,Erträge,141000.0,Plan
Privatrechtliche Leistungsentgelte,22,Umwelt,22.09,Grün- und Freiflächen,2020,Erträge,141000.0,Plan
Privatrechtliche Leistungsentgelte,22,Umwelt,22.1,"Friedhöfe, Bestattungen und Städt. Pietät",2015,Erträge,1721478.22,Soll
Privatrechtliche Leistungsentgelte,22,Umwelt,22.1,"Friedhöfe, Bestattungen und Städt. Pietät",2016,Erträge,2021000.0,Soll
Privatrechtliche Leistungsentgelte,22,Umwelt,22.1,"Friedhöfe, Bestattungen und Städt. Pietät",2017,Erträge,1947000.0,Soll
Privatrechtliche Leistungsentgelte,22,Umwelt,22.1,"Friedhöfe, Bestattungen und Städt. Pietät",2018,Erträge,1957000.0,Plan
Privatrechtliche Leistungsentgelte,22,Umwelt,22.1,"Friedhöfe, Bestattungen und Städt. Pietät",2019,Erträge,1967000.0,Plan
Privatrechtliche Leistungsentgelte,22,Umwelt,22.1,"Friedhöfe, Bestattungen und Städt. Pietät",2020,Erträge,1978000.0,Plan
Privatrechtliche Leistungsentgelte,22,Umwelt,22.11,Palmengarten,2015,Erträge,2621260.22,Soll
Privatrechtliche Leistungsentgelte,22,Umwelt,22.11,Palmengarten,2016,Erträge,2413000.0,Soll
Privatrechtliche Leistungsentgelte,22,Umwelt,22.11,Palmengarten,2017,Erträge,2373000.0,Soll
Privatrechtliche Leistungsentgelte,22,Umwelt,22.11,Palmengarten,2018,Erträge,2513000.0,Plan
Privatrechtliche Leistungsentgelte,22,Umwelt,22.11,Palmengarten,2019,Erträge,2513000.0,Plan
Privatrechtliche Leistungsentgelte,22,Umwelt,22.11,Palmengarten,2020,Erträge,2513000.0,Plan
Privatrechtliche Leistungsentgelte,22,Umwelt,22.13,Straßenreinigung,2015,Erträge,12374079.55,Soll
Privatrechtliche Leistungsentgelte,22,Umwelt,22.13,Straßenreinigung,2016,Erträge,13279000.0,Soll
Privatrechtliche Leistungsentgelte,22,Umwelt,22.13,Straßenreinigung,2017,Erträge,13021000.0,Soll
Privatrechtliche Leistungsentgelte,22,Umwelt,22.13,Straßenreinigung,2018,Erträge,13281000.0,Plan
Privatrechtliche Leistungsentgelte,22,Umwelt,22.13,Straßenreinigung,2019,Erträge,13688000.0,Plan
Privatrechtliche Leistungsentgelte,22,Umwelt,22.13,Straßenreinigung,2020,Erträge,13948000.0,Plan
Privatrechtliche Leistungsentgelte,30,"Amt OB, Betreuung der Gremien",30.01,Leitung der Stadtverwaltung,2015,Erträge,395.4,Soll
Privatrechtliche Leistungsentgelte,30,"Amt OB, Betreuung der Gremien",30.01,Leitung der Stadtverwaltung,2016,Erträge,1000.0,Soll
Privatrechtliche Leistungsentgelte,30,"Amt OB, Betreuung der Gremien",30.01,Leitung der Stadtverwaltung,2018,Erträge,0.0,Plan
Privatrechtliche Leistungsentgelte,30,"Amt OB, Betreuung der Gremien",30.01,Leitung der Stadtverwaltung,2019,Erträge,0.0,Plan
Privatrechtliche Leistungsentgelte,30,"Amt OB, Betreuung der Gremien",30.01,Leitung der Stadtverwaltung,2020,Erträge,0.0,Plan
Privatrechtliche Leistungsentgelte,30,"Amt OB, Betreuung der Gremien",30.02,Stadtverordnetenversammlung/Ortsbeiräte,2015,Erträge,5032.4,Soll
Privatrechtliche Leistungsentgelte,30,"Amt OB, Betreuung der Gremien",30.02,Stadtverordnetenversammlung/Ortsbeiräte,2016,Erträge,0.0,Soll
Privatrechtliche Leistungsentgelte,30,"Amt OB, Betreuung der Gremien",30.02,Stadtverordnetenversammlung/Ortsbeiräte,2018,Erträge,0.0,Plan
Privatrechtliche Leistungsentgelte,30,"Amt OB, Betreuung der Gremien",30.02,Stadtverordnetenversammlung/Ortsbeiräte,2019,Erträge,0.0,Plan
Privatrechtliche Leistungsentgelte,30,"Amt OB, Betreuung der Gremien",30.02,Stadtverordnetenversammlung/Ortsbeiräte,2020,Erträge,0.0,Plan
Privatrechtliche Leistungsentgelte,30,"Amt OB, Betreuung der Gremien",30.03,Betreuung des Magistrats,2015,Erträge,500.0,Soll
Privatrechtliche Leistungsentgelte,30,"Amt OB, Betreuung der Gremien",30.04,Stadtmarketing,2017,Erträge,4000.0,Soll
Privatrechtliche Leistungsentgelte,30,"Amt OB, Betreuung der Gremien",30.04,Stadtmarketing,2018,Erträge,4000.0,Plan
Privatrechtliche Leistungsentgelte,30,"Amt OB, Betreuung der Gremien",30.04,Stadtmarketing,2019,Erträge,4000.0,Plan
Privatrechtliche Leistungsentgelte,30,"Amt OB, Betreuung der Gremien",30.04,Stadtmarketing,2020,Erträge,4000.0,Plan
Privatrechtliche Leistungsentgelte,31,Finanzen,31.01,Steuerungsunterstützung und Controlling,2015,Erträge,144130.0,Soll
Privatrechtliche Leistungsentgelte,31,Finanzen,31.01,Steuerungsunterstützung und Controlling,2016,Erträge,144000.0,Soll
Privatrechtliche Leistungsentgelte,31,Finanzen,31.01,Steuerungsunterstützung und Controlling,2017,Erträge,144000.0,Soll
Privatrechtliche Leistungsentgelte,31,Finanzen,31.01,Steuerungsunterstützung und Controlling,2018,Erträge,144000.0,Plan
Privatrechtliche Leistungsentgelte,31,Finanzen,31.01,Steuerungsunterstützung und Controlling,2019,Erträge,144000.0,Plan
Privatrechtliche Leistungsentgelte,31,Finanzen,31.01,Steuerungsunterstützung und Controlling,2020,Erträge,144000.0,Plan
Privatrechtliche Leistungsentgelte,31,Finanzen,31.02,Finanzdienstleistungen,2015,Erträge,401600.28,Soll
Privatrechtliche Leistungsentgelte,31,Finanzen,31.02,Finanzdienstleistungen,2016,Erträge,402000.0,Soll
Privatrechtliche Leistungsentgelte,31,Finanzen,31.02,Finanzdienstleistungen,2017,Erträge,402000.0,Soll
Privatrechtliche Leistungsentgelte,31,Finanzen,31.02,Finanzdienstleistungen,2018,Erträge,402000.0,Plan
Privatrechtliche Leistungsentgelte,31,Finanzen,31.02,Finanzdienstleistungen,2019,Erträge,402000.0,Plan
Privatrechtliche Leistungsentgelte,31,Finanzen,31.02,Finanzdienstleistungen,2020,Erträge,402000.0,Plan
Privatrechtliche Leistungsentgelte,31,Finanzen,31.03,Finanzverwaltung,2015,Erträge,75360.0,Soll
Privatrechtliche Leistungsentgelte,31,Finanzen,31.03,Finanzverwaltung,2016,Erträge,93000.0,Soll
Privatrechtliche Leistungsentgelte,31,Finanzen,31.03,Finanzverwaltung,2017,Erträge,93000.0,Soll
Privatrechtliche Leistungsentgelte,31,Finanzen,31.03,Finanzverwaltung,2018,Erträge,93000.0,Plan
Privatrechtliche Leistungsentgelte,31,Finanzen,31.03,Finanzverwaltung,2019,Erträge,93000.0,Plan
Privatrechtliche Leistungsentgelte,31,Finanzen,31.03,Finanzverwaltung,2020,Erträge,93000.0,Plan
Privatrechtliche Leistungsentgelte,31,Finanzen,31.04,Dienstleistungen des Amtes 21,2015,Erträge,7961.72,Soll
Privatrechtliche Leistungsentgelte,31,Finanzen,31.04,Dienstleistungen des Amtes 21,2016,Erträge,3000.0,Soll
Privatrechtliche Leistungsentgelte,31,Finanzen,31.04,Dienstleistungen des Amtes 21,2017,Erträge,3000.0,Soll
Privatrechtliche Leistungsentgelte,31,Finanzen,31.04,Dienstleistungen des Amtes 21,2018,Erträge,3000.0,Plan
Privatrechtliche Leistungsentgelte,31,Finanzen,31.04,Dienstleistungen des Amtes 21,2019,Erträge,3000.0,Plan
Privatrechtliche Leistungsentgelte,31,Finanzen,31.04,Dienstleistungen des Amtes 21,2020,Erträge,3000.0,Plan
Privatrechtliche Leistungsentgelte,31,Finanzen,31.05,Steuern und sonstige Abgaben,2015,Erträge,0.0,Soll
Privatrechtliche Leistungsentgelte,31,Finanzen,31.05,Steuern und sonstige Abgaben,2016,Erträge,0.0,Soll
