ID;Jahr;Haushalt Art;Einzelplan (W);Bezeichnung EP (W);Einzelplan|Bezeichnung (F);Gliederung;Bezeichnung Gliederung;Gliederung|Bezeichnung (F);Gruppierung;Bezeichnung;Gruppierung|Bezeichnung (F);Einnahme|Ausgabe;Betrag;Ansatz|Rechnung
11195;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5041;Veterinärwesen;5041 - Veterinärwesen;4440;Beiträge zur gesetzlichen Sozialversicherung Tariflich Beschäftigte;4440 - Beiträge zur gesetzlichen Sozialversicherung Tariflich Beschäftigte;Ausgabe;1327,79;Rechnung
11196;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5041;Veterinärwesen;5041 - Veterinärwesen;4590;Beihilfen, Unterstützungen und Ähnl.;4590 - Beihilfen, Unterstützungen und Ähnl.;Ausgabe;11127,32;Rechnung
11197;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5041;Veterinärwesen;5041 - Veterinärwesen;4590;Beihilfen, Unterstützungen und Ähnl. (Versorgungsempfänger);4590 - Beihilfen, Unterstützungen und Ähnl. (Versorgungsempfänger);Ausgabe;21783,75;Rechnung
11198;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5041;Veterinärwesen;5041 - Veterinärwesen;4690;Personalnebenausgaben ZVK-Pauschalsteuer;4690 - Personalnebenausgaben ZVK-Pauschalsteuer;Ausgabe;36,60;Rechnung
11199;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5041;Veterinärwesen;5041 - Veterinärwesen;5200;Verwaltungs- und Zweckaus- stattung;5200 - Verwaltungs- und Zweckaus- stattung;Ausgabe;0,00;Rechnung
11200;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5041;Veterinärwesen;5041 - Veterinärwesen;5280;Sonstige Gebrauchsgegenstände;5280 - Sonstige Gebrauchsgegenstände;Ausgabe;1167,02;Rechnung
11201;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5041;Veterinärwesen;5041 - Veterinärwesen;5340;Leasing von Maschinen, Geräte, Fahrzeuge;5340 - Leasing von Maschinen, Geräte, Fahrzeuge;Ausgabe;3229,70;Rechnung
11202;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5041;Veterinärwesen;5041 - Veterinärwesen;5622;Fortbildung und Umschulung;5622 - Fortbildung und Umschulung;Ausgabe;4063,90;Rechnung
11203;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5041;Veterinärwesen;5041 - Veterinärwesen;6370;Sachbedarf für EDV-Anlagen (Betrieb Multifunktionsgeräte);6370 - Sachbedarf für EDV-Anlagen (Betrieb Multifunktionsgeräte);Ausgabe;0,00;Rechnung
11204;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5041;Veterinärwesen;5041 - Veterinärwesen;6500;Allgemeiner Bürobedarf;6500 - Allgemeiner Bürobedarf;Ausgabe;288,00;Rechnung
11205;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5041;Veterinärwesen;5041 - Veterinärwesen;6510;Bücher und Zeitschriften;6510 - Bücher und Zeitschriften;Ausgabe;1660,76;Rechnung
11206;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5041;Veterinärwesen;5041 - Veterinärwesen;6541;Reise- und Fahrtkosten;6541 - Reise- und Fahrtkosten;Ausgabe;512,41;Rechnung
11207;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5041;Veterinärwesen;5041 - Veterinärwesen;6589;Sonstige Geschäftsausgaben;6589 - Sonstige Geschäftsausgaben;Ausgabe;14898,37;Rechnung
11208;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5041;Veterinärwesen;5041 - Veterinärwesen;6799;Innere Verrechnung ITK-Leistungen (Miete Kopierer|Multifunktionsgeräte);6799 - Innere Verrechnung ITK-Leistungen (Miete Kopierer|Multifunktionsgeräte);Ausgabe;266,59;Rechnung
11209;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5041;Veterinärwesen;5041 - Veterinärwesen;6799;Innere Verrechnung ITK-Leistungen KommunalBIT (Netzbetrieb);6799 - Innere Verrechnung ITK-Leistungen KommunalBIT (Netzbetrieb);Ausgabe;1226,52;Rechnung
11210;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5041;Veterinärwesen;5041 - Veterinärwesen;6799;Innere Verrechnung ITK-Leistungen KommunalBIT (TK-Management);6799 - Innere Verrechnung ITK-Leistungen KommunalBIT (TK-Management);Ausgabe;1098,17;Rechnung
11211;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5041;Veterinärwesen;5041 - Veterinärwesen;6799;Innere Verrechnung ITK-Leistungen KommunalBIT (Arbeitsplatzsysteme);6799 - Innere Verrechnung ITK-Leistungen KommunalBIT (Arbeitsplatzsysteme);Ausgabe;3183,80;Rechnung
11212;2018;Vermögen;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5041;Veterinärwesen;5041 - Veterinärwesen;9350;Neuanschaffung von bewegl. Sachen des Anlagevermögens;9350 - Neuanschaffung von bewegl. Sachen des Anlagevermögens;Ausgabe;3002,73;Rechnung
11213;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5042;Sachausgaben für den Vollzug des Futtermittelrechts;5042 - Sachausgaben für den Vollzug des Futtermittelrechts;4100;Beamtenbezüge;4100 - Beamtenbezüge;Ausgabe;1284,37;Rechnung
11214;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5042;Sachausgaben für den Vollzug des Futtermittelrechts;5042 - Sachausgaben für den Vollzug des Futtermittelrechts;4110;Zuführungen zur Versorgungsrücklage Beamte;4110 - Zuführungen zur Versorgungsrücklage Beamte;Ausgabe;7,32;Rechnung
11215;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5042;Sachausgaben für den Vollzug des Futtermittelrechts;5042 - Sachausgaben für den Vollzug des Futtermittelrechts;4200;Versorgungsbezüge Beamte;4200 - Versorgungsbezüge Beamte;Ausgabe;643,68;Rechnung
11216;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5042;Sachausgaben für den Vollzug des Futtermittelrechts;5042 - Sachausgaben für den Vollzug des Futtermittelrechts;4210;Zuführungen zur Versorgungs- rücklage Ruhegehaltsempf.;4210 - Zuführungen zur Versorgungs- rücklage Ruhegehaltsempf.;Ausgabe;18,22;Rechnung
11217;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5042;Sachausgaben für den Vollzug des Futtermittelrechts;5042 - Sachausgaben für den Vollzug des Futtermittelrechts;4590;Beihilfen, Unterstützungen und Ähnl.;4590 - Beihilfen, Unterstützungen und Ähnl.;Ausgabe;79,49;Rechnung
11218;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5042;Sachausgaben für den Vollzug des Futtermittelrechts;5042 - Sachausgaben für den Vollzug des Futtermittelrechts;4590;Beihilfen, Unterstützungen und Ähnl. (Versorgungsempfänger);4590 - Beihilfen, Unterstützungen und Ähnl. (Versorgungsempfänger);Ausgabe;155,61;Rechnung
11219;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5042;Sachausgaben für den Vollzug des Futtermittelrechts;5042 - Sachausgaben für den Vollzug des Futtermittelrechts;5200;Verwaltungs- und Zweckaus- stattung;5200 - Verwaltungs- und Zweckaus- stattung;Ausgabe;0,00;Rechnung
11220;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5042;Sachausgaben für den Vollzug des Futtermittelrechts;5042 - Sachausgaben für den Vollzug des Futtermittelrechts;5280;Sonstige Gebrauchsgegenstände;5280 - Sonstige Gebrauchsgegenstände;Ausgabe;0,00;Rechnung
11221;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5042;Sachausgaben für den Vollzug des Futtermittelrechts;5042 - Sachausgaben für den Vollzug des Futtermittelrechts;5622;Fortbildung und Umschulung;5622 - Fortbildung und Umschulung;Ausgabe;0,00;Rechnung
11222;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5042;Sachausgaben für den Vollzug des Futtermittelrechts;5042 - Sachausgaben für den Vollzug des Futtermittelrechts;6500;Allgemeiner Bürobedarf;6500 - Allgemeiner Bürobedarf;Ausgabe;0,00;Rechnung
11223;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5042;Sachausgaben für den Vollzug des Futtermittelrechts;5042 - Sachausgaben für den Vollzug des Futtermittelrechts;6510;Bücher und Zeitschriften;6510 - Bücher und Zeitschriften;Ausgabe;0,00;Rechnung
11224;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5042;Sachausgaben für den Vollzug des Futtermittelrechts;5042 - Sachausgaben für den Vollzug des Futtermittelrechts;6541;Reise- und Fahrtkosten;6541 - Reise- und Fahrtkosten;Ausgabe;0,00;Rechnung
11225;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5042;Sachausgaben für den Vollzug des Futtermittelrechts;5042 - Sachausgaben für den Vollzug des Futtermittelrechts;6589;Sonstige Geschäftsausgaben;6589 - Sonstige Geschäftsausgaben;Ausgabe;415,56;Rechnung
11226;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5100;Klinikum Fürth;5100 - Klinikum Fürth;1653;Erstattungen von kommunalen Krankenhäusern (Versorgungs- anteil ab Juli 2015);1653 - Erstattungen von kommunalen Krankenhäusern (Versorgungs- anteil ab Juli 2015);Einnahme;197979,30;Rechnung
11227;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5100;Klinikum Fürth;5100 - Klinikum Fürth;1653;Erstattungen von kommunalen Krankenhäusern (Personalkosten);1653 - Erstattungen von kommunalen Krankenhäusern (Personalkosten);Einnahme;50743,25;Rechnung
11228;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5100;Klinikum Fürth;5100 - Klinikum Fürth;4100;Beamtenbezüge;4100 - Beamtenbezüge;Ausgabe;45717,40;Rechnung
11229;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5100;Klinikum Fürth;5100 - Klinikum Fürth;4209;Versorgungsbezüge Beamte -sonstiges Personal- (ab Juli 2015);4209 - Versorgungsbezüge Beamte -sonstiges Personal- (ab Juli 2015);Ausgabe;189018,04;Rechnung
11230;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5100;Klinikum Fürth;5100 - Klinikum Fürth;4209;Versorgungsbezüge Beamte -sonstiges Personal- ehem. Beamte Klinikum;4209 - Versorgungsbezüge Beamte -sonstiges Personal- ehem. Beamte Klinikum;Ausgabe;651108,81;Rechnung
11231;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5100;Klinikum Fürth;5100 - Klinikum Fürth;4210;Zuführungen zur Versorgungs- rücklage Ruhegehaltsempf. ehem. Beamte Klinikum;4210 - Zuführungen zur Versorgungs- rücklage Ruhegehaltsempf. ehem. Beamte Klinikum;Ausgabe;18426,38;Rechnung
11232;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5100;Klinikum Fürth;5100 - Klinikum Fürth;4590;Beihilfen, Unterstützungen und Ähnl. (ab Juli 2015);4590 - Beihilfen, Unterstützungen und Ähnl. (ab Juli 2015);Ausgabe;5025,85;Rechnung
11233;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5100;Klinikum Fürth;5100 - Klinikum Fürth;4590;Beihilfen, Unterstützungen und Ähnl. - Versorgung (ab Juli 2015);4590 - Beihilfen, Unterstützungen und Ähnl. - Versorgung (ab Juli 2015);Ausgabe;8961,26;Rechnung
11234;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5100;Klinikum Fürth;5100 - Klinikum Fürth;4590;Beihilfen, Unterstützungen und Ähnl. ehem. Beamte Klinikum;4590 - Beihilfen, Unterstützungen und Ähnl. ehem. Beamte Klinikum;Ausgabe;101540,34;Rechnung
11235;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5100;Klinikum Fürth;5100 - Klinikum Fürth;7111;Krankenhausumlage an das Land;7111 - Krankenhausumlage an das Land;Ausgabe;3024472,00;Rechnung
11236;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5400;Sonstige Einrichtungen und Maßnahmen der Gesund- heitspflege;5400 - Sonstige Einrichtungen und Maßnahmen der Gesund- heitspflege;1640;Erstattungen durch den sonstigen öffentlichen Bereich (Personalkosten);1640 - Erstattungen durch den sonstigen öffentlichen Bereich (Personalkosten);Einnahme;0,00;Rechnung
11237;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5400;Sonstige Einrichtungen und Maßnahmen der Gesund- heitspflege;5400 - Sonstige Einrichtungen und Maßnahmen der Gesund- heitspflege;1710;Zuweisungen für lfd. Zwecke vom Land;1710 - Zuweisungen für lfd. Zwecke vom Land;Einnahme;50251,01;Rechnung
11238;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5400;Sonstige Einrichtungen und Maßnahmen der Gesund- heitspflege;5400 - Sonstige Einrichtungen und Maßnahmen der Gesund- heitspflege;1727;Zuweisungen für lfd. Zwecke von Gemeinden und Gemeinde- verbänden;1727 - Zuweisungen für lfd. Zwecke von Gemeinden und Gemeinde- verbänden;Einnahme;50000,00;Rechnung
11239;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5400;Sonstige Einrichtungen und Maßnahmen der Gesund- heitspflege;5400 - Sonstige Einrichtungen und Maßnahmen der Gesund- heitspflege;1740;Zuweisungen für lfd. Zwecke vom sonstigen öffentlichen Bereich;1740 - Zuweisungen für lfd. Zwecke vom sonstigen öffentlichen Bereich;Einnahme;2715,00;Rechnung
11240;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5400;Sonstige Einrichtungen und Maßnahmen der Gesund- heitspflege;5400 - Sonstige Einrichtungen und Maßnahmen der Gesund- heitspflege;1740;Zuweisungen für lfd. Zwecke vom sonstigen öffentlichen Bereich;1740 - Zuweisungen für lfd. Zwecke vom sonstigen öffentlichen Bereich;Einnahme;0,00;Rechnung
11241;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5400;Sonstige Einrichtungen und Maßnahmen der Gesund- heitspflege;5400 - Sonstige Einrichtungen und Maßnahmen der Gesund- heitspflege;2971;Projektmittelübertrag;2971 - Projektmittelübertrag;Einnahme;2052,14;Rechnung
11242;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5400;Sonstige Einrichtungen und Maßnahmen der Gesund- heitspflege;5400 - Sonstige Einrichtungen und Maßnahmen der Gesund- heitspflege;2971;Projektmittelübertrag;2971 - Projektmittelübertrag;Einnahme;50645,48;Rechnung
11243;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5400;Sonstige Einrichtungen und Maßnahmen der Gesund- heitspflege;5400 - Sonstige Einrichtungen und Maßnahmen der Gesund- heitspflege;5209;Geräte, Ausstattungs- und sonstige Gebrauchsgegenstände;5209 - Geräte, Ausstattungs- und sonstige Gebrauchsgegenstände;Ausgabe;590,00;Rechnung
11244;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5400;Sonstige Einrichtungen und Maßnahmen der Gesund- heitspflege;5400 - Sonstige Einrichtungen und Maßnahmen der Gesund- heitspflege;5810;Lebensmittel;5810 - Lebensmittel;Ausgabe;93,43;Rechnung
11245;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5400;Sonstige Einrichtungen und Maßnahmen der Gesund- heitspflege;5400 - Sonstige Einrichtungen und Maßnahmen der Gesund- heitspflege;6556;Honorare und Ähnl.;6556 - Honorare und Ähnl.;Ausgabe;2904,02;Rechnung
11246;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5400;Sonstige Einrichtungen und Maßnahmen der Gesund- heitspflege;5400 - Sonstige Einrichtungen und Maßnahmen der Gesund- heitspflege;7096;Zuschüsse für lfd. Zwecke für Maßnahmen der Gesundheits- pflege;7096 - Zuschüsse für lfd. Zwecke für Maßnahmen der Gesundheits- pflege;Ausgabe;136911,32;Rechnung
11247;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5400;Sonstige Einrichtungen und Maßnahmen der Gesund- heitspflege;5400 - Sonstige Einrichtungen und Maßnahmen der Gesund- heitspflege;7120;Zuweisungen für lfd. Zwecke an Gemeinden und Gemeindeverbände;7120 - Zuweisungen für lfd. Zwecke an Gemeinden und Gemeindeverbände;Ausgabe;50000,00;Rechnung
11248;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5410;Säuglingsfürsorgestelle;5410 - Säuglingsfürsorgestelle;4140;Entgelte für tariflich Beschäftigte;4140 - Entgelte für tariflich Beschäftigte;Ausgabe;26590,23;Rechnung
11249;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5410;Säuglingsfürsorgestelle;5410 - Säuglingsfürsorgestelle;4340;Beiträge zu Versorgungskassen Tariflich Beschäftigte;4340 - Beiträge zu Versorgungskassen Tariflich Beschäftigte;Ausgabe;2092,64;Rechnung
11250;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5410;Säuglingsfürsorgestelle;5410 - Säuglingsfürsorgestelle;4440;Beiträge zur gesetzlichen Sozialversicherung Tariflich Beschäftigte;4440 - Beiträge zur gesetzlichen Sozialversicherung Tariflich Beschäftigte;Ausgabe;5077,53;Rechnung
11251;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5410;Säuglingsfürsorgestelle;5410 - Säuglingsfürsorgestelle;4690;Personalnebenausgaben ZVK-Pauschalsteuer;4690 - Personalnebenausgaben ZVK-Pauschalsteuer;Ausgabe;72,05;Rechnung
11252;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5410;Säuglingsfürsorgestelle;5410 - Säuglingsfürsorgestelle;5280;Sonstige Gebrauchsgegenstände;5280 - Sonstige Gebrauchsgegenstände;Ausgabe;604,52;Rechnung
11253;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5410;Säuglingsfürsorgestelle;5410 - Säuglingsfürsorgestelle;5622;Fortbildung und Umschulung;5622 - Fortbildung und Umschulung;Ausgabe;100,00;Rechnung
11254;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5410;Säuglingsfürsorgestelle;5410 - Säuglingsfürsorgestelle;6500;Allgemeiner Bürobedarf;6500 - Allgemeiner Bürobedarf;Ausgabe;48,50;Rechnung
11255;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5410;Säuglingsfürsorgestelle;5410 - Säuglingsfürsorgestelle;6541;Reise- und Fahrtkosten;6541 - Reise- und Fahrtkosten;Ausgabe;317,20;Rechnung
11256;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5410;Säuglingsfürsorgestelle;5410 - Säuglingsfürsorgestelle;6792;Innere Verrechnung Verwaltungskostenbeiträge;6792 - Innere Verrechnung Verwaltungskostenbeiträge;Ausgabe;4185,00;Rechnung
11257;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5410;Säuglingsfürsorgestelle;5410 - Säuglingsfürsorgestelle;6798;Innere Verrechnung innerstädt. Leistungen;6798 - Innere Verrechnung innerstädt. Leistungen;Ausgabe;323,50;Rechnung
11258;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5500;Allgem. Betreuung und Förderung der Leibesübungen;5500 - Allgem. Betreuung und Förderung der Leibesübungen;1102;Benutzungsgebühren und ähnliche Entgelte (Startgelder);1102 - Benutzungsgebühren und ähnliche Entgelte (Startgelder);Einnahme;0,00;Rechnung
11259;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5500;Allgem. Betreuung und Förderung der Leibesübungen;5500 - Allgem. Betreuung und Förderung der Leibesübungen;1103;Benutzungsgebühren und ähnliche Entgelte (Nutzungsgebühr Sportanlagen);1103 - Benutzungsgebühren und ähnliche Entgelte (Nutzungsgebühr Sportanlagen);Einnahme;127461,64;Rechnung
11260;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5500;Allgem. Betreuung und Förderung der Leibesübungen;5500 - Allgem. Betreuung und Förderung der Leibesübungen;1523;Ersätze für Reinigungskosten;1523 - Ersätze für Reinigungskosten;Einnahme;0,00;Rechnung
11261;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5500;Allgem. Betreuung und Förderung der Leibesübungen;5500 - Allgem. Betreuung und Förderung der Leibesübungen;1549;Sonstige Kostenersätze;1549 - Sonstige Kostenersätze;Einnahme;1014,80;Rechnung
11262;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5500;Allgem. Betreuung und Förderung der Leibesübungen;5500 - Allgem. Betreuung und Förderung der Leibesübungen;1555;Umsatzsteuer aus Beiträgen und Ähnl.;1555 - Umsatzsteuer aus Beiträgen und Ähnl.;Einnahme;24275,69;Rechnung
11263;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5500;Allgem. Betreuung und Förderung der Leibesübungen;5500 - Allgem. Betreuung und Förderung der Leibesübungen;1558;Umsatzsteuerrückvergütung vom Finanzamt VmH;1558 - Umsatzsteuerrückvergütung vom Finanzamt VmH;Einnahme;2354,13;Rechnung
11264;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5500;Allgem. Betreuung und Förderung der Leibesübungen;5500 - Allgem. Betreuung und Förderung der Leibesübungen;1558;Umsatzsteuerrückvergütung vom Finanzamt;1558 - Umsatzsteuerrückvergütung vom Finanzamt;Einnahme;3217,50;Rechnung
11265;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5500;Allgem. Betreuung und Förderung der Leibesübungen;5500 - Allgem. Betreuung und Förderung der Leibesübungen;1599;Vermischte Einnahmen;1599 - Vermischte Einnahmen;Einnahme;1980,00;Rechnung
11266;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5500;Allgem. Betreuung und Förderung der Leibesübungen;5500 - Allgem. Betreuung und Förderung der Leibesübungen;1650;Erstattungen durch kommunale Sonderrechnungen (GWF);1650 - Erstattungen durch kommunale Sonderrechnungen (GWF);Einnahme;1516,11;Rechnung
11267;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5500;Allgem. Betreuung und Förderung der Leibesübungen;5500 - Allgem. Betreuung und Förderung der Leibesübungen;1698;Innere Verrechnung innerstädt. Leistungen;1698 - Innere Verrechnung innerstädt. Leistungen;Einnahme;800,00;Rechnung
11268;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5500;Allgem. Betreuung und Förderung der Leibesübungen;5500 - Allgem. Betreuung und Förderung der Leibesübungen;1710;Zuweisungen für lfd. Zwecke vom Land;1710 - Zuweisungen für lfd. Zwecke vom Land;Einnahme;118420,30;Rechnung
11269;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5500;Allgem. Betreuung und Förderung der Leibesübungen;5500 - Allgem. Betreuung und Förderung der Leibesübungen;1782;Sponsoring;1782 - Sponsoring;Einnahme;3350,00;Rechnung
11270;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5500;Allgem. Betreuung und Förderung der Leibesübungen;5500 - Allgem. Betreuung und Förderung der Leibesübungen;1783;Spenden;1783 - Spenden;Einnahme;10000,00;Rechnung
11271;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5500;Allgem. Betreuung und Förderung der Leibesübungen;5500 - Allgem. Betreuung und Förderung der Leibesübungen;4100;Beamtenbezüge;4100 - Beamtenbezüge;Ausgabe;50391,43;Rechnung
11272;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5500;Allgem. Betreuung und Förderung der Leibesübungen;5500 - Allgem. Betreuung und Förderung der Leibesübungen;4110;Zuführungen zur Versorgungsrücklage Beamte;4110 - Zuführungen zur Versorgungsrücklage Beamte;Ausgabe;287,23;Rechnung
11273;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5500;Allgem. Betreuung und Förderung der Leibesübungen;5500 - Allgem. Betreuung und Förderung der Leibesübungen;4140;Entgelte für tariflich Beschäftigte;4140 - Entgelte für tariflich Beschäftigte;Ausgabe;60677,88;Rechnung
11274;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5500;Allgem. Betreuung und Förderung der Leibesübungen;5500 - Allgem. Betreuung und Förderung der Leibesübungen;4200;Versorgungsbezüge Beamte;4200 - Versorgungsbezüge Beamte;Ausgabe;25254,08;Rechnung
11275;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5500;Allgem. Betreuung und Förderung der Leibesübungen;5500 - Allgem. Betreuung und Förderung der Leibesübungen;4210;Zuführungen zur Versorgungs- rücklage Ruhegehaltsempf.;4210 - Zuführungen zur Versorgungs- rücklage Ruhegehaltsempf.;Ausgabe;714,69;Rechnung
11276;2018;Verwaltung;5;Gesundheit, Sport, Erholung;5 - Gesundheit, Sport, Erholung;5500;Allgem. Betreuung und Förderung der Leibesübungen;5500 - Allgem. Betreuung und Förderung der Leibesübungen;4340;Beiträge zu Versorgungskassen Tariflich Beschäftigte;4340 - Beiträge zu Versorgungskassen Tariflich Beschäftigte;Ausgabe;4538,36;Rechnung
