jahr,bereich,bereichbezeichnung,produkt,produkt_bezeichnung,fibu_konto,konto_bezeichnung,art,ansatz,haushalt
2017,15,Wirtschaft und Tourismus,1557501,"Tourist. Öffentlichkeitsarb., Tourismusförderung, Tourist. Einrichtungen",543290,"Geräte pp.(<60,-€), Vorräte,Verbrauchsmaterial",Ausgaben,,Plan
2017,9,"Räumliche Planung und Entwicklung, Geoinformation",951101,"Landes-, Regional-, Raumord.- und Stadtumlandplanung, Gebietsentwicklung",542902,Gutachterkosten,Ausgaben,15000,Plan
2017,4,Kultur und Wissenschaft,425201,Veranstaltungen und Kulturförderung,528190,"Geräte pp.(<60,-€), Vorräte,Verbrauchsmaterial",Ausgaben,100,Plan
2017,4,Kultur und Wissenschaft,425201,Veranstaltungen und Kulturförderung,527900,Sonst. besonderer Verwaltungs- u. Betriebsaufwand,Ausgaben,150,Plan
2017,4,Kultur und Wissenschaft,425201,Veranstaltungen und Kulturförderung,448700,Erstattungen von privaten Unternehmen,Einnahmen,,Plan
2017,13,Natur- und Landschaftspflege,1355501,Bau und Unterhaltung der landwirtschaftl. Wege und Anlagen,544130,Beiträge zu Wirtschafts- und Berufsverbänden pp.,Ausgaben,100,Plan
2017,1,Innere Verwaltung,111101,"Verwaltungsführung,Rat und Ausschüsse,Fraktionen",541230,Aufwendungen für übernommene Reisekosten,Ausgaben,1000,Plan
2017,2,Sicherheit und Ordnung,212201,Öffentliche Sicherheit und Ordnung,531200,Aufwendungen für Zuweisungen an Gemeinden (GV),Ausgaben,2000,Plan
2017,1,Innere Verwaltung,111101,"Verwaltungsführung,Rat und Ausschüsse,Fraktionen",528190,"Geräte pp.(<60,-€), Vorräte,Verbrauchsmaterial",Ausgaben,,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254101,"Gemeindestraßen, -wege, -plätze, -brücken",431100,Verwaltungsgebühren,Einnahmen,500,Plan
2017,1,Innere Verwaltung,111101,"Verwaltungsführung,Rat und Ausschüsse,Fraktionen",529100,Aufwendungen für sonstige Dienstleistungen,Ausgaben,11200,Plan
2017,1,Innere Verwaltung,111101,"Verwaltungsführung,Rat und Ausschüsse,Fraktionen",543120,"Bücher, Zeitschriften (incl. CD/DVD)",Ausgaben,250,Plan
2017,13,Natur- und Landschaftspflege,1355502,Gemeindewald,543295,Sonstige Geschäftsausgaben,Ausgaben,200,Plan
2017,1,Innere Verwaltung,111103,Personalmanagement,543295,Sonstige Geschäftsausgaben,Ausgaben,300,Plan
2017,1,Innere Verwaltung,111101,"Verwaltungsführung,Rat und Ausschüsse,Fraktionen",543280,"Feiern, Ehrungen, Kranzspenden, Nachrufe",Ausgaben,1000,Plan
2017,1,Innere Verwaltung,111111,Technisches Immobilienmanagement,528190,"Geräte pp.(<60,-€), Vorräte,Verbrauchsmaterial",Ausgaben,50,Plan
2017,6,"Kinder-, Jugend- und Familienhilfe",636602,Kinder- und Jugendarbeit,531700,Aufwend. f. Zuschüsse an private Unternehmen,Ausgaben,10395,Plan
2017,5,Soziale Leistungen,531501,Soziale Einrichtungen für Asylbewerber/Wohnungslose,421110,"Kostenbeiträge u. Aufwendungsersatz, Kostenersatz",Einnahmen,,Plan
2017,1,Innere Verwaltung,111102,Zentrale Dienste,481100,Erträge aus internen Leistungsbeziehungen,Einnahmen,2500,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254501,Straßenreinigung und Winterdienst,581100,Aufwendungen aus ILV - Verwaltung/Zentrale Dienste,Ausgaben,22191,Plan
2017,11,Ver- und Entsorgung,1153701,Beseitigung und Verwertung von Abfällen,581100,Aufwendungen aus ILV - Verwaltung/Zentrale Dienste,Ausgaben,37230,Plan
2017,2,Sicherheit und Ordnung,212201,Öffentliche Sicherheit und Ordnung,542100,Aufwendungen für ehrenamtl. und sonstige Tätigkeit,Ausgaben,200,Plan
2017,3,Schulträgeraufgaben,321101,Grundschulen,527125,Schülerbücherei,Ausgaben,500,Plan
2017,1,Innere Verwaltung,111104,Presse- und Öffentlichkeitsarbeit,529100,Aufwendungen für sonstige Dienstleistungen,Ausgaben,11830,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254701,Einrichtungen des ÖPNV,524200,Unterhaltung/Bewirtsch. des Infrastrukturvermögens,Ausgaben,1000,Plan
2017,13,Natur- und Landschaftspflege,1355503,Schwarzwildpark,442100,Erträge aus Verkauf,Einnahmen,350,Plan
2017,1,Innere Verwaltung,111101,"Verwaltungsführung,Rat und Ausschüsse,Fraktionen",514100,"Beihilfen, Unterstütz.leist. u. dgl. f. Vers.empf.",Ausgaben,12405,Plan
2017,1,Innere Verwaltung,111101,"Verwaltungsführung,Rat und Ausschüsse,Fraktionen",543140,Produkte und Leistungen (TUIV) einschl.Lizenzgeb.,Ausgaben,6500,Plan
2017,1,Innere Verwaltung,111102,Zentrale Dienste,416100,Erträge a.d.Aufl. v. SoPo aus Zuweisungen,Einnahmen,2500,Plan
2017,1,Innere Verwaltung,111102,Zentrale Dienste,431100,Verwaltungsgebühren,Einnahmen,50,Plan
2017,1,Innere Verwaltung,111102,Zentrale Dienste,442100,Erträge aus Verkauf,Einnahmen,50,Plan
2017,1,Innere Verwaltung,111102,Zentrale Dienste,448500,"Erstattungen von verb. Untern., Beteilig. u. SV",Einnahmen,113055,Plan
2017,1,Innere Verwaltung,111102,Zentrale Dienste,504100,Beihilfen u. Unterstützungsleistungen f. Beschäft.,Ausgaben,2930,Plan
2017,1,Innere Verwaltung,111102,Zentrale Dienste,512100,Beiträge zu Versorgungsk. f. Versorgungsem. Beamte,Ausgaben,55695,Plan
2017,1,Innere Verwaltung,111102,Zentrale Dienste,514100,"Beihilfen, Unterstütz.leist. u. dgl. f. Vers.empf.",Ausgaben,5860,Plan
2017,1,Innere Verwaltung,111102,Zentrale Dienste,571013,Abschreibung a. DV-Software,Ausgaben,950,Plan
2017,1,Innere Verwaltung,111102,Zentrale Dienste,571080,Abschreibung a.BGA,Ausgaben,1940,Plan
2017,1,Innere Verwaltung,111103,Personalmanagement,458200,Erträge a.d. Auflösung von Rückstellungen,Einnahmen,27452,Plan
2017,1,Innere Verwaltung,111103,Personalmanagement,501300,Aufw.f.Rückstellungen f.nicht gen. Urlaub,Ausgaben,10000,Plan
2017,1,Innere Verwaltung,111103,Personalmanagement,501400,Aufw.f.Rückstellungen f.Überstunden,Ausgaben,5000,Plan
2017,1,Innere Verwaltung,111103,Personalmanagement,501500,Aufw.f.Rückstellungen f.Altersteilzeit v.Beschäft.,Ausgaben,37000,Plan
2017,1,Innere Verwaltung,111103,Personalmanagement,505100,Zuführung zu Pensionsrückstell. f. Beschäftigte,Ausgaben,81000,Plan
2017,1,Innere Verwaltung,111103,Personalmanagement,506100,Zuführungen zu Beihilferückstell. f. Beschäftigte,Ausgaben,20300,Plan
2017,1,Innere Verwaltung,111103,Personalmanagement,516100,Zuführungen zu Beihilferückstellungen f. Vers.empf,Ausgaben,15500,Plan
2017,1,Innere Verwaltung,111103,Personalmanagement,541260,"Aufw. f. Dienst- u. Schutzkleid., pers. Ausr.gegen",Ausgaben,300,Plan
2017,1,Innere Verwaltung,111103,Personalmanagement,543280,"Feiern, Ehrungen, Kranzspenden, Nachrufe",Ausgaben,500,Plan
2017,1,Innere Verwaltung,111103,Personalmanagement,544800,Aufwend. z. Rückst. soweit nicht u.a. Aufw. erfass,Ausgaben,257,Plan
2017,1,Innere Verwaltung,111104,Presse- und Öffentlichkeitsarbeit,571080,Abschreibung a.BGA,Ausgaben,125,Plan
2017,1,Innere Verwaltung,111105,Technikunterstützte Informationsverarbeitung (TUIV),504100,Beihilfen u. Unterstützungsleistungen f. Beschäft.,Ausgaben,155,Plan
2017,1,Innere Verwaltung,111105,Technikunterstützte Informationsverarbeitung (TUIV),512100,Beiträge zu Versorgungsk. f. Versorgungsem. Beamte,Ausgaben,2930,Plan
2017,1,Innere Verwaltung,111105,Technikunterstützte Informationsverarbeitung (TUIV),514100,"Beihilfen, Unterstütz.leist. u. dgl. f. Vers.empf.",Ausgaben,310,Plan
2017,1,Innere Verwaltung,111105,Technikunterstützte Informationsverarbeitung (TUIV),528195,"Geringwertige Vermögensgegenstände (AHK>60,-€<410,-€)",Ausgaben,1000,Plan
2017,1,Innere Verwaltung,111105,Technikunterstützte Informationsverarbeitung (TUIV),571013,Abschreibung a. DV-Software,Ausgaben,400,Plan
2017,1,Innere Verwaltung,111107,Städtepartnerschaften,531800,Aufwend. f. Zuschüsse an übrige Bereiche,Ausgaben,1000,Plan
2017,1,Innere Verwaltung,111107,Städtepartnerschaften,543280,"Feiern, Ehrungen, Kranzspenden, Nachrufe",Ausgaben,100,Plan
2017,1,Innere Verwaltung,111107,Städtepartnerschaften,581200,Aufwendungen aus ILV - Baubetriebshof,Ausgaben,1000,Plan
2017,1,Innere Verwaltung,111108,Finanzmanagement und Rechnungswesen,459100,Andere sonstige ordentliche Erträge,Einnahmen,50,Plan
2017,1,Innere Verwaltung,111108,Finanzmanagement und Rechnungswesen,481100,Erträge aus internen Leistungsbeziehungen,Einnahmen,82385,Plan
2017,1,Innere Verwaltung,111108,Finanzmanagement und Rechnungswesen,504100,Beihilfen u. Unterstützungsleistungen f. Beschäft.,Ausgaben,1960,Plan
2017,1,Innere Verwaltung,111108,Finanzmanagement und Rechnungswesen,512100,Beiträge zu Versorgungsk. f. Versorgungsem. Beamte,Ausgaben,37280,Plan
2017,1,Innere Verwaltung,111108,Finanzmanagement und Rechnungswesen,514100,"Beihilfen, Unterstütz.leist. u. dgl. f. Vers.empf.",Ausgaben,3925,Plan
2017,1,Innere Verwaltung,111108,Finanzmanagement und Rechnungswesen,528190,"Geräte pp.(<60,-€), Vorräte,Verbrauchsmaterial",Ausgaben,300,Plan
2017,1,Innere Verwaltung,111109,"Baubetriebshof, Fuhrpark",416100,Erträge a.d.Aufl. v. SoPo aus Zuweisungen,Einnahmen,23700,Plan
2017,1,Innere Verwaltung,111109,"Baubetriebshof, Fuhrpark",448700,Erstattungen von privaten Unternehmen,Einnahmen,1000,Plan
2017,1,Innere Verwaltung,111109,"Baubetriebshof, Fuhrpark",448800,Erstattungen von übrigen Bereichen,Einnahmen,150,Plan
2017,1,Innere Verwaltung,111109,"Baubetriebshof, Fuhrpark",454275,Ertr. a.d.Ver.Fahrzeugen,Einnahmen,5000,Plan
2017,1,Innere Verwaltung,111109,"Baubetriebshof, Fuhrpark",471100,Aktivierte Eigenleistungen,Einnahmen,50,Plan
2017,1,Innere Verwaltung,111109,"Baubetriebshof, Fuhrpark",481100,Erträge aus internen Leistungsbeziehungen,Einnahmen,356425,Plan
2017,1,Innere Verwaltung,111109,"Baubetriebshof, Fuhrpark",524117,Sonst. Bewirtschaftungskosten,Ausgaben,0,Plan
2017,1,Innere Verwaltung,111109,"Baubetriebshof, Fuhrpark",529100,Aufwendungen für sonstige Dienstleistungen,Ausgaben,3000,Plan
2017,1,Innere Verwaltung,111109,"Baubetriebshof, Fuhrpark",541230,Aufwendungen für übernommene Reisekosten,Ausgaben,500,Plan
2017,1,Innere Verwaltung,111109,"Baubetriebshof, Fuhrpark",543295,Sonstige Geschäftsausgaben,Ausgaben,100,Plan
2017,1,Innere Verwaltung,111109,"Baubetriebshof, Fuhrpark",571013,Abschreibung a. DV-Software,Ausgaben,0,Plan
2017,1,Innere Verwaltung,111109,"Baubetriebshof, Fuhrpark",571038,Abschreibung a.Aufb.u.Betriebsvorr.b.sonst.Geb.,Ausgaben,12000,Plan
2017,1,Innere Verwaltung,111109,"Baubetriebshof, Fuhrpark",571071,Abschreibung a.Maschinen,Ausgaben,1700,Plan
2017,1,Innere Verwaltung,111109,"Baubetriebshof, Fuhrpark",571075,Abschreibung a.Fahrzeugen,Ausgaben,26200,Plan
2017,1,Innere Verwaltung,111109,"Baubetriebshof, Fuhrpark",571080,Abschreibung a.BGA,Ausgaben,2900,Plan
2017,1,Innere Verwaltung,111109,"Baubetriebshof, Fuhrpark",581100,Aufwendungen aus ILV - Verwaltung/Zentrale Dienste,Ausgaben,0,Plan
2017,1,Innere Verwaltung,111109,"Baubetriebshof, Fuhrpark",581400,Aufwendungen aus ILV - Forst,Ausgaben,2000,Plan
2017,1,Innere Verwaltung,111110,"Gebäude- und Grundstücksmanagement,Bereitstellung und Verwaltung der Grundstücke",416100,Erträge a.d.Aufl. v. SoPo aus Zuweisungen,Einnahmen,13190,Plan
2017,1,Innere Verwaltung,111110,"Gebäude- und Grundstücksmanagement,Bereitstellung und Verwaltung der Grundstücke",448200,Erstattungen von Gemeinden (GV),Einnahmen,160,Plan
2017,1,Innere Verwaltung,111110,"Gebäude- und Grundstücksmanagement,Bereitstellung und Verwaltung der Grundstücke",454127,Ertr.a.d.Veräußer.v.Grd.u.Boden sonst.unb.Grdstck.,Einnahmen,162000,Plan
2017,1,Innere Verwaltung,111110,"Gebäude- und Grundstücksmanagement,Bereitstellung und Verwaltung der Grundstücke",504100,Beihilfen u. Unterstützungsleistungen f. Beschäft.,Ausgaben,840,Plan
2017,1,Innere Verwaltung,111110,"Gebäude- und Grundstücksmanagement,Bereitstellung und Verwaltung der Grundstücke",512100,Beiträge zu Versorgungsk. f. Versorgungsem. Beamte,Ausgaben,15975,Plan
2017,1,Innere Verwaltung,111110,"Gebäude- und Grundstücksmanagement,Bereitstellung und Verwaltung der Grundstücke",514100,"Beihilfen, Unterstütz.leist. u. dgl. f. Vers.empf.",Ausgaben,1680,Plan
2017,1,Innere Verwaltung,111110,"Gebäude- und Grundstücksmanagement,Bereitstellung und Verwaltung der Grundstücke",524117,Sonst. Bewirtschaftungskosten,Ausgaben,0,Plan
2017,1,Innere Verwaltung,111110,"Gebäude- und Grundstücksmanagement,Bereitstellung und Verwaltung der Grundstücke",525500,Unterhaltung des sonstigen bewegl. Vermögens,Ausgaben,500,Plan
2017,1,Innere Verwaltung,111110,"Gebäude- und Grundstücksmanagement,Bereitstellung und Verwaltung der Grundstücke",528190,"Geräte pp.(<60,-€), Vorräte,Verbrauchsmaterial",Ausgaben,0,Plan
2017,1,Innere Verwaltung,111110,"Gebäude- und Grundstücksmanagement,Bereitstellung und Verwaltung der Grundstücke",543140,Produkte und Leistungen (TUIV) einschl.Lizenzgeb.,Ausgaben,0,Plan
2017,1,Innere Verwaltung,111110,"Gebäude- und Grundstücksmanagement,Bereitstellung und Verwaltung der Grundstücke",571038,Abschreibung a.Aufb.u.Betriebsvorr.b.sonst.Geb.,Ausgaben,87550,Plan
2017,1,Innere Verwaltung,111111,Technisches Immobilienmanagement,414100,Zuweisungen vom Land,Einnahmen,0,Plan
2017,1,Innere Verwaltung,111111,Technisches Immobilienmanagement,414700,Zuschüsse von privaten Unternehmen,Einnahmen,2800,Plan
2017,1,Innere Verwaltung,111111,Technisches Immobilienmanagement,431101,Ausschreibungsgebühren,Einnahmen,0,Plan
2017,1,Innere Verwaltung,111111,Technisches Immobilienmanagement,448200,Erstattungen von Gemeinden (GV),Einnahmen,1000,Plan
2017,1,Innere Verwaltung,111111,Technisches Immobilienmanagement,501100,Beamte,Ausgaben,0,Plan
2017,1,Innere Verwaltung,111111,Technisches Immobilienmanagement,504100,Beihilfen u. Unterstützungsleistungen f. Beschäft.,Ausgaben,0,Plan
2017,1,Innere Verwaltung,111111,Technisches Immobilienmanagement,512100,Beiträge zu Versorgungsk. f. Versorgungsem. Beamte,Ausgaben,0,Plan
2017,1,Innere Verwaltung,111111,Technisches Immobilienmanagement,514100,"Beihilfen, Unterstütz.leist. u. dgl. f. Vers.empf.",Ausgaben,0,Plan
2017,1,Innere Verwaltung,111111,Technisches Immobilienmanagement,525500,Unterhaltung des sonstigen bewegl. Vermögens,Ausgaben,100,Plan
2017,1,Innere Verwaltung,111111,Technisches Immobilienmanagement,529100,Aufwendungen für sonstige Dienstleistungen,Ausgaben,6000,Plan
2017,1,Innere Verwaltung,111111,Technisches Immobilienmanagement,543295,Sonstige Geschäftsausgaben,Ausgaben,50,Plan
2017,1,Innere Verwaltung,111111,Technisches Immobilienmanagement,571072,Abschreibung a.techn.Anlagen,Ausgaben,450,Plan
2017,1,Innere Verwaltung,111111,Technisches Immobilienmanagement,581200,Aufwendungen aus ILV - Baubetriebshof,Ausgaben,11550,Plan
2017,2,Sicherheit und Ordnung,212101,Statistik,448100,Erstattungen vom Land,Einnahmen,100,Plan
2017,2,Sicherheit und Ordnung,212101,Statistik,541230,Aufwendungen für übernommene Reisekosten,Ausgaben,50,Plan
2017,2,Sicherheit und Ordnung,212101,Statistik,542100,Aufwendungen für ehrenamtl. und sonstige Tätigkeit,Ausgaben,300,Plan
2017,2,Sicherheit und Ordnung,212101,Statistik,543110,Bürobedarf,Ausgaben,40,Plan
2017,2,Sicherheit und Ordnung,212101,Statistik,543120,"Bücher, Zeitschriften (incl. CD/DVD)",Ausgaben,30,Plan
2017,2,Sicherheit und Ordnung,212102,Wahlen,448100,Erstattungen vom Land,Einnahmen,10000,Plan
2017,2,Sicherheit und Ordnung,212102,Wahlen,581200,Aufwendungen aus ILV - Baubetriebshof,Ausgaben,2500,Plan
2017,2,Sicherheit und Ordnung,212201,Öffentliche Sicherheit und Ordnung,448700,Erstattungen von privaten Unternehmen,Einnahmen,100,Plan
2017,2,Sicherheit und Ordnung,212201,Öffentliche Sicherheit und Ordnung,448800,Erstattungen von übrigen Bereichen,Einnahmen,200,Plan
2017,2,Sicherheit und Ordnung,212201,Öffentliche Sicherheit und Ordnung,459100,Andere sonstige ordentliche Erträge,Einnahmen,0,Plan
2017,2,Sicherheit und Ordnung,212201,Öffentliche Sicherheit und Ordnung,528195,"Geringwertige Vermögensgegenstände (AHK>60,-€<410,-€)",Ausgaben,100,Plan
2017,2,Sicherheit und Ordnung,212201,Öffentliche Sicherheit und Ordnung,541250,"Aus- und Fortbildung, Umschulungen",Ausgaben,500,Plan
2017,2,Sicherheit und Ordnung,212201,Öffentliche Sicherheit und Ordnung,542200,Mieten und Pachten,Ausgaben,100,Plan
2017,2,Sicherheit und Ordnung,212201,Öffentliche Sicherheit und Ordnung,543295,Sonstige Geschäftsausgaben,Ausgaben,100,Plan
2017,2,Sicherheit und Ordnung,212201,Öffentliche Sicherheit und Ordnung,549900,Übrige weitere sonst. Aufwend. aus lfd Verw.tätigk,Ausgaben,50,Plan
2017,2,Sicherheit und Ordnung,212201,Öffentliche Sicherheit und Ordnung,581200,Aufwendungen aus ILV - Baubetriebshof,Ausgaben,5000,Plan
2017,2,Sicherheit und Ordnung,212202,Einwohnerangelegenheiten,541230,Aufwendungen für übernommene Reisekosten,Ausgaben,100,Plan
2017,2,Sicherheit und Ordnung,212202,Einwohnerangelegenheiten,543295,Sonstige Geschäftsausgaben,Ausgaben,0,Plan
2017,2,Sicherheit und Ordnung,212203,Personenstandswesen,528190,"Geräte pp.(<60,-€), Vorräte,Verbrauchsmaterial",Ausgaben,500,Plan
2017,2,Sicherheit und Ordnung,212203,Personenstandswesen,541230,Aufwendungen für übernommene Reisekosten,Ausgaben,100,Plan
2017,2,Sicherheit und Ordnung,212203,Personenstandswesen,543295,Sonstige Geschäftsausgaben,Ausgaben,100,Plan
2017,2,Sicherheit und Ordnung,212601,Brandschutz,414800,Zuschüsse von übrigen Bereichen,Einnahmen,100,Plan
2017,2,Sicherheit und Ordnung,212601,Brandschutz,416100,Erträge a.d.Aufl. v. SoPo aus Zuweisungen,Einnahmen,75100,Plan
2017,2,Sicherheit und Ordnung,212601,Brandschutz,431100,Verwaltungsgebühren,Einnahmen,300,Plan
2017,2,Sicherheit und Ordnung,212601,Brandschutz,448100,Erstattungen vom Land,Einnahmen,3000,Plan
2017,2,Sicherheit und Ordnung,212601,Brandschutz,457100,Erträge a.d. Auflösung von sonstigen Sonderposten,Einnahmen,70,Plan
2017,2,Sicherheit und Ordnung,212601,Brandschutz,459100,Andere sonstige ordentliche Erträge,Einnahmen,50,Plan
2017,2,Sicherheit und Ordnung,212601,Brandschutz,523020,Erstattungen an Gemeinden (GV),Ausgaben,300,Plan
2017,2,Sicherheit und Ordnung,212601,Brandschutz,524117,Sonst. Bewirtschaftungskosten,Ausgaben,50,Plan
2017,2,Sicherheit und Ordnung,212601,Brandschutz,571038,Abschreibung a.Aufb.u.Betriebsvorr.b.sonst.Geb.,Ausgaben,18000,Plan
2017,2,Sicherheit und Ordnung,212601,Brandschutz,571046,Abschreibung a.Sonst.Bauten d.Infrastrukturverm.,Ausgaben,8000,Plan
2017,2,Sicherheit und Ordnung,212601,Brandschutz,571075,Abschreibung a.Fahrzeugen,Ausgaben,79100,Plan
2017,2,Sicherheit und Ordnung,212601,Brandschutz,571080,Abschreibung a.BGA,Ausgaben,7100,Plan
2017,2,Sicherheit und Ordnung,212601,Brandschutz,581200,Aufwendungen aus ILV - Baubetriebshof,Ausgaben,4000,Plan
2017,2,Sicherheit und Ordnung,212801,Katastrophenschutz,504100,Beihilfen u. Unterstützungsleistungen f. Beschäft.,Ausgaben,280,Plan
2017,2,Sicherheit und Ordnung,212801,Katastrophenschutz,512100,Beiträge zu Versorgungsk. f. Versorgungsem. Beamte,Ausgaben,5320,Plan
2017,2,Sicherheit und Ordnung,212801,Katastrophenschutz,514100,"Beihilfen, Unterstütz.leist. u. dgl. f. Vers.empf.",Ausgaben,560,Plan
2017,2,Sicherheit und Ordnung,212801,Katastrophenschutz,571072,Abschreibung a.techn.Anlagen,Ausgaben,310,Plan
2017,3,Schulträgeraufgaben,321101,Grundschulen,416100,Erträge a.d.Aufl. v. SoPo aus Zuweisungen,Einnahmen,76120,Plan
2017,3,Schulträgeraufgaben,321101,Grundschulen,457100,Erträge a.d. Auflösung von sonstigen Sonderposten,Einnahmen,1180,Plan
2017,3,Schulträgeraufgaben,321101,Grundschulen,481100,Erträge aus internen Leistungsbeziehungen,Einnahmen,62500,Plan
2017,3,Schulträgeraufgaben,321101,Grundschulen,524117,Sonst. Bewirtschaftungskosten,Ausgaben,50,Plan
2017,3,Schulträgeraufgaben,321101,Grundschulen,571034,Abschreibung a.Aufb.u.Betriebsvorr.b.Schulen,Ausgaben,238800,Plan
2017,3,Schulträgeraufgaben,321101,Grundschulen,571080,Abschreibung a.BGA,Ausgaben,20780,Plan
2017,3,Schulträgeraufgaben,321101,Grundschulen,581100,Aufwendungen aus ILV - Verwaltung/Zentrale Dienste,Ausgaben,9300,Plan
2017,3,Schulträgeraufgaben,321101,Grundschulen,581200,Aufwendungen aus ILV - Baubetriebshof,Ausgaben,9000,Plan
2017,3,Schulträgeraufgaben,324201,Offene Ganztagsschule,416100,Erträge a.d.Aufl. v. SoPo aus Zuweisungen,Einnahmen,1700,Plan
2017,3,Schulträgeraufgaben,324201,Offene Ganztagsschule,571080,Abschreibung a.BGA,Ausgaben,4700,Plan
2017,3,Schulträgeraufgaben,324201,Offene Ganztagsschule,581100,Aufwendungen aus ILV - Verwaltung/Zentrale Dienste,Ausgaben,53200,Plan
2017,3,Schulträgeraufgaben,324201,Offene Ganztagsschule,581200,Aufwendungen aus ILV - Baubetriebshof,Ausgaben,5000,Plan
2017,3,Schulträgeraufgaben,324301,"Förderung von Schulen i. a. Trägerschaft,Jugendverkehrschule",414100,Zuweisungen vom Land,Einnahmen,200,Plan
2017,3,Schulträgeraufgaben,324301,"Förderung von Schulen i. a. Trägerschaft,Jugendverkehrschule",527126,"Schulische Veranstaltungen, Schulfahrten",Ausgaben,50,Plan
2017,3,Schulträgeraufgaben,324301,"Förderung von Schulen i. a. Trägerschaft,Jugendverkehrschule",531300,Aufwendungen für Zuweisungen an Zweckverbände,Ausgaben,0,Plan
2017,3,Schulträgeraufgaben,324301,"Förderung von Schulen i. a. Trägerschaft,Jugendverkehrschule",531800,Aufwend. f. Zuschüsse an übrige Bereiche,Ausgaben,200,Plan
2017,4,Kultur und Wissenschaft,425201,Veranstaltungen und Kulturförderung,416100,Erträge a.d.Aufl. v. SoPo aus Zuweisungen,Einnahmen,400,Plan
2017,4,Kultur und Wissenschaft,425201,Veranstaltungen und Kulturförderung,528195,"Geringwertige Vermögensgegenstände (AHK>60,-€<410,-€)",Ausgaben,100,Plan
2017,4,Kultur und Wissenschaft,425201,Veranstaltungen und Kulturförderung,529100,Aufwendungen für sonstige Dienstleistungen,Ausgaben,1000,Plan
2017,4,Kultur und Wissenschaft,425201,Veranstaltungen und Kulturförderung,543330,Gästebewirtung und Repräsentation,Ausgaben,300,Plan
2017,4,Kultur und Wissenschaft,425201,Veranstaltungen und Kulturförderung,549900,Übrige weitere sonst. Aufwend. aus lfd Verw.tätigk,Ausgaben,0,Plan
2017,4,Kultur und Wissenschaft,425201,Veranstaltungen und Kulturförderung,571061,Abschreibung a.Kunstgegenständen,Ausgaben,500,Plan
2017,4,Kultur und Wissenschaft,425201,Veranstaltungen und Kulturförderung,571080,Abschreibung a.BGA,Ausgaben,240,Plan
2017,4,Kultur und Wissenschaft,425201,Veranstaltungen und Kulturförderung,581200,Aufwendungen aus ILV - Baubetriebshof,Ausgaben,5000,Plan
2017,4,Kultur und Wissenschaft,425201,Veranstaltungen und Kulturförderung,581400,Aufwendungen aus ILV - Forst,Ausgaben,500,Plan
2017,4,Kultur und Wissenschaft,425202,"Heimatpflege, Gemeindearchiv, Ehren- und Denkmäler",416100,Erträge a.d.Aufl. v. SoPo aus Zuweisungen,Einnahmen,350,Plan
2017,4,Kultur und Wissenschaft,425202,"Heimatpflege, Gemeindearchiv, Ehren- und Denkmäler",531700,Aufwend. f. Zuschüsse an private Unternehmen,Ausgaben,650,Plan
2017,4,Kultur und Wissenschaft,425202,"Heimatpflege, Gemeindearchiv, Ehren- und Denkmäler",571061,Abschreibung a.Kunstgegenständen,Ausgaben,350,Plan
2017,4,Kultur und Wissenschaft,425202,"Heimatpflege, Gemeindearchiv, Ehren- und Denkmäler",581200,Aufwendungen aus ILV - Baubetriebshof,Ausgaben,1000,Plan
2017,4,Kultur und Wissenschaft,426201,Förderung der Musik und der musiktreibenden Vereine,531700,Aufwend. f. Zuschüsse an private Unternehmen,Ausgaben,225,Plan
2017,4,Kultur und Wissenschaft,426201,Förderung der Musik und der musiktreibenden Vereine,531800,Aufwend. f. Zuschüsse an übrige Bereiche,Ausgaben,300,Plan
2017,4,Kultur und Wissenschaft,427101,Volkshochschulen,524110,Grundsteuer/Hausgebühren,Ausgaben,50,Plan
2017,4,Kultur und Wissenschaft,427101,Volkshochschulen,531300,Aufwendungen für Zuweisungen an Zweckverbände,Ausgaben,0,Plan
2017,4,Kultur und Wissenschaft,427201,Büchereien,416100,Erträge a.d.Aufl. v. SoPo aus Zuweisungen,Einnahmen,1260,Plan
2017,4,Kultur und Wissenschaft,427201,Büchereien,448700,Erstattungen von privaten Unternehmen,Einnahmen,250,Plan
2017,4,Kultur und Wissenschaft,427201,Büchereien,529100,Aufwendungen für sonstige Dienstleistungen,Ausgaben,250,Plan
2017,4,Kultur und Wissenschaft,427201,Büchereien,571080,Abschreibung a.BGA,Ausgaben,1260,Plan
2017,5,Soziale Leistungen,531101,"Hilfe zum Lebensunterhalt nach SGB XII, Hilfen bei Krankheit pp.",501100,Beamte,Ausgaben,0,Plan
2017,5,Soziale Leistungen,531101,"Hilfe zum Lebensunterhalt nach SGB XII, Hilfen bei Krankheit pp.",501200,Tariflich Beschäftigte,Ausgaben,0,Plan
2017,5,Soziale Leistungen,531101,"Hilfe zum Lebensunterhalt nach SGB XII, Hilfen bei Krankheit pp.",502200,ZVK Tariflich Beschäftigte,Ausgaben,0,Plan
2017,5,Soziale Leistungen,531101,"Hilfe zum Lebensunterhalt nach SGB XII, Hilfen bei Krankheit pp.",503200,Sozialversicherung Tariflich Beschäftigte,Ausgaben,0,Plan
