ID,Produktbereich 1,Produkt 1,Bezeichnung 1,Jahr,Betrag,Richtung,HH-Art
5678,"Kinder-, Jugend- und Familienhilfe",Adoptionsvermittlung/ Pflegekinderdienst,Transferaufwendungen,2021,562852,Aufwand,Plan
5679,"Kinder-, Jugend- und Familienhilfe",Adoptionsvermittlung/ Pflegekinderdienst,Sonstige ordentliche Aufwendungen,2021,15861,Aufwand,Plan
5680,"Kinder-, Jugend- und Familienhilfe",Tageseinrichtungen,Zuwendungen und allgemeine Umlagen,2021,143075410,Ertrag,Plan
5681,"Kinder-, Jugend- und Familienhilfe",Tageseinrichtungen,Öffentlich-rechtliche Leistungsentgelte,2021,15216000,Ertrag,Plan
5682,"Kinder-, Jugend- und Familienhilfe",Tageseinrichtungen,Privatrechtliche Leistungsentgelte,2021,5231587,Ertrag,Plan
5683,"Kinder-, Jugend- und Familienhilfe",Tageseinrichtungen,Kostenerstattungen und Kostenumlagen,2021,2533310,Ertrag,Plan
5684,"Kinder-, Jugend- und Familienhilfe",Tageseinrichtungen,Sonstige ordentliche Erträge,2021,500000,Ertrag,Plan
5685,"Kinder-, Jugend- und Familienhilfe",Tageseinrichtungen,Personalaufwendungen,2021,79329606,Aufwand,Plan
5686,"Kinder-, Jugend- und Familienhilfe",Tageseinrichtungen,Versorgungsaufwendungen,2021,1004000,Aufwand,Plan
5687,"Kinder-, Jugend- und Familienhilfe",Tageseinrichtungen,Aufwendungen für Sach- und Dienstleistungen,2021,7408080,Aufwand,Plan
5688,"Kinder-, Jugend- und Familienhilfe",Tageseinrichtungen,Bilanzielle Abschreibungen,2021,910053,Aufwand,Plan
5689,"Kinder-, Jugend- und Familienhilfe",Tageseinrichtungen,Transferaufwendungen,2021,230961384,Aufwand,Plan
5690,"Kinder-, Jugend- und Familienhilfe",Tageseinrichtungen,Sonstige ordentliche Aufwendungen,2021,6181070,Aufwand,Plan
5691,"Kinder-, Jugend- und Familienhilfe",Einrichtungen der Jugendarbeit,Zuwendungen und allgemeine Umlagen,2021,5103084,Ertrag,Plan
5692,"Kinder-, Jugend- und Familienhilfe",Einrichtungen der Jugendarbeit,Privatrechtliche Leistungsentgelte,2021,1622184,Ertrag,Plan
5693,"Kinder-, Jugend- und Familienhilfe",Einrichtungen der Jugendarbeit,Kostenerstattungen und Kostenumlagen,2021,18500,Ertrag,Plan
5694,"Kinder-, Jugend- und Familienhilfe",Einrichtungen der Jugendarbeit,Sonstige ordentliche Erträge,2021,55170,Ertrag,Plan
5695,"Kinder-, Jugend- und Familienhilfe",Einrichtungen der Jugendarbeit,Personalaufwendungen,2021,11340094,Aufwand,Plan
5696,"Kinder-, Jugend- und Familienhilfe",Einrichtungen der Jugendarbeit,Versorgungsaufwendungen,2021,152800,Aufwand,Plan
5697,"Kinder-, Jugend- und Familienhilfe",Einrichtungen der Jugendarbeit,Aufwendungen für Sach- und Dienstleistungen,2021,5176111,Aufwand,Plan
5698,"Kinder-, Jugend- und Familienhilfe",Einrichtungen der Jugendarbeit,Bilanzielle Abschreibungen,2021,375228,Aufwand,Plan
5699,"Kinder-, Jugend- und Familienhilfe",Einrichtungen der Jugendarbeit,Transferaufwendungen,2021,7010055,Aufwand,Plan
5700,"Kinder-, Jugend- und Familienhilfe",Einrichtungen der Jugendarbeit,Sonstige ordentliche Aufwendungen,2021,1623834,Aufwand,Plan
5701,"Kinder-, Jugend- und Familienhilfe",Beratungsstellen,Zuwendungen und allgemeine Umlagen,2021,108000,Ertrag,Plan
5702,"Kinder-, Jugend- und Familienhilfe",Beratungsstellen,Personalaufwendungen,2021,818467,Aufwand,Plan
5703,"Kinder-, Jugend- und Familienhilfe",Beratungsstellen,Versorgungsaufwendungen,2021,44100,Aufwand,Plan
5704,"Kinder-, Jugend- und Familienhilfe",Beratungsstellen,Aufwendungen für Sach- und Dienstleistungen,2021,31611,Aufwand,Plan
5705,"Kinder-, Jugend- und Familienhilfe",Beratungsstellen,Bilanzielle Abschreibungen,2021,100,Aufwand,Plan
5706,"Kinder-, Jugend- und Familienhilfe",Beratungsstellen,Transferaufwendungen,2021,4349943,Aufwand,Plan
5707,"Kinder-, Jugend- und Familienhilfe",Beratungsstellen,Sonstige ordentliche Aufwendungen,2021,14329,Aufwand,Plan
5708,"Kinder-, Jugend- und Familienhilfe",Kinderhilfezentrum,Öffentlich-rechtliche Leistungsentgelte,2021,8652963,Ertrag,Plan
5709,"Kinder-, Jugend- und Familienhilfe",Kinderhilfezentrum,Privatrechtliche Leistungsentgelte,2021,178438,Ertrag,Plan
5710,"Kinder-, Jugend- und Familienhilfe",Kinderhilfezentrum,Kostenerstattungen und Kostenumlagen,2021,13000,Ertrag,Plan
5711,"Kinder-, Jugend- und Familienhilfe",Kinderhilfezentrum,Sonstige ordentliche Erträge,2021,7054,Ertrag,Plan
5712,"Kinder-, Jugend- und Familienhilfe",Kinderhilfezentrum,Personalaufwendungen,2021,5588291,Aufwand,Plan
5713,"Kinder-, Jugend- und Familienhilfe",Kinderhilfezentrum,Versorgungsaufwendungen,2021,32600,Aufwand,Plan
5714,"Kinder-, Jugend- und Familienhilfe",Kinderhilfezentrum,Aufwendungen für Sach- und Dienstleistungen,2021,1056032,Aufwand,Plan
5715,"Kinder-, Jugend- und Familienhilfe",Kinderhilfezentrum,Bilanzielle Abschreibungen,2021,48557,Aufwand,Plan
5716,"Kinder-, Jugend- und Familienhilfe",Kinderhilfezentrum,Transferaufwendungen,2021,530384,Aufwand,Plan
5717,"Kinder-, Jugend- und Familienhilfe",Kinderhilfezentrum,Sonstige ordentliche Aufwendungen,2021,446173,Aufwand,Plan
5718,"Kinder-, Jugend- und Familienhilfe",Förderungszentrum,Privatrechtliche Leistungsentgelte,2021,478147,Ertrag,Plan
5719,"Kinder-, Jugend- und Familienhilfe",Förderungszentrum,Personalaufwendungen,2021,1156244,Aufwand,Plan
5720,"Kinder-, Jugend- und Familienhilfe",Förderungszentrum,Versorgungsaufwendungen,2021,44600,Aufwand,Plan
5721,"Kinder-, Jugend- und Familienhilfe",Förderungszentrum,Aufwendungen für Sach- und Dienstleistungen,2021,156508,Aufwand,Plan
5722,"Kinder-, Jugend- und Familienhilfe",Förderungszentrum,Bilanzielle Abschreibungen,2021,16862,Aufwand,Plan
5723,"Kinder-, Jugend- und Familienhilfe",Förderungszentrum,Sonstige ordentliche Aufwendungen,2021,21906,Aufwand,Plan
5724,"Kinder-, Jugend- und Familienhilfe",Eltern- und Betreuungsgeld,Kostenerstattungen und Kostenumlagen,2021,235200,Ertrag,Plan
5725,"Kinder-, Jugend- und Familienhilfe",Eltern- und Betreuungsgeld,Personalaufwendungen,2021,631800,Aufwand,Plan
5726,"Kinder-, Jugend- und Familienhilfe",Eltern- und Betreuungsgeld,Versorgungsaufwendungen,2021,89900,Aufwand,Plan
5727,"Kinder-, Jugend- und Familienhilfe",Eltern- und Betreuungsgeld,Aufwendungen für Sach- und Dienstleistungen,2021,375,Aufwand,Plan
5728,"Kinder-, Jugend- und Familienhilfe",Eltern- und Betreuungsgeld,Bilanzielle Abschreibungen,2021,128,Aufwand,Plan
5729,"Kinder-, Jugend- und Familienhilfe",Eltern- und Betreuungsgeld,Sonstige ordentliche Aufwendungen,2021,45980,Aufwand,Plan
5730,Gesundheitsdienste,Krankenhausumlage,Transferaufwendungen,2021,7744000,Aufwand,Plan
5731,Gesundheitsdienste,Gesundheitseinrichtungen,Zuwendungen und allgemeine Umlagen,2021,343000,Ertrag,Plan
5732,Gesundheitsdienste,Gesundheitseinrichtungen,Öffentlich-rechtliche Leistungsentgelte,2021,1680,Ertrag,Plan
5733,Gesundheitsdienste,Gesundheitseinrichtungen,Privatrechtliche Leistungsentgelte,2021,115000,Ertrag,Plan
5734,Gesundheitsdienste,Gesundheitseinrichtungen,Kostenerstattungen und Kostenumlagen,2021,110000,Ertrag,Plan
5735,Gesundheitsdienste,Gesundheitseinrichtungen,Sonstige ordentliche Erträge,2021,19600,Ertrag,Plan
5736,Gesundheitsdienste,Gesundheitseinrichtungen,Personalaufwendungen,2021,2999419,Aufwand,Plan
5737,Gesundheitsdienste,Gesundheitseinrichtungen,Versorgungsaufwendungen,2021,43900,Aufwand,Plan
5738,Gesundheitsdienste,Gesundheitseinrichtungen,Aufwendungen für Sach- und Dienstleistungen,2021,4111100,Aufwand,Plan
5739,Gesundheitsdienste,Gesundheitseinrichtungen,Bilanzielle Abschreibungen,2021,11244,Aufwand,Plan
5740,Gesundheitsdienste,Gesundheitseinrichtungen,Transferaufwendungen,2021,5808700,Aufwand,Plan
5741,Gesundheitsdienste,Gesundheitseinrichtungen,Sonstige ordentliche Aufwendungen,2021,44310,Aufwand,Plan
5742,Gesundheitsdienste,Gesundheitseinrichtungen,Erträge aus internen Leistungsbeziehungen,2021,5166176,Ertrag,Plan
5743,Gesundheitsdienste,Gesundheitsschutz und -pflege,Zuwendungen und allgemeine Umlagen,2021,1026760,Ertrag,Plan
5744,Gesundheitsdienste,Gesundheitsschutz und -pflege,Öffentlich-rechtliche Leistungsentgelte,2021,1704400,Ertrag,Plan
5745,Gesundheitsdienste,Gesundheitsschutz und -pflege,Privatrechtliche Leistungsentgelte,2021,255128,Ertrag,Plan
5746,Gesundheitsdienste,Gesundheitsschutz und -pflege,Kostenerstattungen und Kostenumlagen,2021,798800,Ertrag,Plan
5747,Gesundheitsdienste,Gesundheitsschutz und -pflege,Sonstige ordentliche Erträge,2021,51000,Ertrag,Plan
5748,Gesundheitsdienste,Gesundheitsschutz und -pflege,Personalaufwendungen,2021,13344730,Aufwand,Plan
5749,Gesundheitsdienste,Gesundheitsschutz und -pflege,Versorgungsaufwendungen,2021,627300,Aufwand,Plan
5750,Gesundheitsdienste,Gesundheitsschutz und -pflege,Aufwendungen für Sach- und Dienstleistungen,2021,598355,Aufwand,Plan
5751,Gesundheitsdienste,Gesundheitsschutz und -pflege,Bilanzielle Abschreibungen,2021,152457,Aufwand,Plan
5752,Gesundheitsdienste,Gesundheitsschutz und -pflege,Transferaufwendungen,2021,1638303,Aufwand,Plan
5753,Gesundheitsdienste,Gesundheitsschutz und -pflege,Sonstige ordentliche Aufwendungen,2021,399779,Aufwand,Plan
5754,Sportförderung,"Sport-, Bewegungs- und Talentförderung",Zuwendungen und allgemeine Umlagen,2021,30000,Ertrag,Plan
5755,Sportförderung,"Sport-, Bewegungs- und Talentförderung",Personalaufwendungen,2021,270020,Aufwand,Plan
5756,Sportförderung,"Sport-, Bewegungs- und Talentförderung",Versorgungsaufwendungen,2021,30500,Aufwand,Plan
5757,Sportförderung,"Sport-, Bewegungs- und Talentförderung",Aufwendungen für Sach- und Dienstleistungen,2021,592898,Aufwand,Plan
5758,Sportförderung,"Sport-, Bewegungs- und Talentförderung",Bilanzielle Abschreibungen,2021,21400,Aufwand,Plan
5759,Sportförderung,"Sport-, Bewegungs- und Talentförderung",Transferaufwendungen,2021,3317000,Aufwand,Plan
5760,Sportförderung,"Sport-, Bewegungs- und Talentförderung",Sonstige ordentliche Aufwendungen,2021,19966,Aufwand,Plan
5761,Sportförderung,Vereinssportanlagen,Zuwendungen und allgemeine Umlagen,2021,33750,Ertrag,Plan
5762,Sportförderung,Vereinssportanlagen,Privatrechtliche Leistungsentgelte,2021,28036,Ertrag,Plan
5763,Sportförderung,Vereinssportanlagen,Personalaufwendungen,2021,186990,Aufwand,Plan
5764,Sportförderung,Vereinssportanlagen,Versorgungsaufwendungen,2021,21100,Aufwand,Plan
5765,Sportförderung,Vereinssportanlagen,Aufwendungen für Sach- und Dienstleistungen,2021,1881755,Aufwand,Plan
5766,Sportförderung,Vereinssportanlagen,Bilanzielle Abschreibungen,2021,1386401,Aufwand,Plan
5767,Sportförderung,Vereinssportanlagen,Transferaufwendungen,2021,185446,Aufwand,Plan
5768,Sportförderung,Vereinssportanlagen,Sonstige ordentliche Aufwendungen,2021,38131,Aufwand,Plan
5769,Sportförderung,BgA Sportpark Niederheid,Zuwendungen und allgemeine Umlagen,2021,720,Ertrag,Plan
5770,Sportförderung,BgA Sportpark Niederheid,Privatrechtliche Leistungsentgelte,2021,76960,Ertrag,Plan
5771,Sportförderung,BgA Sportpark Niederheid,Personalaufwendungen,2021,471691,Aufwand,Plan
5772,Sportförderung,BgA Sportpark Niederheid,Versorgungsaufwendungen,2021,33800,Aufwand,Plan
5773,Sportförderung,BgA Sportpark Niederheid,Aufwendungen für Sach- und Dienstleistungen,2021,107527,Aufwand,Plan
5774,Sportförderung,BgA Sportpark Niederheid,Bilanzielle Abschreibungen,2021,95541,Aufwand,Plan
5775,Sportförderung,BgA Sportpark Niederheid,Sonstige ordentliche Aufwendungen,2021,2067,Aufwand,Plan
5776,Sportförderung,BgA Sportpark Niederheid,Aufwendungen aus internen Leistungsbeziehungen,2021,180673,Aufwand,Plan
5777,Sportförderung,BgA Sportamt,Zuwendungen und allgemeine Umlagen,2021,2027897,Ertrag,Plan
5778,Sportförderung,BgA Sportamt,Privatrechtliche Leistungsentgelte,2021,6659040,Ertrag,Plan
5779,Sportförderung,BgA Sportamt,Kostenerstattungen und Kostenumlagen,2021,73277,Ertrag,Plan
5780,Sportförderung,BgA Sportamt,Personalaufwendungen,2021,2641659,Aufwand,Plan
5781,Sportförderung,BgA Sportamt,Versorgungsaufwendungen,2021,135100,Aufwand,Plan
5782,Sportförderung,BgA Sportamt,Aufwendungen für Sach- und Dienstleistungen,2021,7892126,Aufwand,Plan
5783,Sportförderung,BgA Sportamt,Bilanzielle Abschreibungen,2021,2055690,Aufwand,Plan
5784,Sportförderung,BgA Sportamt,Sonstige ordentliche Aufwendungen,2021,2669307,Aufwand,Plan
5785,Sportförderung,BgA Sportamt,Finanzerträge,2021,2463565,Ertrag,Plan
5786,Sportförderung,BgA Sportamt,Aufwendungen aus internen Leistungsbeziehungen,2021,1363815,Aufwand,Plan
5787,Sportförderung,Zuschussgew u Leist an die Bäder GmbH,Privatrechtliche Leistungsentgelte,2021,80000,Ertrag,Plan
5788,Sportförderung,Zuschussgew u Leist an die Bäder GmbH,Personalaufwendungen,2021,119986,Aufwand,Plan
5789,Sportförderung,Zuschussgew u Leist an die Bäder GmbH,Versorgungsaufwendungen,2021,13500,Aufwand,Plan
5790,Sportförderung,Zuschussgew u Leist an die Bäder GmbH,Aufwendungen für Sach- und Dienstleistungen,2021,7682746,Aufwand,Plan
5791,Sportförderung,Zuschussgew u Leist an die Bäder GmbH,Bilanzielle Abschreibungen,2021,2867501,Aufwand,Plan
5792,Sportförderung,Zuschussgew u Leist an die Bäder GmbH,Transferaufwendungen,2021,3378474,Aufwand,Plan
5793,Sportförderung,Zuschussgew u Leist an die Bäder GmbH,Sonstige ordentliche Aufwendungen,2021,172661,Aufwand,Plan
5794,Sportförderung,Zuschussgew u Leist an die Bäder GmbH,Aufwendungen aus internen Leistungsbeziehungen,2021,1430428,Aufwand,Plan
5795,"Räumliche Planung und Entwicklung, Geoinformation",Verkehrsleitpläne,Öffentlich-rechtliche Leistungsentgelte,2021,700,Ertrag,Plan
5796,"Räumliche Planung und Entwicklung, Geoinformation",Verkehrsleitpläne,Personalaufwendungen,2021,508445,Aufwand,Plan
5797,"Räumliche Planung und Entwicklung, Geoinformation",Verkehrsleitpläne,Versorgungsaufwendungen,2021,3100,Aufwand,Plan
5798,"Räumliche Planung und Entwicklung, Geoinformation",Verkehrsleitpläne,Aufwendungen für Sach- und Dienstleistungen,2021,230000,Aufwand,Plan
5799,"Räumliche Planung und Entwicklung, Geoinformation",Verkehrsleitpläne,Bilanzielle Abschreibungen,2021,5586,Aufwand,Plan
5800,"Räumliche Planung und Entwicklung, Geoinformation",Zentrale Vergabe- und Submissionsstelle,Privatrechtliche Leistungsentgelte,2021,34300,Ertrag,Plan
5801,"Räumliche Planung und Entwicklung, Geoinformation",Zentrale Vergabe- und Submissionsstelle,Personalaufwendungen,2021,816472,Aufwand,Plan
5802,"Räumliche Planung und Entwicklung, Geoinformation",Zentrale Vergabe- und Submissionsstelle,Versorgungsaufwendungen,2021,186000,Aufwand,Plan
5803,"Räumliche Planung und Entwicklung, Geoinformation",Zentrale Vergabe- und Submissionsstelle,Aufwendungen für Sach- und Dienstleistungen,2021,1235,Aufwand,Plan
5804,"Räumliche Planung und Entwicklung, Geoinformation",Zentrale Vergabe- und Submissionsstelle,Bilanzielle Abschreibungen,2021,421,Aufwand,Plan
5805,"Räumliche Planung und Entwicklung, Geoinformation",Zentrale Vergabe- und Submissionsstelle,Sonstige ordentliche Aufwendungen,2021,8945,Aufwand,Plan
5806,"Räumliche Planung und Entwicklung, Geoinformation",Städtebauliche Planung,Zuwendungen und allgemeine Umlagen,2021,127500,Ertrag,Plan
5807,"Räumliche Planung und Entwicklung, Geoinformation",Städtebauliche Planung,Öffentlich-rechtliche Leistungsentgelte,2021,137418,Ertrag,Plan
5808,"Räumliche Planung und Entwicklung, Geoinformation",Städtebauliche Planung,Sonstige ordentliche Erträge,2021,90000,Ertrag,Plan
5809,"Räumliche Planung und Entwicklung, Geoinformation",Städtebauliche Planung,Personalaufwendungen,2021,8535618,Aufwand,Plan
5810,"Räumliche Planung und Entwicklung, Geoinformation",Städtebauliche Planung,Versorgungsaufwendungen,2021,1048200,Aufwand,Plan
5811,"Räumliche Planung und Entwicklung, Geoinformation",Städtebauliche Planung,Aufwendungen für Sach- und Dienstleistungen,2021,1014837,Aufwand,Plan
5812,"Räumliche Planung und Entwicklung, Geoinformation",Städtebauliche Planung,Bilanzielle Abschreibungen,2021,27060,Aufwand,Plan
5813,"Räumliche Planung und Entwicklung, Geoinformation",Städtebauliche Planung,Sonstige ordentliche Aufwendungen,2021,259667,Aufwand,Plan
5814,"Räumliche Planung und Entwicklung, Geoinformation","Geodaten, Bodenordnung u. Wertermittlung",Zuwendungen und allgemeine Umlagen,2021,2427,Ertrag,Plan
5815,"Räumliche Planung und Entwicklung, Geoinformation","Geodaten, Bodenordnung u. Wertermittlung",Öffentlich-rechtliche Leistungsentgelte,2021,780300,Ertrag,Plan
5816,"Räumliche Planung und Entwicklung, Geoinformation","Geodaten, Bodenordnung u. Wertermittlung",Privatrechtliche Leistungsentgelte,2021,344300,Ertrag,Plan
5817,"Räumliche Planung und Entwicklung, Geoinformation","Geodaten, Bodenordnung u. Wertermittlung",Sonstige ordentliche Erträge,2021,161300,Ertrag,Plan
5818,"Räumliche Planung und Entwicklung, Geoinformation","Geodaten, Bodenordnung u. Wertermittlung",Personalaufwendungen,2021,12769684,Aufwand,Plan
5819,"Räumliche Planung und Entwicklung, Geoinformation","Geodaten, Bodenordnung u. Wertermittlung",Versorgungsaufwendungen,2021,1047800,Aufwand,Plan
5820,"Räumliche Planung und Entwicklung, Geoinformation","Geodaten, Bodenordnung u. Wertermittlung",Aufwendungen für Sach- und Dienstleistungen,2021,568483,Aufwand,Plan
5821,"Räumliche Planung und Entwicklung, Geoinformation","Geodaten, Bodenordnung u. Wertermittlung",Bilanzielle Abschreibungen,2021,90562,Aufwand,Plan
5822,"Räumliche Planung und Entwicklung, Geoinformation","Geodaten, Bodenordnung u. Wertermittlung",Sonstige ordentliche Aufwendungen,2021,437160,Aufwand,Plan
5823,"Räumliche Planung und Entwicklung, Geoinformation","Geodaten, Bodenordnung u. Wertermittlung",Zinsen und sonstige Finanzaufwendungen,2021,36000,Aufwand,Plan
5824,"Räumliche Planung und Entwicklung, Geoinformation","Geodaten, Bodenordnung u. Wertermittlung",Erträge aus internen Leistungsbeziehungen,2021,48350,Ertrag,Plan
5825,Bauen und Wohnen,Baugenehmigungs-/-überwachungsverfahren,Öffentlich-rechtliche Leistungsentgelte,2021,10807867,Ertrag,Plan
5826,Bauen und Wohnen,Baugenehmigungs-/-überwachungsverfahren,Kostenerstattungen und Kostenumlagen,2021,100000,Ertrag,Plan
5827,Bauen und Wohnen,Baugenehmigungs-/-überwachungsverfahren,Sonstige ordentliche Erträge,2021,114500,Ertrag,Plan
5828,Bauen und Wohnen,Baugenehmigungs-/-überwachungsverfahren,Personalaufwendungen,2021,6782346,Aufwand,Plan
5829,Bauen und Wohnen,Baugenehmigungs-/-überwachungsverfahren,Versorgungsaufwendungen,2021,732800,Aufwand,Plan
5830,Bauen und Wohnen,Baugenehmigungs-/-überwachungsverfahren,Aufwendungen für Sach- und Dienstleistungen,2021,457145,Aufwand,Plan
5831,Bauen und Wohnen,Baugenehmigungs-/-überwachungsverfahren,Bilanzielle Abschreibungen,2021,13327,Aufwand,Plan
5832,Bauen und Wohnen,Baugenehmigungs-/-überwachungsverfahren,Sonstige ordentliche Aufwendungen,2021,253583,Aufwand,Plan
5833,Bauen und Wohnen,Wohnungsbauförderung,Zuwendungen und allgemeine Umlagen,2021,56754,Ertrag,Plan
5834,Bauen und Wohnen,Wohnungsbauförderung,Öffentlich-rechtliche Leistungsentgelte,2021,294000,Ertrag,Plan
5835,Bauen und Wohnen,Wohnungsbauförderung,Kostenerstattungen und Kostenumlagen,2021,38501,Ertrag,Plan
5836,Bauen und Wohnen,Wohnungsbauförderung,Sonstige ordentliche Erträge,2021,5000,Ertrag,Plan
5837,Bauen und Wohnen,Wohnungsbauförderung,Personalaufwendungen,2021,2082813,Aufwand,Plan
5838,Bauen und Wohnen,Wohnungsbauförderung,Versorgungsaufwendungen,2021,376800,Aufwand,Plan
5839,Bauen und Wohnen,Wohnungsbauförderung,Aufwendungen für Sach- und Dienstleistungen,2021,522,Aufwand,Plan
5840,Bauen und Wohnen,Wohnungsbauförderung,Bilanzielle Abschreibungen,2021,746,Aufwand,Plan
5841,Bauen und Wohnen,Wohnungsbauförderung,Transferaufwendungen,2021,1236000,Aufwand,Plan
5842,Bauen und Wohnen,Wohnungsbauförderung,Sonstige ordentliche Aufwendungen,2021,64795,Aufwand,Plan
5843,Bauen und Wohnen,Wohnungsbauförderung,Finanzerträge,2021,280000,Ertrag,Plan
5844,Bauen und Wohnen,Wohnraumsicherung und -versorgung,Öffentlich-rechtliche Leistungsentgelte,2021,30000,Ertrag,Plan
5845,Bauen und Wohnen,Wohnraumsicherung und -versorgung,Kostenerstattungen und Kostenumlagen,2021,60000,Ertrag,Plan
5846,Bauen und Wohnen,Wohnraumsicherung und -versorgung,Sonstige ordentliche Erträge,2021,45000,Ertrag,Plan
5847,Bauen und Wohnen,Wohnraumsicherung und -versorgung,Personalaufwendungen,2021,1368802,Aufwand,Plan
5848,Bauen und Wohnen,Wohnraumsicherung und -versorgung,Versorgungsaufwendungen,2021,244700,Aufwand,Plan
5849,Bauen und Wohnen,Wohnraumsicherung und -versorgung,Aufwendungen für Sach- und Dienstleistungen,2021,9856,Aufwand,Plan
5850,Bauen und Wohnen,Wohnraumsicherung und -versorgung,Bilanzielle Abschreibungen,2021,485,Aufwand,Plan
5851,Bauen und Wohnen,Wohnraumsicherung und -versorgung,Transferaufwendungen,2021,386000,Aufwand,Plan
5852,Bauen und Wohnen,Wohnraumsicherung und -versorgung,Sonstige ordentliche Aufwendungen,2021,74671,Aufwand,Plan
5853,Bauen und Wohnen,Denkmalschutz und Denkmalpflege,Zuwendungen und allgemeine Umlagen,2021,15000,Ertrag,Plan
5854,Bauen und Wohnen,Denkmalschutz und Denkmalpflege,Öffentlich-rechtliche Leistungsentgelte,2021,106357,Ertrag,Plan
5855,Bauen und Wohnen,Denkmalschutz und Denkmalpflege,Kostenerstattungen und Kostenumlagen,2021,10000,Ertrag,Plan
5856,Bauen und Wohnen,Denkmalschutz und Denkmalpflege,Sonstige ordentliche Erträge,2021,1000,Ertrag,Plan
5857,Bauen und Wohnen,Denkmalschutz und Denkmalpflege,Personalaufwendungen,2021,397864,Aufwand,Plan
5858,Bauen und Wohnen,Denkmalschutz und Denkmalpflege,Aufwendungen für Sach- und Dienstleistungen,2021,36721,Aufwand,Plan
5859,Bauen und Wohnen,Denkmalschutz und Denkmalpflege,Bilanzielle Abschreibungen,2021,5562,Aufwand,Plan
5860,Bauen und Wohnen,Denkmalschutz und Denkmalpflege,Transferaufwendungen,2021,30510,Aufwand,Plan
5861,Bauen und Wohnen,Denkmalschutz und Denkmalpflege,Sonstige ordentliche Aufwendungen,2021,26020,Aufwand,Plan
5862,Bauen und Wohnen,Brunnen und Denkmäler,Aufwendungen für Sach- und Dienstleistungen,2021,509900,Aufwand,Plan
5863,Bauen und Wohnen,Brunnen und Denkmäler,Sonstige ordentliche Aufwendungen,2021,8473,Aufwand,Plan
5864,Ver- und Entsorgung,Ver- und Entsorgung,Sonstige ordentliche Erträge,2021,51428778,Ertrag,Plan
5865,Ver- und Entsorgung,Abfallwirtschaft,Öffentlich-rechtliche Leistungsentgelte,2021,94266270,Ertrag,Plan
5866,Ver- und Entsorgung,Abfallwirtschaft,Privatrechtliche Leistungsentgelte,2021,4213304,Ertrag,Plan
5867,Ver- und Entsorgung,Abfallwirtschaft,Personalaufwendungen,2021,1371246,Aufwand,Plan
5868,Ver- und Entsorgung,Abfallwirtschaft,Versorgungsaufwendungen,2021,68800,Aufwand,Plan
5869,Ver- und Entsorgung,Abfallwirtschaft,Aufwendungen für Sach- und Dienstleistungen,2021,95033928,Aufwand,Plan
5870,Ver- und Entsorgung,Abfallwirtschaft,Bilanzielle Abschreibungen,2021,7911,Aufwand,Plan
5871,Ver- und Entsorgung,Abfallwirtschaft,Transferaufwendungen,2021,102544,Aufwand,Plan
5872,Ver- und Entsorgung,Abfallwirtschaft,Sonstige ordentliche Aufwendungen,2021,194131,Aufwand,Plan
5873,Ver- und Entsorgung,Abfallwirtschaft,Aufwendungen aus internen Leistungsbeziehungen,2021,1928061,Aufwand,Plan
5874,Ver- und Entsorgung,Bereitstellung öffentl. Toilettenanlagen,Personalaufwendungen,2021,167700,Aufwand,Plan
5875,Ver- und Entsorgung,Bereitstellung öffentl. Toilettenanlagen,Versorgungsaufwendungen,2021,12000,Aufwand,Plan
5876,Ver- und Entsorgung,Bereitstellung öffentl. Toilettenanlagen,Aufwendungen für Sach- und Dienstleistungen,2021,1631725,Aufwand,Plan
5877,Ver- und Entsorgung,Bereitstellung öffentl. Toilettenanlagen,Bilanzielle Abschreibungen,2021,5000,Aufwand,Plan
5878,Ver- und Entsorgung,Bereitstellung öffentl. Toilettenanlagen,Sonstige ordentliche Aufwendungen,2021,13305,Aufwand,Plan
5879,Ver- und Entsorgung,Abwasserbeseitigung,Aufwendungen für Sach- und Dienstleistungen,2021,150000,Aufwand,Plan
5880,Ver- und Entsorgung,Abwasserbeseitigung,Finanzerträge,2021,3500000,Ertrag,Plan
5881,"Verkehrsflächen und -anlagen, ÖPNV",Straßen,Zuwendungen und allgemeine Umlagen,2021,15995053,Ertrag,Plan
5882,"Verkehrsflächen und -anlagen, ÖPNV",Straßen,Öffentlich-rechtliche Leistungsentgelte,2021,8739698,Ertrag,Plan
5883,"Verkehrsflächen und -anlagen, ÖPNV",Straßen,Privatrechtliche Leistungsentgelte,2021,5937500,Ertrag,Plan
5884,"Verkehrsflächen und -anlagen, ÖPNV",Straßen,Kostenerstattungen und Kostenumlagen,2021,149000,Ertrag,Plan
5885,"Verkehrsflächen und -anlagen, ÖPNV",Straßen,Sonstige ordentliche Erträge,2021,2347290,Ertrag,Plan
5886,"Verkehrsflächen und -anlagen, ÖPNV",Straßen,Aktivierte Eigenleistungen,2021,295000,Ertrag,Plan
5887,"Verkehrsflächen und -anlagen, ÖPNV",Straßen,Personalaufwendungen,2021,18059111,Aufwand,Plan
5888,"Verkehrsflächen und -anlagen, ÖPNV",Straßen,Versorgungsaufwendungen,2021,1111100,Aufwand,Plan
5889,"Verkehrsflächen und -anlagen, ÖPNV",Straßen,Aufwendungen für Sach- und Dienstleistungen,2021,59686981,Aufwand,Plan
5890,"Verkehrsflächen und -anlagen, ÖPNV",Straßen,Bilanzielle Abschreibungen,2021,57684490,Aufwand,Plan
