"ID";"EPL";"AB";"PG";"Betrag";"Berichtsjahr";"Werttyp";"Erlöse_Kosten"
23144;"Behörde für Inneres und Sport";"Steuerung und Service - Amt für Innere Verwaltung und Planung";"Zuschuss an das Statistikamt Nord";32613000,00;"2019";"Plan";"Kosten"
23145;"Behörde für Inneres und Sport";"Steuerung und Service - Amt für Innere Verwaltung und Planung";"Zuschuss an das Statistikamt Nord";34222000,00;"2020";"Plan";"Erlöse"
23146;"Behörde für Inneres und Sport";"Steuerung und Service - Amt für Innere Verwaltung und Planung";"Zuschuss an das Statistikamt Nord";50963000,00;"2020";"Plan";"Kosten"
23147;"Behörde für Inneres und Sport";"Steuerung und Service - Amt für Innere Verwaltung und Planung";"Zuschuss an das Statistikamt Nord";23087000,00;"2021";"Plan";"Erlöse"
23148;"Behörde für Inneres und Sport";"Steuerung und Service - Amt für Innere Verwaltung und Planung";"Zuschuss an das Statistikamt Nord";41498000,00;"2021";"Plan";"Kosten"
23149;"Behörde für Inneres und Sport";"Steuerung und Service - Amt für Innere Verwaltung und Planung";"Zuschuss an das Statistikamt Nord";18397000,00;"2022";"Plan";"Erlöse"
23150;"Behörde für Inneres und Sport";"Steuerung und Service - Amt für Innere Verwaltung und Planung";"Zuschuss an das Statistikamt Nord";37008000,00;"2022";"Plan";"Kosten"
23151;"Behörde für Inneres und Sport";"Steuerung und Service - Amt für Innere Verwaltung und Planung";"Zentraler Ansatz BIS";5923000,00;"2018";"Fortgeschriebener Plan";"Kosten"
23152;"Behörde für Inneres und Sport";"Steuerung und Service - Amt für Innere Verwaltung und Planung";"Zentraler Ansatz BIS";-15825310,00;"2019";"Plan";"Kosten"
23153;"Behörde für Inneres und Sport";"Steuerung und Service - Amt für Innere Verwaltung und Planung";"Zentraler Ansatz BIS";-16884700,00;"2020";"Plan";"Kosten"
23154;"Behörde für Inneres und Sport";"Steuerung und Service - Amt für Innere Verwaltung und Planung";"Zentraler Ansatz BIS";-24329000,00;"2021";"Plan";"Kosten"
23155;"Behörde für Inneres und Sport";"Steuerung und Service - Amt für Innere Verwaltung und Planung";"Zentraler Ansatz BIS";-24466000,00;"2022";"Plan";"Kosten"
23156;"Behörde für Inneres und Sport";"Steuerung und Service - Amt für Innere Verwaltung und Planung";"Bezirkliche Zuweisungen";72000,00;"2018";"Fortgeschriebener Plan";"Kosten"
23157;"Behörde für Inneres und Sport";"Steuerung und Service - Amt für Innere Verwaltung und Planung";"Bezirkliche Zuweisungen";4155000,00;"2019";"Plan";"Kosten"
23158;"Behörde für Inneres und Sport";"Steuerung und Service - Amt für Innere Verwaltung und Planung";"Bezirkliche Zuweisungen";4184000,00;"2020";"Plan";"Kosten"
23159;"Behörde für Inneres und Sport";"Steuerung und Service - Amt für Innere Verwaltung und Planung";"Bezirkliche Zuweisungen";2265000,00;"2021";"Plan";"Kosten"
23160;"Behörde für Inneres und Sport";"Steuerung und Service - Amt für Innere Verwaltung und Planung";"Bezirkliche Zuweisungen";72000,00;"2022";"Plan";"Kosten"
23161;"Behörde für Inneres und Sport";"Steuerung und Service - Amt für Innere Verwaltung und Planung";"Fachliche Leitstelle Nationales Waffenregister";0,00;"2016";"Ist";"Kosten"
23162;"Behörde für Inneres und Sport";"Steuerung und Service - Amt für Innere Verwaltung und Planung";"Fachliche Leitstelle Nationales Waffenregister";1047791,00;"2017";"Ist";"Erlöse"
23163;"Behörde für Inneres und Sport";"Steuerung und Service - Amt für Innere Verwaltung und Planung";"Fachliche Leitstelle Nationales Waffenregister";999944,00;"2017";"Ist";"Kosten"
23164;"Behörde für Inneres und Sport";"Steuerung und Service - Amt für Innere Verwaltung und Planung";"Fachliche Leitstelle Nationales Waffenregister";993000,00;"2018";"Fortgeschriebener Plan";"Erlöse"
23165;"Behörde für Inneres und Sport";"Steuerung und Service - Amt für Innere Verwaltung und Planung";"Fachliche Leitstelle Nationales Waffenregister";1014000,00;"2018";"Fortgeschriebener Plan";"Kosten"
23166;"Behörde für Inneres und Sport";"Steuerung und Service - Amt für Innere Verwaltung und Planung";"Fachliche Leitstelle Nationales Waffenregister";1238000,00;"2019";"Plan";"Erlöse"
23167;"Behörde für Inneres und Sport";"Steuerung und Service - Amt für Innere Verwaltung und Planung";"Fachliche Leitstelle Nationales Waffenregister";1182000,00;"2019";"Plan";"Kosten"
23168;"Behörde für Inneres und Sport";"Steuerung und Service - Amt für Innere Verwaltung und Planung";"Fachliche Leitstelle Nationales Waffenregister";1263000,00;"2020";"Plan";"Erlöse"
23169;"Behörde für Inneres und Sport";"Steuerung und Service - Amt für Innere Verwaltung und Planung";"Fachliche Leitstelle Nationales Waffenregister";1147000,00;"2020";"Plan";"Kosten"
23170;"Behörde für Inneres und Sport";"Steuerung und Service - Amt für Innere Verwaltung und Planung";"Fachliche Leitstelle Nationales Waffenregister";1288000,00;"2021";"Plan";"Erlöse"
23171;"Behörde für Inneres und Sport";"Steuerung und Service - Amt für Innere Verwaltung und Planung";"Fachliche Leitstelle Nationales Waffenregister";1177000,00;"2021";"Plan";"Kosten"
23172;"Behörde für Inneres und Sport";"Steuerung und Service - Amt für Innere Verwaltung und Planung";"Fachliche Leitstelle Nationales Waffenregister";1314000,00;"2022";"Plan";"Erlöse"
23173;"Behörde für Inneres und Sport";"Steuerung und Service - Amt für Innere Verwaltung und Planung";"Fachliche Leitstelle Nationales Waffenregister";1197000,00;"2022";"Plan";"Kosten"
23174;"Behörde für Inneres und Sport";"Verfassungsschutz";"Verfassungsschutz";133283,00;"2016";"Ist";"Erlöse"
23175;"Behörde für Inneres und Sport";"Verfassungsschutz";"Verfassungsschutz";12635423,00;"2016";"Ist";"Kosten"
23176;"Behörde für Inneres und Sport";"Verfassungsschutz";"Verfassungsschutz";164770,00;"2017";"Ist";"Erlöse"
23177;"Behörde für Inneres und Sport";"Verfassungsschutz";"Verfassungsschutz";15838346,00;"2017";"Ist";"Kosten"
23178;"Behörde für Inneres und Sport";"Verfassungsschutz";"Verfassungsschutz";18000,00;"2018";"Fortgeschriebener Plan";"Erlöse"
23179;"Behörde für Inneres und Sport";"Verfassungsschutz";"Verfassungsschutz";14430727,00;"2018";"Fortgeschriebener Plan";"Kosten"
23180;"Behörde für Inneres und Sport";"Verfassungsschutz";"Verfassungsschutz";25000,00;"2019";"Plan";"Erlöse"
23181;"Behörde für Inneres und Sport";"Verfassungsschutz";"Verfassungsschutz";19333659,00;"2019";"Plan";"Kosten"
23182;"Behörde für Inneres und Sport";"Verfassungsschutz";"Verfassungsschutz";25000,00;"2020";"Plan";"Erlöse"
23183;"Behörde für Inneres und Sport";"Verfassungsschutz";"Verfassungsschutz";19607403,00;"2020";"Plan";"Kosten"
23184;"Behörde für Inneres und Sport";"Verfassungsschutz";"Verfassungsschutz";25000,00;"2021";"Plan";"Erlöse"
23185;"Behörde für Inneres und Sport";"Verfassungsschutz";"Verfassungsschutz";17785579,00;"2021";"Plan";"Kosten"
23186;"Behörde für Inneres und Sport";"Verfassungsschutz";"Verfassungsschutz";25000,00;"2022";"Plan";"Erlöse"
23187;"Behörde für Inneres und Sport";"Verfassungsschutz";"Verfassungsschutz";17888217,00;"2022";"Plan";"Kosten"
23188;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Service";150367,00;"2016";"Ist";"Erlöse"
23189;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Service";6824446,00;"2016";"Ist";"Kosten"
23190;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Service";183789,00;"2017";"Ist";"Erlöse"
23191;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Service";7634668,00;"2017";"Ist";"Kosten"
23192;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Service";48000,00;"2018";"Fortgeschriebener Plan";"Erlöse"
23193;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Service";5681423,00;"2018";"Fortgeschriebener Plan";"Kosten"
23194;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Service";77000,00;"2019";"Plan";"Erlöse"
23195;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Service";6923277,00;"2019";"Plan";"Kosten"
23196;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Service";77000,00;"2020";"Plan";"Erlöse"
23197;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Service";6493996,00;"2020";"Plan";"Kosten"
23198;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Service";77000,00;"2021";"Plan";"Erlöse"
23199;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Service";6035995,00;"2021";"Plan";"Kosten"
23200;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Service";77000,00;"2022";"Plan";"Erlöse"
23201;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Service";6141996,00;"2022";"Plan";"Kosten"
23202;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Pass-, Ausweis-, Namens- und Beglaubigungsangelegenheiten";146251,00;"2016";"Ist";"Erlöse"
23203;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Pass-, Ausweis-, Namens- und Beglaubigungsangelegenheiten";495414,00;"2016";"Ist";"Kosten"
23204;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Pass-, Ausweis-, Namens- und Beglaubigungsangelegenheiten";167311,00;"2017";"Ist";"Erlöse"
23205;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Pass-, Ausweis-, Namens- und Beglaubigungsangelegenheiten";329340,00;"2017";"Ist";"Kosten"
23206;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Pass-, Ausweis-, Namens- und Beglaubigungsangelegenheiten";141000,00;"2018";"Fortgeschriebener Plan";"Erlöse"
23207;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Pass-, Ausweis-, Namens- und Beglaubigungsangelegenheiten";497000,00;"2018";"Fortgeschriebener Plan";"Kosten"
23208;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Pass-, Ausweis-, Namens- und Beglaubigungsangelegenheiten";153000,00;"2019";"Plan";"Erlöse"
23209;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Pass-, Ausweis-, Namens- und Beglaubigungsangelegenheiten";513000,00;"2019";"Plan";"Kosten"
23210;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Pass-, Ausweis-, Namens- und Beglaubigungsangelegenheiten";153000,00;"2020";"Plan";"Erlöse"
23211;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Pass-, Ausweis-, Namens- und Beglaubigungsangelegenheiten";520000,00;"2020";"Plan";"Kosten"
23212;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Pass-, Ausweis-, Namens- und Beglaubigungsangelegenheiten";153000,00;"2021";"Plan";"Erlöse"
23213;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Pass-, Ausweis-, Namens- und Beglaubigungsangelegenheiten";523000,00;"2021";"Plan";"Kosten"
23214;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Pass-, Ausweis-, Namens- und Beglaubigungsangelegenheiten";153000,00;"2022";"Plan";"Erlöse"
23215;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Pass-, Ausweis-, Namens- und Beglaubigungsangelegenheiten";533000,00;"2022";"Plan";"Kosten"
23216;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Ausländerangelegenheiten";147950974,00;"2016";"Ist";"Erlöse"
23217;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Ausländerangelegenheiten";391036873,00;"2016";"Ist";"Kosten"
23218;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Ausländerangelegenheiten";102310541,00;"2017";"Ist";"Erlöse"
23219;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Ausländerangelegenheiten";253054169,00;"2017";"Ist";"Kosten"
23220;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Ausländerangelegenheiten";542000,00;"2018";"Fortgeschriebener Plan";"Erlöse"
23221;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Ausländerangelegenheiten";31692502,00;"2018";"Fortgeschriebener Plan";"Kosten"
23222;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Ausländerangelegenheiten";1653000,00;"2019";"Plan";"Erlöse"
23223;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Ausländerangelegenheiten";74044608,00;"2019";"Plan";"Kosten"
23224;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Ausländerangelegenheiten";1653000,00;"2020";"Plan";"Erlöse"
23225;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Ausländerangelegenheiten";74406707,00;"2020";"Plan";"Kosten"
23226;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Ausländerangelegenheiten";1653000,00;"2021";"Plan";"Erlöse"
23227;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Ausländerangelegenheiten";52308990,00;"2021";"Plan";"Kosten"
23228;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Ausländerangelegenheiten";1653000,00;"2022";"Plan";"Erlöse"
23229;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Ausländerangelegenheiten";53099993,00;"2022";"Plan";"Kosten"
23230;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Einbürgerungsangelegenheiten";1424781,00;"2016";"Ist";"Erlöse"
23231;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Einbürgerungsangelegenheiten";2517206,00;"2016";"Ist";"Kosten"
23232;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Einbürgerungsangelegenheiten";1544461,00;"2017";"Ist";"Erlöse"
23233;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Einbürgerungsangelegenheiten";2632989,00;"2017";"Ist";"Kosten"
23234;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Einbürgerungsangelegenheiten";1304000,00;"2018";"Fortgeschriebener Plan";"Erlöse"
23235;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Einbürgerungsangelegenheiten";3282000,00;"2018";"Fortgeschriebener Plan";"Kosten"
23236;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Einbürgerungsangelegenheiten";1308000,00;"2019";"Plan";"Erlöse"
23237;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Einbürgerungsangelegenheiten";3086000,00;"2019";"Plan";"Kosten"
23238;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Einbürgerungsangelegenheiten";1308000,00;"2020";"Plan";"Erlöse"
23239;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Einbürgerungsangelegenheiten";3117000,00;"2020";"Plan";"Kosten"
23240;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Einbürgerungsangelegenheiten";1308000,00;"2021";"Plan";"Erlöse"
23241;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Einbürgerungsangelegenheiten";3122000,00;"2021";"Plan";"Kosten"
23242;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Einbürgerungsangelegenheiten";1308000,00;"2022";"Plan";"Erlöse"
23243;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Einbürgerungsangelegenheiten";3177000,00;"2022";"Plan";"Kosten"
23244;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Ordnungswidrigkeiten im Straßenverkehr";32722561,00;"2016";"Ist";"Erlöse"
23245;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Ordnungswidrigkeiten im Straßenverkehr";9174197,00;"2016";"Ist";"Kosten"
23246;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Ordnungswidrigkeiten im Straßenverkehr";46545378,00;"2017";"Ist";"Erlöse"
23247;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Ordnungswidrigkeiten im Straßenverkehr";29621272,00;"2017";"Ist";"Kosten"
23248;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Ordnungswidrigkeiten im Straßenverkehr";50042000,00;"2018";"Fortgeschriebener Plan";"Erlöse"
23249;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Ordnungswidrigkeiten im Straßenverkehr";28350000,00;"2018";"Fortgeschriebener Plan";"Kosten"
23250;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Ordnungswidrigkeiten im Straßenverkehr";59812000,00;"2019";"Plan";"Erlöse"
23251;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Ordnungswidrigkeiten im Straßenverkehr";41528133,00;"2019";"Plan";"Kosten"
23252;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Ordnungswidrigkeiten im Straßenverkehr";69505000,00;"2020";"Plan";"Erlöse"
23253;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Ordnungswidrigkeiten im Straßenverkehr";44091300,00;"2020";"Plan";"Kosten"
23254;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Ordnungswidrigkeiten im Straßenverkehr";72101000,00;"2021";"Plan";"Erlöse"
23255;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Ordnungswidrigkeiten im Straßenverkehr";45407050,00;"2021";"Plan";"Kosten"
23256;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Ordnungswidrigkeiten im Straßenverkehr";73665000,00;"2022";"Plan";"Erlöse"
23257;"Behörde für Inneres und Sport";"Einwohner-Zentralamt";"Ordnungswidrigkeiten im Straßenverkehr";45334000,00;"2022";"Plan";"Kosten"
23258;"Behörde für Inneres und Sport";"Polizei";"Schutz- und Wasserschutzpolizei";13910646,00;"2016";"Ist";"Erlöse"
23259;"Behörde für Inneres und Sport";"Polizei";"Schutz- und Wasserschutzpolizei";355049693,00;"2016";"Ist";"Kosten"
23260;"Behörde für Inneres und Sport";"Polizei";"Schutz- und Wasserschutzpolizei";59205906,00;"2017";"Ist";"Erlöse"
23261;"Behörde für Inneres und Sport";"Polizei";"Schutz- und Wasserschutzpolizei";492479431,00;"2017";"Ist";"Kosten"
23262;"Behörde für Inneres und Sport";"Polizei";"Schutz- und Wasserschutzpolizei";2611000,00;"2018";"Fortgeschriebener Plan";"Erlöse"
23263;"Behörde für Inneres und Sport";"Polizei";"Schutz- und Wasserschutzpolizei";419457612,00;"2018";"Fortgeschriebener Plan";"Kosten"
23264;"Behörde für Inneres und Sport";"Polizei";"Schutz- und Wasserschutzpolizei";2741000,00;"2019";"Plan";"Erlöse"
23265;"Behörde für Inneres und Sport";"Polizei";"Schutz- und Wasserschutzpolizei";448594211,00;"2019";"Plan";"Kosten"
23266;"Behörde für Inneres und Sport";"Polizei";"Schutz- und Wasserschutzpolizei";2741000,00;"2020";"Plan";"Erlöse"
23267;"Behörde für Inneres und Sport";"Polizei";"Schutz- und Wasserschutzpolizei";457396148,00;"2020";"Plan";"Kosten"
23268;"Behörde für Inneres und Sport";"Polizei";"Schutz- und Wasserschutzpolizei";2741000,00;"2021";"Plan";"Erlöse"
23269;"Behörde für Inneres und Sport";"Polizei";"Schutz- und Wasserschutzpolizei";473529036,00;"2021";"Plan";"Kosten"
23270;"Behörde für Inneres und Sport";"Polizei";"Schutz- und Wasserschutzpolizei";2741000,00;"2022";"Plan";"Erlöse"
23271;"Behörde für Inneres und Sport";"Polizei";"Schutz- und Wasserschutzpolizei";487509796,00;"2022";"Plan";"Kosten"
23272;"Behörde für Inneres und Sport";"Polizei";"Kriminalpolizei";194705,00;"2016";"Ist";"Erlöse"
23273;"Behörde für Inneres und Sport";"Polizei";"Kriminalpolizei";153689836,00;"2016";"Ist";"Kosten"
23274;"Behörde für Inneres und Sport";"Polizei";"Kriminalpolizei";306512,00;"2017";"Ist";"Erlöse"
23275;"Behörde für Inneres und Sport";"Polizei";"Kriminalpolizei";205229493,00;"2017";"Ist";"Kosten"
23276;"Behörde für Inneres und Sport";"Polizei";"Kriminalpolizei";6136,00;"2018";"Fortgeschriebener Plan";"Erlöse"
23277;"Behörde für Inneres und Sport";"Polizei";"Kriminalpolizei";168794671,00;"2018";"Fortgeschriebener Plan";"Kosten"
23278;"Behörde für Inneres und Sport";"Polizei";"Kriminalpolizei";100000,00;"2019";"Plan";"Erlöse"
23279;"Behörde für Inneres und Sport";"Polizei";"Kriminalpolizei";184725085,00;"2019";"Plan";"Kosten"
23280;"Behörde für Inneres und Sport";"Polizei";"Kriminalpolizei";100000,00;"2020";"Plan";"Erlöse"
23281;"Behörde für Inneres und Sport";"Polizei";"Kriminalpolizei";190663260,00;"2020";"Plan";"Kosten"
23282;"Behörde für Inneres und Sport";"Polizei";"Kriminalpolizei";100000,00;"2021";"Plan";"Erlöse"
23283;"Behörde für Inneres und Sport";"Polizei";"Kriminalpolizei";191532435,00;"2021";"Plan";"Kosten"
23284;"Behörde für Inneres und Sport";"Polizei";"Kriminalpolizei";100000,00;"2022";"Plan";"Erlöse"
23285;"Behörde für Inneres und Sport";"Polizei";"Kriminalpolizei";191700875,00;"2022";"Plan";"Kosten"
23286;"Behörde für Inneres und Sport";"Polizei";"Vollzugsunterstützung und Ausbildung";25684749,00;"2016";"Ist";"Erlöse"
23287;"Behörde für Inneres und Sport";"Polizei";"Vollzugsunterstützung und Ausbildung";193605735,00;"2016";"Ist";"Kosten"
23288;"Behörde für Inneres und Sport";"Polizei";"Vollzugsunterstützung und Ausbildung";27858925,00;"2017";"Ist";"Erlöse"
23289;"Behörde für Inneres und Sport";"Polizei";"Vollzugsunterstützung und Ausbildung";230043677,00;"2017";"Ist";"Kosten"
23290;"Behörde für Inneres und Sport";"Polizei";"Vollzugsunterstützung und Ausbildung";22035825,00;"2018";"Fortgeschriebener Plan";"Erlöse"
23291;"Behörde für Inneres und Sport";"Polizei";"Vollzugsunterstützung und Ausbildung";185591500,00;"2018";"Fortgeschriebener Plan";"Kosten"
23292;"Behörde für Inneres und Sport";"Polizei";"Vollzugsunterstützung und Ausbildung";28225646,00;"2019";"Plan";"Erlöse"
23293;"Behörde für Inneres und Sport";"Polizei";"Vollzugsunterstützung und Ausbildung";230022192,00;"2019";"Plan";"Kosten"
23294;"Behörde für Inneres und Sport";"Polizei";"Vollzugsunterstützung und Ausbildung";28214742,00;"2020";"Plan";"Erlöse"
23295;"Behörde für Inneres und Sport";"Polizei";"Vollzugsunterstützung und Ausbildung";233840410,00;"2020";"Plan";"Kosten"
23296;"Behörde für Inneres und Sport";"Polizei";"Vollzugsunterstützung und Ausbildung";28254037,00;"2021";"Plan";"Erlöse"
23297;"Behörde für Inneres und Sport";"Polizei";"Vollzugsunterstützung und Ausbildung";231442149,00;"2021";"Plan";"Kosten"
23298;"Behörde für Inneres und Sport";"Polizei";"Vollzugsunterstützung und Ausbildung";28377460,00;"2022";"Plan";"Erlöse"
23299;"Behörde für Inneres und Sport";"Polizei";"Vollzugsunterstützung und Ausbildung";225772499,00;"2022";"Plan";"Kosten"
23300;"Behörde für Inneres und Sport";"Wasserschutzpolizei-Schule";"Wasserschutzpolizei-Schule";3728981,00;"2016";"Ist";"Erlöse"
23301;"Behörde für Inneres und Sport";"Wasserschutzpolizei-Schule";"Wasserschutzpolizei-Schule";4215612,00;"2016";"Ist";"Kosten"
23302;"Behörde für Inneres und Sport";"Wasserschutzpolizei-Schule";"Wasserschutzpolizei-Schule";3663495,00;"2017";"Ist";"Erlöse"
23303;"Behörde für Inneres und Sport";"Wasserschutzpolizei-Schule";"Wasserschutzpolizei-Schule";4123140,00;"2017";"Ist";"Kosten"
23304;"Behörde für Inneres und Sport";"Wasserschutzpolizei-Schule";"Wasserschutzpolizei-Schule";3604371,00;"2018";"Fortgeschriebener Plan";"Erlöse"
23305;"Behörde für Inneres und Sport";"Wasserschutzpolizei-Schule";"Wasserschutzpolizei-Schule";4129552,00;"2018";"Fortgeschriebener Plan";"Kosten"
23306;"Behörde für Inneres und Sport";"Wasserschutzpolizei-Schule";"Wasserschutzpolizei-Schule";3881591,00;"2019";"Plan";"Erlöse"
23307;"Behörde für Inneres und Sport";"Wasserschutzpolizei-Schule";"Wasserschutzpolizei-Schule";4421372,00;"2019";"Plan";"Kosten"
23308;"Behörde für Inneres und Sport";"Wasserschutzpolizei-Schule";"Wasserschutzpolizei-Schule";4105185,00;"2020";"Plan";"Erlöse"
23309;"Behörde für Inneres und Sport";"Wasserschutzpolizei-Schule";"Wasserschutzpolizei-Schule";4682506,00;"2020";"Plan";"Kosten"
23310;"Behörde für Inneres und Sport";"Wasserschutzpolizei-Schule";"Wasserschutzpolizei-Schule";4295388,00;"2021";"Plan";"Erlöse"
23311;"Behörde für Inneres und Sport";"Wasserschutzpolizei-Schule";"Wasserschutzpolizei-Schule";4922647,00;"2021";"Plan";"Kosten"
23312;"Behörde für Inneres und Sport";"Wasserschutzpolizei-Schule";"Wasserschutzpolizei-Schule";4241953,00;"2022";"Plan";"Erlöse"
23313;"Behörde für Inneres und Sport";"Wasserschutzpolizei-Schule";"Wasserschutzpolizei-Schule";4850037,00;"2022";"Plan";"Kosten"
23314;"Behörde für Inneres und Sport";"Feuerwehr";"Einsatzdienst Feuerwehr";75795061,00;"2016";"Ist";"Erlöse"
23315;"Behörde für Inneres und Sport";"Feuerwehr";"Einsatzdienst Feuerwehr";177340202,00;"2016";"Ist";"Kosten"
23316;"Behörde für Inneres und Sport";"Feuerwehr";"Einsatzdienst Feuerwehr";85003779,00;"2017";"Ist";"Erlöse"
23317;"Behörde für Inneres und Sport";"Feuerwehr";"Einsatzdienst Feuerwehr";207331200,00;"2017";"Ist";"Kosten"
23318;"Behörde für Inneres und Sport";"Feuerwehr";"Einsatzdienst Feuerwehr";86828079,00;"2018";"Fortgeschriebener Plan";"Erlöse"
23319;"Behörde für Inneres und Sport";"Feuerwehr";"Einsatzdienst Feuerwehr";205585212,00;"2018";"Fortgeschriebener Plan";"Kosten"
23320;"Behörde für Inneres und Sport";"Feuerwehr";"Einsatzdienst Feuerwehr";100917578,00;"2019";"Plan";"Erlöse"
23321;"Behörde für Inneres und Sport";"Feuerwehr";"Einsatzdienst Feuerwehr";233647688,00;"2019";"Plan";"Kosten"
23322;"Behörde für Inneres und Sport";"Feuerwehr";"Einsatzdienst Feuerwehr";102701934,00;"2020";"Plan";"Erlöse"
23323;"Behörde für Inneres und Sport";"Feuerwehr";"Einsatzdienst Feuerwehr";244704439,00;"2020";"Plan";"Kosten"
23324;"Behörde für Inneres und Sport";"Feuerwehr";"Einsatzdienst Feuerwehr";102672000,00;"2021";"Plan";"Erlöse"
23325;"Behörde für Inneres und Sport";"Feuerwehr";"Einsatzdienst Feuerwehr";248407660,00;"2021";"Plan";"Kosten"
23326;"Behörde für Inneres und Sport";"Feuerwehr";"Einsatzdienst Feuerwehr";102672000,00;"2022";"Plan";"Erlöse"
23327;"Behörde für Inneres und Sport";"Feuerwehr";"Einsatzdienst Feuerwehr";249969148,00;"2022";"Plan";"Kosten"
23328;"Behörde für Inneres und Sport";"Feuerwehr";"Vorbeugender Brand- u. Gefahrenschutz";3760293,00;"2016";"Ist";"Erlöse"
23329;"Behörde für Inneres und Sport";"Feuerwehr";"Vorbeugender Brand- u. Gefahrenschutz";8548542,00;"2016";"Ist";"Kosten"
23330;"Behörde für Inneres und Sport";"Feuerwehr";"Vorbeugender Brand- u. Gefahrenschutz";3819460,00;"2017";"Ist";"Erlöse"
23331;"Behörde für Inneres und Sport";"Feuerwehr";"Vorbeugender Brand- u. Gefahrenschutz";9808550,00;"2017";"Ist";"Kosten"
23332;"Behörde für Inneres und Sport";"Feuerwehr";"Vorbeugender Brand- u. Gefahrenschutz";3910000,00;"2018";"Fortgeschriebener Plan";"Erlöse"
23333;"Behörde für Inneres und Sport";"Feuerwehr";"Vorbeugender Brand- u. Gefahrenschutz";9578106,00;"2018";"Fortgeschriebener Plan";"Kosten"
